u,v,key,length,flood_count,Degree,Mean Shortest Path Length,Closeness,bet,Eigenvector,Pagerank,district
26201313,7299589175,0,3244.213,0,4,23.163373990723244,0.043164187074476765,8.789270818338126e-06,1.1188502509649743e-10,0.00018360878461748444,JACANA
26201317,5824282765,0,2993.5589999999997,0,4,20.613468476206837,0.04850363777283296,0.00013088887083525155,8.24781035139627e-08,0.0001759219187445532,JACANA
26201373,5629714422,0,70.337,0,4,23.431540972341523,0.04267018585725283,0.0016870649014010099,6.831614859008995e-12,0.0001824107323490679,JACANA
26201373,5629714434,0,35.117,0,4,23.85809998282082,0.04190728553118565,0.00046250568333254944,6.806656948635374e-12,0.00018886657756396756,JACANA
26201373,7299589175,0,584.159,0,4,23.26129531008418,0.042982482053705945,0.002153252576562863,2.6911748366031584e-11,0.00018149624577873727,JACANA
26201374,2002487568,0,71.378,0,4,20.79316268682357,0.04808447003808753,0.02631305767329473,5.068541847955844e-09,0.0001729182895838869,JACANA
26201374,2002487566,0,46.923,0,4,20.894348050163202,0.04785161067534902,0.017944484114937057,2.2939884017533013e-09,0.0001725654223414717,JACANA
26201374,10853019304,0,1880.4340000000002,0,4,20.95018038137777,0.04772408590335463,0.04391511654810653,1.420300308175471e-09,0.00017575721250102396,JACANA
26201380,2000468608,0,74.071,0,4,24.46143274351486,0.04087365685792542,0.0003109501486812056,1.1269878116732577e-13,0.0001755193695882138,JACANA
26201380,7986620386,0,27.773000000000003,0,4,24.665177804500946,0.0405360227336045,0.00040513787515339655,1.1704891787451012e-13,0.00017793230797835848,JACANA
26201380,2000680145,0,357.975,0,4,23.90225047242742,0.04182987745714594,0.00023826050353494972,4.583838239962153e-13,0.0001771730069307529,JACANA
26201426,6742626262,0,280.31,0,3,26.15306648342209,0.03822986527585278,0.00725031700761911,6.205803369759576e-15,0.00015935686370538646,JACANA
26201426,3705989361,0,339.207,0,3,26.239305961175056,0.0381042169976234,0.007727906980058808,1.6497412804667767e-15,0.00015203193537024248,JACANA
26218393,3457886053,0,64.568,0,5,28.48926301322797,0.035094913046624376,0.009960856863636602,0.00014120338273680154,0.00017636688791591133,JACANA
26218393,3457886052,0,49.329,0,5,27.80003435835767,0.0359649990112715,0.010354948763302087,0.00013536251372452333,0.00017371197698725168,JACANA
26218393,26218397,0,120.05799999999999,0,6,28.540113382580312,0.035032383887511134,0.0008121761331864337,0.00011887169486496447,0.0002071979749549461,JACANA
26218393,997090706,0,114.618,0,6,28.253736471396667,0.0353874684583346,0.0010545937242705974,0.0002594679024703451,0.00020529414528727938,JACANA
26218397,3536376046,0,115.416,0,5,29.50850369352345,0.033882714575971216,0.0005293754059099057,4.1765430917936354e-05,0.00018547917552037574,JACANA
26218397,997090978,0,68.261,0,5,29.47569146194812,0.03392043268950565,0.0017510840496589052,4.963306102733404e-05,0.00017859825614420724,JACANA
26218397,997090840,0,66.663,0,5,28.771173337914448,0.03475104044137404,0.002175106979678731,4.559872325779219e-05,0.0001834091298022643,JACANA
26218407,3536376062,0,116.743,0,5,25.527916165607284,0.03916607222169881,0.0010386780176536068,2.7394168845148336e-06,0.00017910530781929015,JACANA
26218407,26218422,0,100.866,0,6,24.549733722728053,0.040726641661535015,0.00028137544011679755,5.163507950750842e-06,0.00019654531488264753,JACANA
26218407,997090900,0,67.88,0,5,24.58855866689572,0.0406623349402641,0.0006255822891917149,4.743799573663292e-06,0.0001690274695743951,JACANA
26218407,997090924,0,68.63900000000001,0,5,25.484796426730803,0.03923234039111003,0.0007166818934844898,3.227743596574698e-06,0.0001711924127505794,JACANA
26218422,997090540,0,101.422,0,5,23.614499226936953,0.04233958969882148,0.00011414174670841808,5.008852697714517e-06,0.0001669062512534649,JACANA
26218422,997091168,0,107.62700000000001,0,6,23.609173681498024,0.04234914028334631,0.0010275132682357178,8.36589724221509e-06,0.0001902118837429452,JACANA
26218422,997091195,0,109.019,0,6,24.50850369352345,0.040795155049627094,0.0007219079464035017,5.149180586400961e-06,0.00019468035762742228,JACANA
549667969,1678268518,0,110.736,0,5,26.07799347191204,0.0383399209486166,0.08756049750123407,1.6090030190214768e-12,0.00019038592139223532,JACANA
549667969,4880964481,0,101.266,0,4,25.721353719292217,0.03887152360343031,0.007910818832224224,3.150815354691579e-12,0.00016395103408046595,JACANA
549667969,7291488889,0,39.965999999999994,0,4,26.01563305274008,0.03843182313437271,0.09276006383386093,3.900520815671412e-12,0.0001624019410735456,JACANA
549667972,1716636036,0,167.928,0,4,27.34942449750902,0.03655755931181337,0.02918346723906199,1.27945234976164e-09,0.00017069638239925646,JACANA
549667972,1678257393,0,39.897,0,4,27.902765847792477,0.035832584255827415,0.09063876144446202,6.459739618772175e-10,0.000168628190072518,JACANA
549667972,1716573079,0,19.167,0,4,27.37605222470366,0.03652200105424333,0.09209077273843748,4.783645360979015e-10,0.00017063525533062498,JACANA
549668575,1716573416,0,84.724,0,6,30.29290499914104,0.03300535911758868,0.009798017805637391,2.2796970653629573e-08,0.00019542426907941007,JACANA
549668575,549668580,0,148.69,0,5,30.21285002576877,0.03309281340088361,0.009576741974089231,2.21528679230504e-08,0.0001702867973955279,JACANA
549668575,1488751516,0,183.497,0,6,29.841092595773922,0.033505080452491294,0.002184371346216979,1.2935323437746852e-08,0.00020110048115712064,JACANA
549668580,1716573583,0,91.71700000000001,0,5,29.864456278989863,0.03347886862132638,0.0003778198712585618,3.6503062474296244e-08,0.0001663152330785243,JACANA
549668580,1691333371,0,81.725,0,5,30.383439271602818,0.032907012246836516,0.009570803277590353,4.117259252069116e-08,0.00017838271335926878,JACANA
549668597,1691333419,0,13.822,0,4,31.16440474145336,0.032082377844417004,0.027655084308110978,2.2944611000440387e-06,0.00017453388184186574,JACANA
549668597,1716575121,0,75.168,0,4,30.90225047242742,0.032354543534094574,0.019300169751700725,9.478873150319255e-06,0.00017073716635516913,JACANA
