u,v,key,length,flood_count,Degree,Mean Shortest Path Length,Closeness,bet,Pagerank,district
25720781,301599650,0,113.58099999999999,0,5,22.805134835611376,0.04384167429353592,0.04160381994635481,0.00020225785812112978,ITAIM BIBI
25720781,1373371480,0,23.096,0,4,23.3180642777983,0.04287728525712113,0.02955082780991095,0.00016869020633142068,ITAIM BIBI
25720782,25720832,0,54.783,0,6,22.25230882896195,0.04493085645035443,0.040758538374507346,0.00021061559893073017,ITAIM BIBI
25720782,25720814,0,64.478,0,4,22.64277798300702,0.04415603484843541,0.014842732148968486,0.00015777288549318996,ITAIM BIBI
25720814,3814707879,0,61.374,0,4,22.428518655338014,0.04457785683697335,0.03893661058939699,0.00017027645067819165,ITAIM BIBI
25720814,25720832,0,20.139000000000003,0,6,22.20945696342815,0.04501754794497763,0.024493043726921213,0.00021267518809243036,ITAIM BIBI
25720825,28622181,0,16.199,0,4,22.49150350942002,0.04445302170503166,0.021511737095346192,0.0001655577819604523,ITAIM BIBI
25720832,2050908612,0,129.726,0,7,22.063538973032877,0.045315273080400495,0.02932147136250817,0.00023763691636962265,ITAIM BIBI
25720832,2447177827,0,468.327,0,6,21.787033616549685,0.0458903819253105,0.006683564663794858,0.00020890951765481925,ITAIM BIBI
25720903,28622181,0,105.002,0,4,22.806058367196158,0.04383989892445251,0.0016974340215771741,0.00017149531885788383,ITAIM BIBI
27496524,1389167477,0,68.485,0,4,21.798854820834872,0.045865496233657294,0.0029567677819955515,0.00019040865624375694,ITAIM BIBI
27496524,302806154,0,174.8,0,4,22.656446250461766,0.044129396227030375,0.002048175978233059,0.00019304766142777942,ITAIM BIBI
27496524,302806150,0,53.730999999999995,0,4,22.75175471001108,0.043944535550179416,0.003008135773781908,0.000198573791710338,ITAIM BIBI
27867680,301650758,0,83.207,0,5,23.43978574067233,0.04265462597416925,0.07900691602936548,0.00018817467986416924,ITAIM BIBI
27867680,301650713,0,60.884,0,4,24.1483191725157,0.04140310083448703,0.07893558977325449,0.00015991434362991593,ITAIM BIBI
27867680,301650756,0,125.133,0,4,24.099187292205393,0.04148751082599465,0.00010829812281072564,0.00016075924916430392,ITAIM BIBI
27867701,2552447560,0,26.901,0,4,23.417620982637604,0.04269499854081383,0.04253678700736624,0.00017929072741947237,ITAIM BIBI
27867701,1111668833,0,37.547000000000004,0,4,23.492796453638714,0.04255837723091438,0.0005539236311738928,0.00018750282554052115,ITAIM BIBI
27867701,302819969,0,57.267,0,5,22.53029183598079,0.04437649103534215,0.04307369703616503,0.00019490227127390107,ITAIM BIBI
27867712,1373371433,0,140.736,0,4,21.874399704469894,0.04570709629479515,0.044179908375207515,0.00017298772009943303,ITAIM BIBI
27867712,301650873,0,145.537,0,5,22.54673069818988,0.044344136055313434,0.002296509135977291,0.00020919093541843972,ITAIM BIBI
27867712,301650884,0,62.366,0,4,22.553380125600295,0.04433106204546944,0.043209805855165824,0.0001686604760659488,ITAIM BIBI
27867844,302805842,0,54.581,0,4,22.231991134096788,0.04497191851384135,0.017407041930023053,0.0001755710995511913,ITAIM BIBI
27867844,2031313334,0,51.717,0,5,22.098263760620615,0.045244065529923105,0.008287751056970048,0.00020208562836521442,ITAIM BIBI
27867844,302805844,0,58.918,0,5,21.925009235315848,0.0456015905376489,0.025781824106834952,0.00020567774108197178,ITAIM BIBI
27867926,3316883633,0,82.378,0,5,25.15533801256003,0.03974565132791447,0.002425256300104241,0.00018694989257788959,ITAIM BIBI
27867926,4286117798,0,168.158,0,5,25.402659770964167,0.039358685377735764,0.026514063378286327,0.00018357686348532948,ITAIM BIBI
27867926,3316840685,0,126.90799999999999,0,6,25.11285555966014,0.03981288751921507,0.026602566829102947,0.0002144521411524893,ITAIM BIBI
27867926,3316840693,0,16.545,0,6,24.82452899889176,0.04027529761904762,0.0023377344032707997,0.0002129410212752971,ITAIM BIBI
27867935,27867968,0,87.759,0,4,24.285740672330995,0.04116882030376551,0.00018387777951549188,0.00017132108825062862,ITAIM BIBI
27867935,1389167435,0,43.17,0,4,24.496490579977834,0.040814633852093135,0.01872625048341534,0.0001738973460730587,ITAIM BIBI
27867935,51255397,0,10.251,0,4,23.79571481344662,0.04201661103780176,0.019275593529334396,0.00016779326130717182,ITAIM BIBI
27867957,27867968,0,162.523,0,5,24.683598079054303,0.040505249294731246,0.004304768585561079,0.00020004070316149798,ITAIM BIBI
27867957,3316840685,0,83.646,0,6,24.983930550424823,0.04001833465175251,0.0029688736144547565,0.00022234367135568094,ITAIM BIBI
27867957,3316883633,0,127.25,0,5,25.07831547838936,0.03986772136049612,0.003477154985410836,0.0001945008724226664,ITAIM BIBI
27867957,10856447672,0,68.568,0,5,25.02936830439601,0.03994568626438096,0.003542264732961695,0.0002039738175865781,ITAIM BIBI
27867968,1452863168,0,11.735,0,4,24.153675655707424,0.041393919001590604,0.004494208504314584,0.00017178728224152116,ITAIM BIBI
27868089,4690860009,0,64.374,0,4,22.047469523457703,0.045348301428391906,0.0003391269011882693,0.0001795612071811134,ITAIM BIBI
27868089,4732063550,0,61.190999999999995,0,4,22.482822312523087,0.044470186161909925,0.003302601968735543,0.00018124800096573984,ITAIM BIBI
27868089,3316883630,0,133.387,0,4,22.530661248614702,0.0443757634385683,0.003511182190161034,0.00017580497426008043,ITAIM BIBI
27868184,40278086,0,18.779,0,6,22.807905430365718,0.043836348617612285,0.007811697375128338,0.0002261086002368494,ITAIM BIBI
27868184,51255414,0,51.659,0,5,23.47746582933136,0.042586167559615126,0.00600514726908779,0.0001938333964861259,ITAIM BIBI
27868184,1452863168,0,33.345,0,5,23.420760990025858,0.042689274447949524,0.004820411611391,0.00020213961977385786,ITAIM BIBI
27868184,1452863177,0,131.84,0,5,23.210934613963797,0.043075184619302265,0.004329471027471079,0.00019913230863602332,ITAIM BIBI
28109489,3186451581,0,59.431000000000004,0,6,20.019209456963427,0.04994279598464718,0.000619851340377401,0.00022232772487164472,ITAIM BIBI
28109489,3186451577,0,35.203,0,5,19.89360916143332,0.05025811483324667,0.027981650175469136,0.00019549344000015164,ITAIM BIBI
28109578,1355871475,0,63.51,0,4,23.638714444033987,0.04229567119862478,0.01023695367523258,0.000198854535262726,ITAIM BIBI
28109578,1373371495,0,127.269,0,2,23.657923900997414,0.0422613285031698,0.0005719187875321705,0.00010523832039289148,ITAIM BIBI
28109578,1373371487,0,95.40700000000001,0,5,22.66605097894348,0.04411069641605685,0.01059849272570343,0.00020851715823627022,ITAIM BIBI
28109600,4736544569,0,56.208999999999996,0,4,22.9878093830809,0.04349328276660024,0.000420759474122638,0.00015809867557935091,ITAIM BIBI
28109600,301217459,0,37.94,0,5,22.94975988178796,0.04356539235412475,0.02772644613984265,0.00018445946957956348,ITAIM BIBI
28109600,1111668991,0,21.856,0,4,23.503878832656078,0.04253831041257367,0.028087658005652442,0.0001667658268045098,ITAIM BIBI
28618175,302806085,0,62.92600000000001,0,5,27.48965644625046,0.0363705998158961,0.017180139367578225,0.0001943528452842209,ITAIM BIBI
28621516,302805864,0,37.428,0,4,23.0,0.043470230160132343,0.05743579491803697,0.00015392841756373934,ITAIM BIBI
28621516,302805867,0,80.08399999999999,0,5,22.67306981898781,0.04409704118873827,0.0522564617334636,0.0001889183872415685,ITAIM BIBI
28622162,28622176,0,48.292,0,4,22.158847432582196,0.045120365430781545,0.020249949449969867,0.00018132276596852608,ITAIM BIBI
28622162,28623395,0,390.6869999999999,0,4,21.900258588843737,0.04565312731934417,0.04789410864755603,0.00018003093164992013,ITAIM BIBI
28622162,302805882,0,76.155,0,4,21.521056520132987,0.04645753765609578,0.06817383190168232,0.00018081437860084312,ITAIM BIBI
28622176,302805884,0,38.995,0,4,23.104174362763207,0.04327422733159586,0.0009597962032183192,0.00018149902909202892,ITAIM BIBI
28622176,28622181,0,93.93700000000001,0,4,22.59641669745105,0.044246630209993705,0.019969061418450205,0.0001772055309270495,ITAIM BIBI
28623357,301599650,0,184.442,0,5,22.94403398596232,0.043576264500599746,0.0025063980960470206,0.00020946751792190796,ITAIM BIBI
28623357,28623395,0,31.911,0,4,22.414480975249354,0.04460577493572417,0.03974524747920578,0.00017888485841633764,ITAIM BIBI
28623357,5045523844,0,64.372,0,4,23.10860731437015,0.04326592598513308,0.0378353070202704,0.00018974580144658616,ITAIM BIBI
28623395,300063853,0,16.723,0,4,22.25230882896195,0.04493085645035443,0.08753563858920592,0.00017220578766228875,ITAIM BIBI
28636604,28638000,0,408.47999999999996,0,4,22.55873660879202,0.044320535809322624,0.03225893524950121,0.00018005746515996072,ITAIM BIBI
28637975,301599574,0,13.847,0,6,22.85962319911341,0.0437371729610058,0.010983098294778984,0.0002140025533663489,ITAIM BIBI
28991097,1107272652,0,454.534,1,5,24.188585149612116,0.04133417839443482,0.05976224145050121,0.00020163596355964017,ITAIM BIBI
28991286,5087326747,0,41.576,0,4,20.398411525674177,0.04901437018390575,0.029538558385121212,0.00017013380817887223,ITAIM BIBI
28991286,301666327,0,342.732,0,5,20.46545991872922,0.04885379061371841,0.006102157521091959,0.00019487767687761308,ITAIM BIBI
28991286,303891613,0,1139.1690000000003,0,5,20.09106021425933,0.0497641878039587,0.02454195783374962,0.00019357161933851422,ITAIM BIBI
29691530,5045471071,0,41.221999999999994,0,6,23.934613963797563,0.04177277708323687,0.010725603966525082,0.0002105718468173991,ITAIM BIBI
29691530,2050908619,0,61.25,0,6,24.247875877355007,0.041233108365453464,0.0035602598893199728,0.00021273540518036878,ITAIM BIBI
30196414,299610803,0,65.944,0,4,27.574806058367198,0.036258289235715724,0.019961045394254244,0.00016692012928915141,ITAIM BIBI
30196414,299610884,0,49.512,0,4,27.31196896933875,0.03660722135432517,0.01989348176174544,0.00016116508450767558,ITAIM BIBI
30196414,299774360,0,140.127,0,4,27.765053564831916,0.036009845662586484,0.0007873698868399131,0.00017064423285618728,ITAIM BIBI
30196416,299774279,0,57.498,0,4,27.967122275581826,0.03574966647734027,0.016484381185835,0.00017313000180745763,ITAIM BIBI
30196416,299610803,0,62.654,0,4,27.567417805688955,0.036268006700167506,0.01894284672903679,0.00017050001795581842,ITAIM BIBI
30196416,302270835,0,76.9,0,4,28.160325083117844,0.03550439459530368,0.005364846887394164,0.00017836486801001315,ITAIM BIBI
30196419,299774363,0,198.642,0,5,26.688400443295162,0.037462540919503635,0.018680608223197524,0.00019848669146607862,ITAIM BIBI
30196419,664063915,0,57.17099999999999,0,5,26.83690432212782,0.03725523934065178,0.018341972099000844,0.00019947312039673233,ITAIM BIBI
30196419,1733551507,0,101.01700000000001,0,5,26.335611377909125,0.03796438515650753,0.054944120131737634,0.00019695358029001836,ITAIM BIBI
34850270,2830306119,0,84.74000000000001,4,4,20.874769117103806,0.04789587315070432,0.004894682529451528,0.00017400052993492347,ITAIM BIBI
34850270,2584006428,0,117.926,0,4,20.69726634650905,0.04830663513453215,0.03456689584861559,0.00017272812864571908,ITAIM BIBI
40258180,1389167427,0,16.405,0,6,25.28407831547839,0.039543276255040616,0.04637564463557845,0.00022947014900136922,ITAIM BIBI
40258180,2554827901,0,35.037,0,5,25.074436645733282,0.0398738886065133,0.0028893677418172755,0.00019589543746776513,ITAIM BIBI
40258180,1389167417,0,19.603,0,5,25.476542297746583,0.039244544334082504,0.029038620223022154,0.00019808749661879825,ITAIM BIBI
40258180,2554827893,0,28.544,0,5,25.400258588843737,0.03936240610251823,0.01760466146530305,0.00019407028838577722,ITAIM BIBI
40258221,302806081,0,29.602,0,6,28.330439601034357,0.035291202952125754,0.008296585042818657,0.00022705447457371236,ITAIM BIBI
40258221,1389167366,0,41.927,0,5,28.587366087920206,0.034974026309668414,0.016535258400629766,0.0001973153691783382,ITAIM BIBI
40258221,301666031,0,76.994,0,5,28.877539711858144,0.03462259263286492,0.010706300071522568,0.00019668947689258074,ITAIM BIBI
40258221,1389167342,0,62.596000000000004,0,5,29.011267085334318,0.034462999866299096,0.013765967429421362,0.00019738838467931068,ITAIM BIBI
40258826,1389167323,0,155.997,0,5,30.7705947543406,0.03249255666538609,0.01154192969586877,0.00019608221285584895,ITAIM BIBI
40258826,1389167265,0,56.46,0,5,31.04248245289989,0.03220796839299315,0.006135039579528449,0.0001952593787875827,ITAIM BIBI
40258826,1389167279,0,18.296,0,5,31.045068341337274,0.0322052856411904,0.03376562061368064,0.00019401385612899491,ITAIM BIBI
40258826,1389167293,0,27.552,0,5,30.398411525674177,0.032890379579163555,0.025827629959383296,0.00019950631996240443,ITAIM BIBI
40278086,1389167441,0,103.985,0,5,22.95991872922054,0.04354611640722417,0.03312433867800384,0.000195667993092705,ITAIM BIBI
40278086,1389167454,0,55.269000000000005,0,5,23.01865533801256,0.043434999959879,0.00750463457072391,0.00019692079724673925,ITAIM BIBI
40278086,1550389895,0,89.569,0,6,22.357960842260805,0.04471853675462221,0.03259806215068948,0.00021785904263802984,ITAIM BIBI
40278183,40278327,0,212.85999999999999,0,6,22.289065386036203,0.04485676166168074,0.005991405513323287,0.0002048267805039626,ITAIM BIBI
