u,v,key,length,flood_count,Degree,Mean Shortest Path Length,Closeness,bet,Eigenvector,Pagerank,district
597417,4257981519,0,342.25000000000006,0,6,19.2286866359447,0.05199065336568707,0.010042252995977566,0.0005224989062810625,0.0003107206714619979,JARDIM PAULISTA
597417,28149732,0,119.29899999999999,0,6,18.950748847926267,0.052753165037919665,0.008066116577214653,0.0004451789304056042,0.0003185284327222324,JARDIM PAULISTA
597417,28149735,0,16.269,0,6,18.930299539170505,0.052810151233910474,0.010295233738570261,0.0005486344579982214,0.0003174181418195673,JARDIM PAULISTA
597417,1832159363,0,118.844,0,6,19.018145161290324,0.05256621889718466,0.008267378594301078,0.0006036300812061273,0.00031572083887465205,JARDIM PAULISTA
28143671,60624720,0,129.163,0,5,19.215725806451612,0.052025720580961374,0.03781601043355126,0.018064175528032293,0.0002924701470959923,JARDIM PAULISTA
28143671,1953778537,0,78.116,0,4,19.807315668202765,0.050471855869479866,0.05904554495299409,0.005485309463341692,0.00026415430869193346,JARDIM PAULISTA
28143671,4477205579,0,92.515,0,4,19.576324884792626,0.05106739837278759,0.022860879434830596,0.006510399874004482,0.0002595550846486194,JARDIM PAULISTA
28149732,4947728809,0,242.409,0,5,19.23819124423963,0.05196496743768246,0.014112396417215359,0.00024401205004858335,0.0002800756612315939,JARDIM PAULISTA
28149732,1832164434,0,118.25800000000001,0,5,19.255184331797235,0.05191910730846322,0.00740379615445216,0.00021826044638188102,0.0002858795148827155,JARDIM PAULISTA
28149732,28149733,0,15.654,0,6,18.809043778801843,0.05315060102595513,0.014171331709071344,0.00038796007694268597,0.00032429817018733275,JARDIM PAULISTA
28149733,28149735,0,118.944,0,6,18.847350230414747,0.05304257465081451,0.016317458357405258,0.0004914156045353062,0.0003231878792846676,JARDIM PAULISTA
28149733,303562455,0,91.007,0,6,18.661002304147466,0.05357225540584341,0.013799277621708394,0.0005113268282842748,0.00032308475655371503,JARDIM PAULISTA
28149733,303562456,0,175.976,0,5,19.150345622119815,0.05220333884794706,0.01586161191631509,0.0002902643894888802,0.0002850074675166187,JARDIM PAULISTA
28149735,2614771210,0,118.36999999999999,0,5,19.015264976958527,0.05257418094242741,0.03347163749102439,0.0004652242670912866,0.00028243154285576764,JARDIM PAULISTA
28149735,184041848,0,55.343,0,6,18.794930875576036,0.05319051121735932,0.032406793034089054,0.0005838342999699148,0.00033242556995474146,JARDIM PAULISTA
28149737,5054627418,0,14.965,0,6,18.05385944700461,0.0553738653223362,0.09419864240350147,0.004207569472740105,0.0003401647987293192,JARDIM PAULISTA
28149737,1844541375,0,136.40800000000002,0,5,18.480126728110598,0.05409659772766236,0.015203300697080216,0.0015664932213549589,0.00028309522512386223,JARDIM PAULISTA
28149737,172025739,0,339.417,0,6,18.384504608294932,0.05437796681863045,0.06811877345634638,0.001679679642146495,0.0003356079047066202,JARDIM PAULISTA
28149737,1492963067,0,532.926,0,5,18.37701612903226,0.05440012538202335,0.023602181167087163,0.0014458071273968135,0.00030272577721487807,JARDIM PAULISTA
28149740,60624741,0,55.523999999999994,0,5,18.6264400921659,0.05367166117734379,0.022714944426425302,0.01502180820011389,0.0002935545166834754,JARDIM PAULISTA
28149740,2685057627,0,121.817,0,4,18.965149769585253,0.052713107658663265,0.031572477779991746,0.00490533723071844,0.0002613427022943288,JARDIM PAULISTA
28149740,466174524,0,154.548,0,4,18.568836405529954,0.053838159792775044,0.031212451303211652,0.007117898088934939,0.00024887983858795003,JARDIM PAULISTA
28149747,1492963067,0,83.082,0,4,18.862903225806452,0.05299883955292249,0.019056546207473875,0.0003867803043694017,0.00027284782699596465,JARDIM PAULISTA
28149747,1492966026,0,103.87,0,4,19.57344470046083,0.05107491281507968,0.005793700017760771,0.00014145730828502495,0.00028229431208232037,JARDIM PAULISTA
28149747,7291583644,0,75.664,0,4,19.269297235023043,0.051881081565849065,0.024626131748040802,0.0002465981197976673,0.00028243087369231887,JARDIM PAULISTA
28149749,28149750,0,110.667,0,4,20.07229262672811,0.04980557030319553,0.01903449558807198,0.004116359437505685,0.0002684653121129092,JARDIM PAULISTA
28149749,60624717,0,94.467,0,5,19.68577188940092,0.05078347890971338,0.0031111419374315677,0.014153554703388494,0.00029991793943574374,JARDIM PAULISTA
28149749,1953778537,0,62.789,0,4,20.273617511520737,0.04931098167353317,0.02194156906594779,0.004540347498222334,0.0002667580702648413,JARDIM PAULISTA
28149750,142796703,0,34.64,0,4,20.049251152073733,0.04986280903880134,0.0647402176436227,0.003124242662543,0.0002721774057266293,JARDIM PAULISTA
28149750,7292638271,0,221.229,0,4,20.004608294930875,0.04997408431237042,0.045488824144706584,0.0015293014815742638,0.00027868195816522324,JARDIM PAULISTA
28149752,1421376041,0,62.488,0,4,21.106278801843317,0.04736562001064396,0.0022964717806195903,0.0018163947170986127,0.000266107842403772,JARDIM PAULISTA
28149752,1952545091,0,51.349,0,4,21.234735023041473,0.04707908907184614,0.04319235236408699,0.0017036089605339168,0.0002721489454803867,JARDIM PAULISTA
28149752,142796703,0,105.51100000000001,0,4,20.336405529953918,0.04915873555404487,0.046036882266931964,0.0028056426361738915,0.0002707059798082085,JARDIM PAULISTA
28149754,1953778527,0,53.092,0,4,20.169066820276498,0.04956659574164251,0.04043722769990791,0.0006229695059991891,0.0002844249113383794,JARDIM PAULISTA
28149754,1953778537,0,68.915,0,4,20.07171658986175,0.049806999669962264,0.041544168793883236,0.001997026949943335,0.00027742353759875203,JARDIM PAULISTA
28800598,267290136,0,118.308,0,6,17.63623271889401,0.05668512076821322,0.04629186761128847,0.0012497035941164839,0.000315129119637459,JARDIM PAULISTA
28800598,28800732,0,13.940999999999999,0,6,17.570564516129032,0.056896975657732975,0.04773397812017267,0.0012674720685250994,0.0003188171343989407,JARDIM PAULISTA
28800598,303562377,0,159.164,0,6,17.391705069124423,0.057482114467408585,0.006754706103330806,0.0016164199630862106,0.00031763819757088584,JARDIM PAULISTA
28800598,303562385,0,235.45299999999997,0,6,17.64717741935484,0.056649964909990046,0.008621391265789747,0.001946199960407487,0.00032906363820130614,JARDIM PAULISTA
28800599,2397373536,0,32.74,0,4,19.77188940092166,0.05056228877753176,0.000631449555599835,6.182391749315034e-05,0.00024727092636474106,JARDIM PAULISTA
28800599,28800658,0,23.756,0,5,19.865495391705068,0.05032403984167718,0.012203213697363668,6.81756040015833e-05,0.0002912527779405944,JARDIM PAULISTA
28800599,303562460,0,75.56400000000001,0,4,19.235311059907833,0.051972748371640336,0.012763700350524664,0.00011550240369266443,0.0002456779433259633,JARDIM PAULISTA
28800600,2520923671,0,91.89,0,5,21.328052995391705,0.04687310097095245,0.004912878002743096,3.710911406625736e-05,0.0002853300825879601,JARDIM PAULISTA
28800600,28800673,0,92.61000000000001,0,5,21.567108294930875,0.04635354762890453,0.00937512152898193,2.323224839537464e-05,0.00028721192004066187,JARDIM PAULISTA
28800600,1832057602,0,236.72100000000003,0,6,20.907834101382488,0.04781518624641834,0.009227582839165588,4.038224927777345e-05,0.00032717198173260945,JARDIM PAULISTA
28800609,28800741,0,13.943,0,6,17.71802995391705,0.05642342767040005,0.012725211996659531,0.0008447238551616271,0.0003121358990288924,JARDIM PAULISTA
28800609,151271481,0,145.027,0,6,17.622695852534562,0.05672866341973654,0.02875160217795972,0.0008129571817596085,0.00031377574533996875,JARDIM PAULISTA
28800609,142805147,0,268.688,0,6,17.429147465437786,0.0573586277555607,0.011368096602560837,0.0012369745861740811,0.00031047665856886374,JARDIM PAULISTA
28800609,1550389888,0,12.343,0,6,17.415034562211982,0.057405110394443064,0.027939337543264317,0.0011710673605013072,0.0003099479133449374,JARDIM PAULISTA
28800615,303562455,0,214.21300000000002,0,6,18.370679723502302,0.05441888904567048,0.024928024773670437,0.0005791730309534196,0.00032099255836116,JARDIM PAULISTA
28800615,303562460,0,71.681,0,5,18.65697004608295,0.05358383376815845,0.013363878118609078,0.00037045623394687047,0.0002826291352229227,JARDIM PAULISTA
28800615,28800728,0,20.824,0,6,18.35599078341014,0.05446243645264545,0.03190323707102023,0.0005076662189536785,0.00031750292156303183,JARDIM PAULISTA
28800615,267290136,0,117.208,0,6,18.04291474654378,0.05540745470508421,0.006535001750017339,0.0007441785096925515,0.00031691551312872584,JARDIM PAULISTA
28800658,1832057613,0,14.774,0,6,19.846774193548388,0.0503715098392059,0.01217955939655072,6.312291333984192e-05,0.0003333816158519427,JARDIM PAULISTA
28800658,2397373536,0,25.277,0,5,19.94614055299539,0.050120572393975715,0.015077812626665773,6.599895914128055e-05,0.0002913266841974205,JARDIM PAULISTA
28800673,5685289338,0,111.50999999999999,0,4,22.371543778801843,0.04468676777299997,0.0029599949644403692,9.223478721180084e-06,0.00025348659898116873,JARDIM PAULISTA
28800673,3956576359,0,134.87800000000001,0,5,21.92828341013825,0.04559007026991528,0.005891925504187412,1.0871224396394493e-05,0.00029562357895913656,JARDIM PAULISTA
28800728,466070875,0,117.035,0,6,18.384504608294932,0.05437796681863045,0.03243525837913514,0.0005647457207712614,0.0003153211095923474,JARDIM PAULISTA
28800732,4272403981,0,353.592,0,5,18.005184331797235,0.05552356272195028,0.04282110011742957,0.0005963174132715984,0.00028913245183329126,JARDIM PAULISTA
28800732,303561676,0,156.75799999999998,0,6,17.788018433179722,0.056201424870466324,0.03754619103614257,0.0009612665341491912,0.0003256216246965631,JARDIM PAULISTA
