gid,id,length,dir,municipio,distrito,bairro,nomesigla,tipo,nometit,nomeprep,name,start_left,end_left,start_righ,end_right,parity,left_zip,right_zip,cep_e,cep_d,extensao_m,nome_caps,onibus_msp,dist_cen_m,dist_cen_d,cdlog_cem,grau,grau_in,grau_out,coef_aglom
119,214397,64.1500000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,0,0,4302,4366,0,0,1025,,01025020,64,AV DO ESTADO,0,848.820000000,848.820000000,SEE00413,3,3,3,0.33
120,214398,134.650000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,134,AC SEM NOME,1,706.200000000,706.200000000,SEE00362,6,6,6,0.20
121,214399,458.780000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,458,AC SEM NOME,0,797.680000000,797.680000000,SEE00395,10,10,10,0.20
122,214400,310.460000000,0,SAO PAULO,SE,CENTRO,,VD,,,GOVERNADOR ROBERTO DE ABREU SODRE,0,0,0,0,0,0,0,,,310,VD GOVERNADOR ROBERTO DE ABREU SODRE,1,840.870000000,840.870000000,SEE00411,7,7,7,0.10
123,214401,79.3500000000,0,SAO PAULO,SE,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,79,R SEM NOME,1,1057.52000000,1057.52000000,SEE00468,4,4,4,0.33
124,214402,21.2000000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,231,245,0,0,0,3007,0,03007000,,21,AV MERCURIO,1,1072.36000000,1072.36000000,SEE00473,4,4,4,0.33
125,214403,103.130000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,247,347,0,0,0,3007,0,03007000,,103,AV MERCURIO,1,1087.67000000,1087.67000000,SEE00474,3,3,3,0.33
126,214404,65.2500000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,349,413,0,0,0,3007,0,03007000,,65,AV MERCURIO,1,1129.63000000,1129.63000000,SEE00480,2,2,2,0.00
127,214405,138.180000000,0,SAO PAULO,BRAS,CENTRO,,AV,,,MERCURIO,0,0,244,380,0,0,3007,,03007000,138,AV MERCURIO,1,1117.11000000,1066.98000000,BRS00399,2,2,2,1.00
128,214406,97.1400000000,0,SAO PAULO,BRAS,BRAS,,R,,,SANTA ROSA,1,87,2,86,0,3007,3007,03007040,03007040,97,R SANTA ROSA,0,1117.11000000,1066.98000000,BRS00400,2,2,2,1.00
129,214407,21.7700000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,451,473,0,0,0,1026,0,01026010,,21,AV MERCURIO,1,1145.29000000,1145.29000000,SEE00484,4,4,4,0.50
130,214408,19.8900000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,0,0,2930,2948,0,0,1025,,01025020,19,AV DO ESTADO,0,1150.79000000,1150.79000000,SEE00485,6,6,6,0.40
131,214409,24.8600000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,427,449,0,0,0,3007,0,03007000,,24,AV MERCURIO,1,1139.38000000,1139.38000000,SEE00482,4,4,4,0.50
132,214410,13.7400000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,415,425,0,0,0,3007,0,03007000,,13,AV MERCURIO,1,1136.96000000,1136.96000000,SEE00481,4,4,4,0.50
133,214411,20.4200000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,2913,2933,0,0,0,3007,0,03007010,,20,AV DO ESTADO,0,1139.38000000,1139.38000000,SEE00483,4,4,4,0.50
134,214412,23.5000000000,0,SAO PAULO,BRAS,CENTRO,,AV,,,MERCURIO,0,0,430,450,0,0,3007,,03007000,23,AV MERCURIO,1,1159.68000000,1197.19000000,BRS00484,2,2,2,0.00
135,214415,24.1700000000,0,SAO PAULO,BRAS,CENTRO,,AV,,,MERCURIO,0,0,452,468,0,0,1026,,01026010,24,AV MERCURIO,1,1164.80000000,1216.03000000,BRS00495,4,4,4,0.50
136,214417,153.940000000,0,SAO PAULO,SE,CENTRO,,R,,,CARLOS DE SOUSA NAZARE,527,661,526,660,0,1025,1025,01025001,01025000,153,R CARLOS DE SOUSA NAZARE,0,1240.51000000,1240.51000000,SEE00516,5,5,5,0.40
137,214418,152.920000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,0,0,2780,2928,0,0,1025,,01025020,152,AV DO ESTADO,0,1170.50000000,1170.50000000,SEE00489,5,5,5,0.40
138,214427,17.7100000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,0,0,124,140,0,0,3007,,03007000,17,AV MERCURIO,1,1048.04000000,1048.04000000,SEE00466,4,4,4,0.33
139,214428,60.7400000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,0,0,142,200,0,0,3007,,03007000,60,AV MERCURIO,1,1057.52000000,1057.52000000,SEE00469,4,4,4,0.33
140,214429,44.6900000000,0,SAO PAULO,SE,CENTRO,,AV,,,MERCURIO,0,0,202,242,0,0,3007,,03007000,44,AV MERCURIO,1,1091.58000000,1091.58000000,SEE00476,4,4,4,0.33
141,214430,109.170000000,0,SAO PAULO,BRAS,BRAS,,R,,,ASSUNCAO,1,91,2,90,0,3005,3005,03005020,03005020,109,R ASSUNCAO,0,1048.04000000,939.100000000,BRS00362,2,2,2,1.00
142,214431,176.150000000,0,SAO PAULO,BRAS,BRAS,,R,,,POLIGNANO A. MARE,1,143,2,144,0,3005,3005,03005040,03005040,176,R POLIGNANO A. MARE,0,1091.58000000,883.860000000,BRS00341,2,2,2,1.00
143,214433,124.280000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,0,0,4372,4488,0,0,1107,,01107000,124,AV DO ESTADO,1,892.560000000,892.560000000,SEE00429,4,4,4,0.33
144,214436,147.620000000,0,SAO PAULO,SE,CENTRO,,VD,,,TRINTA E UM DE MARCO,1,161,2,160,0,1517,1517,01517100,01517100,147,VD TRINTA E UM DE MARCO,1,899.870000000,899.870000000,SEE00431,8,8,8,0.07
145,214437,257.250000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,4065,4313,0,0,0,3007,0,03007010,,257,AV DO ESTADO,0,830.810000000,830.810000000,SEE00408,7,7,7,0.10
146,214438,125.320000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,125,AC SEM NOME,1,877.080000000,877.080000000,SEE00426,3,3,3,0.33
147,214439,54.9400000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,54,AC SEM NOME,1,899.870000000,899.870000000,SEE00432,2,2,2,1.00
148,214481,464.940000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,464,AC SEM NOME,0,669.950000000,669.950000000,SEE00332,6,6,6,0.40
149,214495,36.0500000000,0,SAO PAULO,SE,CENTRO,,R,,,GLICERIO,423,451,424,452,0,1514,1514,01514001,01514001,36,R GLICERIO,0,785.810000000,785.810000000,SEE00391,6,6,6,0.47
150,214496,114.100000000,0,SAO PAULO,SE,CENTRO,,R,DR,,LUND,1,109,2,110,0,1513,1513,01513020,01513020,114,R DR LUND,0,616.450000000,616.450000000,SEE00292,4,4,4,0.33
151,214497,117.210000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,219,331,218,330,0,1505,1505,01505001,01505000,117,R DOS ESTUDANTES,0,563.430000000,563.430000000,SEE00247,6,6,6,0.40
152,214498,78.2000000000,0,SAO PAULO,SE,CENTRO,,R,DR,,TOMAZ DE LIMA,181,261,180,262,0,1513,1513,01513010,01513010,78,R DR TOMAZ DE LIMA,0,585.100000000,585.100000000,SEE00268,5,5,5,0.40
153,214499,119.410000000,0,SAO PAULO,SE,CENTRO,,R,,,SANTA LUZIA,1,123,2,124,0,1513,1513,01513030,01513030,119,R SANTA LUZIA,0,481.410000000,481.410000000,SEE00197,4,4,4,0.33
154,214500,81.3000000000,0,SAO PAULO,SE,CENTRO,,R,DR,,TOMAZ DE LIMA,101,179,102,178,0,1513,1513,01513010,01513010,81,R DR TOMAZ DE LIMA,0,508.700000000,508.700000000,SEE00222,5,5,5,0.40
155,214501,97.3700000000,0,SAO PAULO,SE,CENTRO,,R,DR,,TOMAZ DE LIMA,1,99,2,100,0,1513,1513,01513010,01513010,97,R DR TOMAZ DE LIMA,0,421.330000000,421.330000000,SEE00159,4,4,4,0.33
156,214502,40.7100000000,0,SAO PAULO,SE,CENTRO,,R,DR,,LUND,111,155,112,154,0,1513,1513,01513020,01513020,40,R DR LUND,0,659.260000000,659.260000000,SEE00321,3,3,3,0.33
157,214503,72.3300000000,0,SAO PAULO,SE,CENTRO,,TV,,DOS,ESTUDANTES,1,79,2,78,0,1505,1505,01505060,01505060,72,TV DOS ESTUDANTES,0,598.650000000,598.650000000,SEE00277,3,3,3,0.33
158,214504,44.1100000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,333,373,332,372,0,1505,1505,01505001,01505000,44,R DOS ESTUDANTES,0,585.100000000,585.100000000,SEE00269,5,5,5,0.40
159,214505,50.1200000000,0,SAO PAULO,SE,CENTRO,,,,,SEM NOME,0,0,0,0,0,0,0,,,50,SEM NOME,0,666.160000000,666.160000000,SEE00330,3,3,3,0.33
160,214506,82.3600000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,82,AC SEM NOME,0,679.760000000,679.760000000,SEE00343,3,3,3,0.33
161,214507,25.0800000000,0,SAO PAULO,SE,CENTRO,,,,,SEM NOME,0,0,0,0,0,0,0,,,25,SEM NOME,0,683.260000000,683.260000000,SEE00344,4,4,4,0.33
162,214508,72.9500000000,0,SAO PAULO,SE,CENTRO,,R,,,EGAS MONIZ DE ARAGAO,1,79,2,80,0,1505,1505,01505040,01505040,72,R EGAS MONIZ DE ARAGAO,0,616.440000000,616.440000000,SEE00290,5,5,5,0.40
163,214509,48.1200000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,375,425,374,426,0,1505,1505,01505001,01505000,48,R DOS ESTUDANTES,0,598.650000000,598.650000000,SEE00278,5,5,5,0.40
164,214510,26.7100000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,427,453,428,452,0,1505,1505,01505001,01505000,26,R DOS ESTUDANTES,0,616.440000000,616.440000000,SEE00291,5,5,5,0.40
165,214511,148.870000000,0,SAO PAULO,SE,CENTRO,,R,,,ANITA FERRAZ,1,87,2,86,0,1505,1505,01505010,01505010,148,R ANITA FERRAZ,0,488.370000000,488.370000000,SEE00204,6,6,6,0.40
166,214512,38.3700000000,0,SAO PAULO,SE,CENTRO,,VE,CD,DE,SARZEDAS,221,263,220,262,0,1512,1512,01512070,01512070,38,VE CD DE SARZEDAS,0,335.700000000,335.700000000,SEE00121,2,2,2,1.00
167,214513,84.5900000000,0,SAO PAULO,SE,CENTRO,,R,CD,DE,SARZEDAS,29,137,28,136,0,1512,1512,01512000,01512000,84,R CD DE SARZEDAS,0,366.870000000,366.870000000,SEE00138,4,4,4,0.33
168,214514,99.4800000000,0,SAO PAULO,SE,CENTRO,,R,,,ANITA GARIBALDI,119,207,118,208,0,1018,1018,01018020,01018020,99,R ANITA GARIBALDI,1,199.980000000,199.980000000,SEE00051,7,7,7,0.43
169,214515,91.6200000000,0,SAO PAULO,SE,CENTRO,,R,CD,DE,SARZEDAS,139,223,138,224,0,1512,1512,01512000,01512000,91,R CD DE SARZEDAS,0,421.330000000,421.330000000,SEE00160,5,5,5,0.40
170,214516,60.1000000000,0,SAO PAULO,SE,CENTRO,,R,,,OLIVEIRA MONTEIRO,1,55,2,54,0,1512,1512,01512050,01512050,60,R OLIVEIRA MONTEIRO,0,452.580000000,452.580000000,SEE00182,5,5,5,0.40
171,214517,44.2600000000,0,SAO PAULO,SE,CENTRO,,R,,,CAROLINA AUGUSTA,1,27,2,28,0,1512,1512,01512060,01512060,44,R CAROLINA AUGUSTA,0,416.450000000,416.450000000,SEE00158,2,2,2,1.00
172,214518,260.730000000,0,SAO PAULO,SE,CENTRO,,R,,,TABATINGUERA,1,253,2,254,0,1020,1020,01020001,01020000,260,R TABATINGUERA,1,251.800000000,251.800000000,SEE00082,6,6,6,0.47
173,214519,14.8700000000,0,SAO PAULO,SE,CENTRO,,TV,,,RUGERO,81,91,80,90,0,1505,1505,01505070,01505070,14,TV RUGERO,0,692.770000000,692.770000000,SEE00347,4,4,4,0.33
174,214520,72.8900000000,0,SAO PAULO,SE,CENTRO,,TV,,,RUGERO,1,79,2,78,0,1505,1505,01505070,01505070,72,TV RUGERO,0,627.850000000,627.850000000,SEE00298,4,4,4,0.33
175,214521,769.070000000,0,SAO PAULO,SE,CENTRO,,EX,,,LESTE OESTE,0,0,0,0,0,0,0,,,769,EX LESTE OESTE,0,677.540000000,677.540000000,SEE00339,9,9,9,0.28
176,214522,57.5400000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,455,509,454,510,0,1505,1505,01505001,01505000,57,R DOS ESTUDANTES,0,627.850000000,627.850000000,SEE00299,4,4,4,0.33
177,214523,116.970000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,116,AC SEM NOME,0,706.450000000,706.450000000,SEE00363,4,4,4,0.33
178,214524,37.4600000000,0,SAO PAULO,SE,CENTRO,,VE,,,ESTUDANTES,43,81,44,80,0,1505,1505,01505050,01505050,37,VE ESTUDANTES,0,704.120000000,704.120000000,SEE00359,3,3,3,0.33
179,214525,104.690000000,0,SAO PAULO,SE,CENTRO,,R,,,LIVREIRO ALVES,1,111,2,110,0,1505,1505,01505020,01505020,104,R LIVREIRO ALVES,0,655.030000000,655.030000000,SEE00314,3,3,3,0.33
180,214526,39.3300000000,0,SAO PAULO,SE,CENTRO,,VE,,,ESTUDANTES,1,41,2,42,0,1505,1505,01505050,01505050,39,VE ESTUDANTES,0,670.440000000,670.440000000,SEE00333,4,4,4,0.33
181,214527,29.1700000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,511,539,512,540,0,1505,1505,01505001,01505000,29,R DOS ESTUDANTES,0,655.030000000,655.030000000,SEE00315,4,4,4,0.33
182,214528,59.1800000000,0,SAO PAULO,SE,CENTRO,,R,CD,DE,SARZEDAS,305,363,304,362,0,1512,1512,01512000,01512000,59,R CD DE SARZEDAS,0,549.820000000,549.820000000,SEE00243,4,4,4,0.33
183,214529,46.0700000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,46,AC SEM NOME,0,759.590000000,759.590000000,SEE00383,5,5,5,0.40
184,214530,48.6500000000,0,SAO PAULO,SE,CENTRO,,VE,,,ESTUDANTES,149,191,150,190,0,1505,1505,01505050,01505050,48,VE ESTUDANTES,0,734.400000000,734.400000000,SEE00370,4,4,4,0.33
185,214531,48.8100000000,0,SAO PAULO,SE,CENTRO,,,,,SEM NOME,0,0,0,0,0,0,0,,,48,SEM NOME,0,704.120000000,704.120000000,SEE00360,4,4,4,0.33
186,214532,41.2900000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,541,579,542,578,0,1505,1505,01505001,01505000,41,R DOS ESTUDANTES,0,670.440000000,670.440000000,SEE00334,4,4,4,0.33
187,214533,56.8300000000,0,SAO PAULO,SE,CENTRO,,VE,,,ESTUDANTES,83,147,82,148,0,1505,1505,01505050,01505050,56,VE ESTUDANTES,0,693.250000000,693.250000000,SEE00348,4,4,4,0.33
188,214534,113.080000000,0,SAO PAULO,SE,CENTRO,,R,,,GLICERIO,301,421,302,422,0,1514,1514,01514000,01514000,113,R GLICERIO,0,740.730000000,740.730000000,SEE00377,5,5,5,0.40
189,214535,44.8100000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,581,633,580,634,0,1505,1505,01505001,01505000,44,R DOS ESTUDANTES,0,679.260000000,679.260000000,SEE00341,5,5,5,0.40
190,214536,56.4500000000,0,SAO PAULO,SE,CENTRO,,VE,,,SUICA,1,63,2,64,0,1514,1514,01514050,01514050,56,VE SUICA,0,635.640000000,635.640000000,SEE00302,3,3,3,1.00
191,214537,69.5200000000,0,SAO PAULO,SE,CENTRO,,R,CD,DE,SARZEDAS,365,439,364,438,0,1512,1512,01512000,01512000,69,R CD DE SARZEDAS,0,600.640000000,600.640000000,SEE00283,5,5,5,0.40
192,214538,46.7400000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,MARIO MARGARIDO,73,111,74,112,0,1514,1514,01514020,01514020,46,PC DR MARIO MARGARIDO,0,662.430000000,662.430000000,SEE00328,6,6,6,0.40
193,214539,67.4500000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,MARIO MARGARIDO,113,185,114,184,0,1514,1514,01514020,01514020,67,PC DR MARIO MARGARIDO,0,679.260000000,679.260000000,SEE00342,5,5,5,0.40
194,214540,77.0700000000,0,SAO PAULO,SE,CENTRO,,R,CD,DE,SARZEDAS,225,303,226,302,0,1512,1512,01512000,01512000,77,R CD DE SARZEDAS,0,488.370000000,488.370000000,SEE00205,5,5,5,0.40
195,214541,80.9600000000,0,SAO PAULO,SE,CENTRO,,R,,,CAROLINA AUGUSTA,29,111,30,112,0,1512,1512,01512060,01512060,80,R CAROLINA AUGUSTA,0,452.580000000,452.580000000,SEE00183,4,4,4,0.33
196,214542,59.0700000000,0,SAO PAULO,SE,CENTRO,,R,,,JOAO DE CARVALHO,35,89,34,88,0,1512,1512,01512030,01512030,59,R JOAO DE CARVALHO,0,522.320000000,522.320000000,SEE00231,4,4,4,0.33
197,214543,37.0500000000,0,SAO PAULO,SE,CENTRO,,R,,,JOAO DE CARVALHO,1,33,2,32,0,1512,1512,01512030,01512030,37,R JOAO DE CARVALHO,0,505.040000000,505.040000000,SEE00215,2,2,2,1.00
198,214544,127.910000000,0,SAO PAULO,SE,CENTRO,,R,,,SILVEIRA MARTINS,81,203,82,204,0,1019,1019,01019000,01019000,127,R SILVEIRA MARTINS,0,304.380000000,304.380000000,SEE00103,4,4,4,0.33
199,214545,82.3800000000,0,SAO PAULO,SE,CENTRO,,R,,,TABATINGUERA,255,337,256,336,0,1020,1020,01020001,01020000,82,R TABATINGUERA,1,425.410000000,425.410000000,SEE00161,4,4,4,0.33
200,214546,130.290000000,0,SAO PAULO,SE,CENTRO,,R,,,OSCAR CINTRA GORDINHO,1,127,2,128,0,1512,1512,01512010,01512010,130,R OSCAR CINTRA GORDINHO,0,565.340000000,565.340000000,SEE00249,4,4,4,0.33
201,214547,113.340000000,0,SAO PAULO,SE,CENTRO,,R,,,HELENA ZERRENER,63,171,62,170,0,1512,1512,01512020,01512020,113,R HELENA ZERRENER,0,631.820000000,631.820000000,SEE00301,5,5,5,0.40
202,214548,49.4500000000,0,SAO PAULO,SE,CENTRO,,PC,MIN,,COSTA MANSO,1,59,2,60,0,1512,1512,01512040,01512040,49,PC MIN COSTA MANSO,0,583.240000000,583.240000000,SEE00267,4,4,4,0.50
203,214549,76.2500000000,0,SAO PAULO,SE,CENTRO,,R,,DO,CARMO,195,261,194,262,0,1019,1019,01019020,01019020,76,R DO CARMO,0,426.010000000,426.010000000,SEE00162,4,4,4,0.33
204,214550,47.7900000000,0,SAO PAULO,SE,CENTRO,,R,,,TABATINGUERA,339,385,338,384,0,1020,1020,01020001,01020000,47,R TABATINGUERA,1,494.560000000,494.560000000,SEE00208,4,4,4,0.33
205,214551,47.8500000000,0,SAO PAULO,SE,CENTRO,,R,,DAS,CARMELITAS,169,213,168,212,0,1020,1020,01020010,01020010,47,R DAS CARMELITAS,0,505.630000000,505.630000000,SEE00218,4,4,4,0.33
206,214552,65.3300000000,0,SAO PAULO,SE,CENTRO,,R,,,CRISTOVAO COLOMBO,21,77,22,76,0,1006,1006,01006020,01006020,65,R CRISTOVAO COLOMBO,1,265.040000000,265.040000000,SEE00093,5,5,5,0.40
207,214553,155.090000000,0,SAO PAULO,SE,CENTRO,,R,,,RIACHUELO,1,151,2,150,0,1007,1007,01007000,01007000,155,R RIACHUELO,1,175.370000000,175.370000000,SEE00036,5,5,5,0.40
208,214554,12.1600000000,0,SAO PAULO,SE,CENTRO,,R,,,CRISTOVAO COLOMBO,1,19,2,20,0,1006,1006,01006020,01006020,12,R CRISTOVAO COLOMBO,1,262.470000000,262.470000000,SEE00091,4,4,4,0.33
209,214555,46.9200000000,0,SAO PAULO,SE,CENTRO,,VD,DNA,,PAULINA,269,329,268,328,0,1501,1501,01501020,01501020,46,VD DNA PAULINA,1,228.460000000,228.460000000,SEE00069,7,7,7,0.52
210,214556,8.77000000000,0,SAO PAULO,SE,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,8,R SEM NOME,1,221.150000000,221.150000000,SEE00065,8,8,8,0.50
211,214557,39.4100000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,1,0,0,0,0,0,0,,,39,AC SEM NOME,1,192.660000000,192.660000000,SEE00047,7,7,7,0.57
212,214558,35.2200000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,35,AC SEM NOME,1,192.660000000,192.660000000,SEE00048,5,5,5,0.50
213,214559,36.6100000000,0,SAO PAULO,SE,CENTRO,,VD,DNA,,PAULINA,1,37,2,38,0,1501,1501,01501020,01501020,36,VD DNA PAULINA,1,188.930000000,188.930000000,SEE00045,5,5,5,0.40
214,214560,47.9100000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,215,265,0,0,0,1501,1501,01501001,01501001,47,PC DR JOAO MENDES,1,215.280000000,215.280000000,SEE00064,7,7,7,0.57
215,214618,137.700000000,0,SAO PAULO,SE,CENTRO,,R,,,NIOAC,1,147,2,148,0,1020,1020,01020020,01020020,137,R NIOAC,0,505.630000000,505.630000000,SEE00219,4,4,4,0.33
216,214619,125.670000000,0,SAO PAULO,SE,CENTRO,,R,,,FREDERICO ALVARENGA,189,307,188,308,0,1020,1020,01020030,01020030,125,R FREDERICO ALVARENGA,1,536.830000000,536.830000000,SEE00237,4,4,4,0.33
217,214620,50.9200000000,0,SAO PAULO,SE,CENTRO,,PQ,DM,,PEDRO II,251,299,250,298,0,1022,1022,01022050,01022050,50,PQ DM PEDRO II,1,610.340000000,610.340000000,SEE00287,4,4,4,0.33
218,214621,40.5200000000,0,SAO PAULO,SE,CENTRO,,R,,,LOUSADA,1,41,2,40,0,1020,1020,01020040,01020040,40,R LOUSADA,0,536.830000000,536.830000000,SEE00238,4,4,4,0.33
219,214622,97.0200000000,0,SAO PAULO,SE,CENTRO,,PQ,DM,,PEDRO II,371,453,370,454,0,1022,1022,01022050,01022050,97,PQ DM PEDRO II,1,522.930000000,522.930000000,SEE00232,4,4,4,0.33
220,214623,58.7100000000,0,SAO PAULO,SE,CENTRO,,PQ,DM,,PEDRO II,301,369,300,368,0,1022,1022,01022050,01022050,58,PQ DM PEDRO II,1,570.290000000,570.290000000,SEE00255,4,4,4,0.33
221,214624,147.730000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,147,AC SEM NOME,1,572.850000000,572.850000000,SEE00256,4,4,4,0.33
222,214625,43.0900000000,0,SAO PAULO,SE,CENTRO,,PQ,DM,,PEDRO II,1,39,2,38,0,1022,1022,01022050,01022050,43,PQ DM PEDRO II,1,631.680000000,631.680000000,SEE00300,4,4,4,0.33
223,214626,62.1200000000,0,SAO PAULO,SE,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,62,R SEM NOME,1,640.710000000,640.710000000,SEE00308,4,4,4,0.33
224,214627,87.0900000000,0,SAO PAULO,SE,CENTRO,,PQ,DM,,PEDRO II,161,249,160,248,0,1022,1022,01022050,01022050,87,PQ DM PEDRO II,1,640.710000000,640.710000000,SEE00309,4,4,4,0.33
225,214628,430.400000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,0,0,3914,4300,0,0,1025,,01025020,430,AV DO ESTADO,0,638.340000000,638.340000000,SEE00306,5,5,5,0.10
226,214629,486.830000000,0,SAO PAULO,SE,,,EL,,,SEM NOME,0,0,0,0,0,0,0,,,486,EL SEM NOME,1,636.960000000,636.960000000,SEE00303,8,8,8,0.11
227,214630,70.2200000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,70,AC SEM NOME,1,522.930000000,522.930000000,SEE00233,4,4,4,0.33
228,214631,151.680000000,0,SAO PAULO,SE,CENTRO,,VD,,,VINTE E CINCO DE MARCO,1,121,2,122,0,1017,1017,01017040,01017040,151,VD VINTE E CINCO DE MARCO,1,495.430000000,495.430000000,SEE00209,7,7,7,0.24
229,214632,155.000000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,154,AC SEM NOME,1,576.740000000,576.740000000,SEE00259,5,5,5,0.30
230,214633,88.6500000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,0,0,3690,3756,0,0,1025,,01025020,88,AV DO ESTADO,1,578.600000000,578.600000000,SEE00263,5,5,5,0.20
231,214634,157.610000000,0,SAO PAULO,SE,,,AC,,,TERMINAL MERCADO,0,0,0,0,0,0,0,,,157,,1,600.200000000,600.200000000,SEE00282,4,4,4,0.50
232,214635,129.310000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,0,0,3758,3874,0,0,1025,,01025020,129,AV DO ESTADO,0,599.530000000,599.530000000,SEE00279,4,4,4,0.33
233,214636,513.030000000,0,SAO PAULO,SE,CENTRO,,VD,,,ANTONIO NAKASHIMA,0,0,0,0,0,0,0,,,513,VD ANTONIO NAKASHIMA,1,485.230000000,485.230000000,SEE00200,11,11,11,0.15
234,214637,44.0100000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,44,AC SEM NOME,0,821.050000000,821.050000000,SEE00404,4,4,4,0.33
235,214638,27.5600000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,27,AC SEM NOME,0,805.260000000,805.260000000,SEE00397,4,4,4,0.50
236,214639,211.450000000,0,SAO PAULO,SE,CENTRO,,AV,,DO,ESTADO,3917,4063,0,0,0,3007,0,03007010,,211,AV DO ESTADO,0,737.730000000,737.730000000,SEE00375,4,4,4,0.33
237,214640,143.140000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,143,AC SEM NOME,0,737.730000000,737.730000000,SEE00376,4,4,4,0.33
238,214641,100.690000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,100,AC SEM NOME,0,821.050000000,821.050000000,SEE00405,7,7,7,0.29
239,214642,166.290000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,166,AC SEM NOME,1,864.600000000,864.600000000,SEE00421,6,6,6,0.27
240,214643,162.560000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,162,AC SEM NOME,1,894.050000000,894.050000000,SEE00430,7,7,7,0.10
241,214644,27.7800000000,0,SAO PAULO,BRAS,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,27,AC SEM NOME,1,925.870000000,1302.77000000,BRS00526,3,3,3,0.33
242,214645,85.6600000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,85,AC SEM NOME,0,890.910000000,890.910000000,SEE00428,4,4,4,0.17
243,214646,49.6600000000,0,SAO PAULO,SE,BRAS,,R,,DA,FIGUEIRA,699,727,698,728,0,3003,3003,03003000,03003000,49,R DA FIGUEIRA,1,909.450000000,909.450000000,SEE00434,4,4,4,0.33
