SEQ;LONG;LAT;LOCAL_ED;LOCALIZACA;REFERENCIA;DATA;MES;H_INICIO;H_FIM;DURACAO;DUR_H
289.000000;-46.638910;-23.549810;PC DA BANDEIRA;PC DA BANDEIRA REPUBLICA;PQ ANHANGABAU-BAIRROCENTRO - LOCAL-SE;15/02/2019;2.000000;21:36:00;22:04:00;00:28:00;0.47
290.000000;-46.674654;-23.519358;PC PASCOAL MARTINS;PC PASCOAL MARTINS;AV MARQ DE SAO VICENTE-AMBOS-LA;15/02/2019;2.000000;21:37:00;22:13:00;00:36:00;0.60
291.000000;-46.706150;-23.662130;AV VITOR MANZINI;AV VITOR MANZINI SANTO AMARO;PC DOM FRANCISCO DE SOUSA-AMBOS - UNICA-SA;15/02/2019;2.000000;21:38:00;22:22:00;00:44:00;0.73
292.000000;-46.627390;-23.616030;AV PROF ABRAAO DE MORAIS;AV PROF ABRAAO DE MORAIS CURSINO;R GAL CHAGAS SANTOS-AMBOS - UNICA-IP;15/02/2019;2.000000;21:42:00;21:59:00;00:17:00;0.28
293.000000;-46.640456;-23.549091;PC DA BANDEIRA;PC DA BANDEIRA;AV NOVE DE JULHO-CENTROBAIRRO-SE;15/02/2019;2.000000;21:43:00;22:02:00;00:19:00;0.32
294.000000;-46.691460;-23.625860;AV ROQUE PETRONI JUNIOR;AV ROQUE PETRONI JUNIOR ITAIM BIBI;R CANCIONEIRO POPULAR-MARGINALDIADEMA - UNICA-SA;15/02/2019;2.000000;21:44:00;23:06:00;01:22:00;1.37
295.000000;-46.699660;-23.675410;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS ALTO DE PINHEIROS;AV OCTALLES MARCONDES FERREIRA-AMBOS - UNICA-SA;15/02/2019;2.000000;21:45:00;22:27:00;00:42:00;0.70
296.000000;-46.687360;-23.626520;AV SANTO AMARO;AV STO AMARO CAMPO BELO;AV PROF VICENTE RAO-NAO INFORMADO - NAO INFORMADA-SA;15/02/2019;2.000000;21:51:00;22:05:00;00:14:00;0.23
297.000000;-46.735590;-23.654700;AV MARIA COELHO AGUIAR;AV MARIA COELHO AGUIAR;ALTURA DO NUMERO 12-CENTROBAIRRO-MB;15/02/2019;2.000000;21:53:00;20:58:00;23:05:00;23.08
298.000000;-46.615470;-23.521170;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO BARRA FUNDA;R NEVES DE CARVALHO-CASTELO BA SENNA - TRANSPOSICAO EXPRESSA PARA LOCAL-SE;16/02/2019;2.000000;08:39:00;09:52:00;01:13:00;1.22
299.000000;-46.690269;-23.587799;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS;R OLIVIA FEDER-INTERLAGOSCASTELO - LOCAL-PI;16/02/2019;2.000000;08:50:00;09:27:00;00:37:00;0.62
300.000000;-46.651626;-23.517930;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO;R ANGELO DI SARNO-CASTELO BA SENNA - CENTRAL-SE;16/02/2019;2.000000;09:07:00;09:10:00;00:03:00;0.05
301.000000;-46.624797;-23.504145;R DARZAN;R DARZAN;AV CRUZEIRO DO SUL-CENTROBAIRRO-ST;16/02/2019;2.000000;14:49:00;22:23:00;07:34:00;7.57
302.000000;-46.678043;-23.564395;AV BRASIL;AV BRASIL;AV REBOUCAS-IBIRAPUERAPINHEIROS-PI;16/02/2019;2.000000;17:11:00;17:26:00;00:15:00;0.25
303.000000;-46.682273;-23.526397;AV POMPEIA;AV POMPEIA;R PALESTRA ITALIA-AMBOS-LA;16/02/2019;2.000000;17:19:00;17:50:00;00:31:00;0.52
304.000000;-46.572179;-23.582701;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV SALIM FARAH MALUF-AMBOS - UNICA-VP;16/02/2019;2.000000;17:35:00;20:26:00;02:51:00;2.85
305.000000;-46.589140;-23.585890;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV PROF LUIZ IGNACIO ANHAIA MELLO;VD GRANDE SAO PAULO VER M O SALA-AMBOS-VP;16/02/2019;2.000000;17:35:00;20:27:00;02:52:00;2.87
306.000000;-46.593349;-23.544436;AV ALCANTARA MACHADO;AV ALCANTARA MACHADO;VD GUADALAJARA-CENTROBAIRRO-MO;16/02/2019;2.000000;17:44:00;18:15:00;00:31:00;0.52
307.000000;-46.607900;-23.568520;AV DO ESTADO;AV DO ESTADO;R PRES BATISTA PEREIRA-SANTANAIPIRANGA-IP;16/02/2019;2.000000;17:47:00;02:35:00;08:48:00;8.80
308.000000;-46.674654;-23.519358;PC PASCOAL MARTINS;PC PASCOAL MARTINS;AV MARQ DE SAO VICENTE-UNICO-LA;16/02/2019;2.000000;18:04:00;18:31:00;00:27:00;0.45
309.000000;-46.556499;-23.525579;AV AIRTON PRETINI;AV AIRTON PRETINI;VD ENG ALBERTO BADRA-CENTROBAIRRO-PE;16/02/2019;2.000000;18:18:00;22:55:00;04:37:00;4.62
310.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO BARRA FUNDA;PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B/A SENNA - LOCAL;16/02/2019;2.000000;18:20:00;00:42:00;23/01/1900 06:22:00;6.37
311.000000;-46.674654;-23.519358;PC PASCOAL MARTINS;PC PASCOAL MARTINS;AV MARQ DE SAO VICENTE-BAIRROCENTRO - AMBAS-LA;16/02/2019;2.000000;18:20:00;18:31:00;00:11:00;0.18
312.000000;-46.682273;-23.526397;AV POMPEIA;AV POMPEIA;R PALESTRA ITALIA-AMBOS - NAO INFORMADA-LA;16/02/2019;2.000000;18:24:00;18:34:00;00:10:00;0.17
313.000000;-46.676820;-23.518980;AV MARQ DE SAO VICENTE;AV MARQ DE SAO VICENTE;ALTURA DO NUMERO 1697-AMBOS-LA;16/02/2019;2.000000;18:34:00;19:16:00;00:42:00;0.70
314.000000;-46.517183;-23.555116;AV ARICANDUVA;AV ARICANDUVA;AV ITAQUERA-AMBOS-AF;16/02/2019;2.000000;18:47:00;23:42:00;04:55:00;4.92
315.000000;-46.653024;-23.586792;AV VINTE E TRES DE MAIO;AV VINTE E TRES DE MAIO;VD GAL EUCLIDES DE FIGUEIREDO-AMBOS - EXPRESSA-MG;16/02/2019;2.000000;18:49:00;20:17:00;01:28:00;1.47
316.000000;-46.575880;-23.584170;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV PROF LUIZ IGNACIO ANHAIA MELLO;PC RUY ROXO-AMBOS-VP;16/02/2019;2.000000;18:55:00;20:25:00;01:30:00;1.50
317.000000;-46.552580;-23.535930;AV CD DE FRONTIN;AV CD DE FRONTIN;R PINHALZINHO-CENTROBAIRRO-MO;16/02/2019;2.000000;19:02:00;20:32:00;01:30:00;1.50
318.000000;-46.628561;-23.557195;R TEIXEIRA LEITE;R TEIXEIRA LEITE;R S PAULO-UNICO-SE;16/02/2019;2.000000;19:08:00;21:33:00;02:25:00;2.42
319.000000;-46.593349;-23.544436;AV ALCANTARA MACHADO;AV ALCANTARA MACHADO;VD GUADALAJARA-AMBOS-MO;16/02/2019;2.000000;19:10:00;19:42:00;00:32:00;0.53
320.000000;-46.653024;-23.586792;AV VINTE E TRES DE MAIO;AV VINTE E TRES DE MAIO;VD GAL EUCLIDES DE FIGUEIREDO-AMBOS-MG;16/02/2019;2.000000;19:13:00;20:03:00;00:50:00;0.83
321.000000;-46.526176;-23.548047;AV ARICANDUVA;AV ARICANDUVA;R MANILHA-AMBOS-AF;16/02/2019;2.000000;19:15:00;23:43:00;04:28:00;4.47
322.000000;-46.457019;-23.537310;R PDE VIEGAS DE MENEZES;R PDE VIEGAS DE MENEZES;R ITAGIMIRIM-AMBOS-IQ;16/02/2019;2.000000;19:27:00;20:05:00;00:38:00;0.63
323.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - A SENNA/CASTELO B - EXPRESSA;16/02/2019;2.000000;19:32:00;00:42:00;23/01/1900 05:10:00;5.17
324.000000;-46.629470;-23.540356;AV MERCURIO;AV MERCURIO;R DA CANTAREIRA-UNICO-SE;16/02/2019;2.000000;19:37:00;00:00:00;04:23:00;4.38
325.000000;-46.625074;-23.517093;AV CRUZEIRO DO SUL;AV CRUZEIRO DO SUL;R EUDORO LEMOS-IPIRANGASANTANA-ST;16/02/2019;2.000000;19:47:00;20:25:00;00:38:00;0.63
326.000000;-46.456066;-23.535930;R PDE VIEGAS DE MENEZES;R PDE VIEGAS DE MENEZES;AV CAMPANELLA-AMBOS-IQ;16/02/2019;2.000000;19:48:00;20:08:00;00:20:00;0.33
327.000000;-46.456140;-23.538370;AV ITAQUERA;AV ITAQUERA CARRAO;R TOMAZZO FERRARA-AMBOS - UNICA-IQ;16/02/2019;2.000000;19:52:00;19:53:00;00:01:00;0.02
328.000000;-46.746080;-23.520300;AV EMB MACEDO SOARES;AV EMB MACEDO SOARES;PTE DOS REMEDIOS-CARMEN F NEVES-C BRANCOA SENNA - LOCAL-LA;16/02/2019;2.000000;20:00:00;20:24:00;00:24:00;0.40
329.000000;-46.628801;-23.625370;AV PROF ABRAAO DE MORAIS;AV PROF ABRAAO DE MORAIS;R FRANCISCO TAPAJOS-AMBOS-MG;16/02/2019;2.000000;20:00:00;20:07:00;00:07:00;0.12
330.000000;-46.627722;-23.619176;AV PROF ABRAAO DE MORAIS;AV PROF ABRAAO DE MORAIS;R RIBEIRO LACERDA-S PAULOSANTOS - UNICA-MG;16/02/2019;2.000000;20:54:00;21:30:00;00:36:00;0.60
331.000000;-46.593349;-23.544436;AV ALCANTARA MACHADO;AV ALCANTARA MACHADO;VD GUADALAJARA-AMBOS - NAO INFORMADA-MO;16/02/2019;2.000000;22:14:00;22:36:00;00:22:00;0.37
332.000000;-46.740367;-23.527342;AV MOFARREJ;AV MOFARREJ;AV DR GASTAO VIDIGAL-AMBOS - NAO INFORMADA-LA;16/02/2019;2.000000;22:27:00;00:00:00;01:33:00;1.55
333.000000;-46.535370;-23.541640;AV ARICANDUVA;AV ARICANDUVA;R BAQUIA-MARGINALITAQUERA - AMBAS-AF;16/02/2019;2.000000;23:00:00;23:42:00;00:42:00;0.70
334.000000;-46.671660;-23.515510;MARGINAL TIETE;MARGINAL TIETE CBAS CENTRAL;AV PRES CASTELO BRANCO-CASTELO BA SENNA - NAO INFORMADA-LA;16/02/2019;2.000000;23:07:00;00:22:00;01:15:00;1.25
335.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO BARRA FUNDA;PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B/A SENNA - LOCAL;16/02/2019;2.000000;23:22:00;00:22:00;23/01/1900 01:00:00;1.00
336.000000;-46.653100;-23.585290;AV VINTE E TRES DE MAIO;AVENIDA 23 DE MAIO;VD EUCLIDES FIGUEIREDO-AMBOS-MG;20/02/2019;2.000000;19:32:00;20:46:00;01:14:00;1.23
337.000000;-46.664530;-23.610900;R MARACATINS;RUA MARACATINS;AV MOACI-AMBOS-MG;20/02/2019;2.000000;19:32:00;21:15:00;01:43:00;1.72
338.000000;-46.650780;-23.600040;AV RUBEM BERTA;AVENIDA RUBEM BERTA;AV ONZE DE JULHO-AEROPORTO-MG;20/02/2019;2.000000;19:35:00;20:50:00;01:15:00;1.25
339.000000;-46.649510;-23.555670;PCA 14 BIS;PRA├çA 14 BIS;AV NOVE DE JULHO-AMBOS-SE;20/02/2019;2.000000;19:50:00;20:50:00;01:00:00;1.00
340.000000;-46.628420;-23.616380;AV PROF ABRAAO DE MORAIS;AVENIDA ABRAH├âO DE MORAES;R GAL CHAGAS SANTOS-AMBOS-IP;20/02/2019;2.000000;20:00:00;20:50:00;00:50:00;0.83
341.000000;-46.637501;-23.518891;MARGINAL TIETE;MARGINAL TIET├â┼á;PTE GOV ORESTES QUERCIA-CASTELO BA SENNA-SE;20/02/2019;2.000000;20:06:00;22:00:00;01:54:00;1.90
342.000000;-46.596891;-23.527593;MARGINAL TIETE;MARGINAL TIETE CBAS EXPRESSA (BARRA FUNDA);PTE JANIO QUADROS - CASTELO B/A SENNA;20/02/2019;2.000000;20:18:00;22:00:00;01:42:00;1.70
343.000000;-46.597376;-23.528109;MARGINAL TIETE;MARGINAL TIETE CBAS CENTRAL (BARRA FUNDA);PTE PRES JANIO QUADROS - CASTELO B/A SENNA;20/02/2019;2.000000;20:12:00;22:00:00;01:48:00;1.80
344.000000;-46.664170;-23.587270;AV REPUBLICA DO LIBANO;AVENIDA REPUBLICA DO LIBANO MOEMA;AV ANTONIO J DE MOURA ANDRADE-AMBOS-MG;20/02/2019;2.000000;20:15:00;22:00:00;01:45:00;1.75
345.000000;-46.576920;-23.584330;PC RUY ROXO;P├ç RUY ROXO VILA PRUDENTE;AV LUIZ INACIO DE ANHAIA MELO-AMBOS-VP;20/02/2019;2.000000;20:15:00;21:15:00;01:00:00;1.00
346.000000;-46.607900;-23.568520;R PRES BATISTA PEREIRA;AVENIDA PRES BATISTA PEREIRA CAMBUCI;AV DO ESTADO-AMBOS-SE;20/02/2019;2.000000;20:27:00;21:15:00;00:48:00;0.80
347.000000;-46.696650;-23.721170;VEL PRES JOAO GOULART;VEL PRES JOAO GOULART;ALT N 19 - AMBOS;20/02/2019;2.000000;20:34:00;22:00:00;01:26:00;1.43
348.000000;-46.585810;-23.581260;R JOSE ZAPPI;RUA JOSE ZAPPI AGUA RASA;P├ç PDE DAMI├âO-AMBOS-VP;20/02/2019;2.000000;20:35:00;22:00:00;01:25:00;1.42
349.000000;-46.561780;-23.582030;R SAO GOTARDO;RUA S├âO GOTARDO;AV LUIZ INACIO DE ANHAIA MELO-AMBOS-VP;20/02/2019;2.000000;20:35:00;21:15:00;00:40:00;0.67
350.000000;-46.592540;-23.544420;AV ALCANTARA MACHADO;AVENIDA ALCANTARA MACHADO;R SILVA JARDIM-CENTROBAIRRO-MO;20/02/2019;2.000000;20:38:00;21:15:00;00:37:00;0.62
351.000000;-46.590540;-23.582970;R DIANOPOLIS;RUA DIANOPOLIS MOOCA;R SAQUAREMA-AMBOS-MO;20/02/2019;2.000000;20:38:00;21:15:00;00:37:00;0.62
352.000000;-46.565140;-23.584950;AV JACINTO MENEZES PALHARES;AVENIDA JACINTO MENEZES PALHARES S├âO LUCAS;R ATOPE-AMBOS-VP;20/02/2019;2.000000;20:41:00;22:00:00;01:19:00;1.32
353.000000;-46.609240;-23.568040;AV TERESA CRISTINA;AVENIDA TERESA CRISTINA;AV DO ESTADO-AMBOS-IP;20/02/2019;2.000000;20:41:00;22:00:00;01:19:00;1.32
354.000000;-46.546810;-23.586560;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV PROF LUIZ IGNACIO ANHAIA MELLO S├âO LUCAS;R MARQUES DE PRAIA GRANDE-SAPOPEMBAV PUDENTE-VP;20/02/2019;2.000000;20:43:00;21:15:00;00:32:00;0.53
355.000000;-46.581020;-23.584740;AV PROF LUIZ IGNACIO ANHAIA MELLO;AVENIDA LUIZ INACIO DE ANHAIA MELO;R ITAMUMBUCA-AMBOS-VP;20/02/2019;2.000000;20:45:00;21:15:00;00:30:00;0.50
356.000000;-46.526200;-23.548040;AV ARICANDUVA;AVENIDA ARICANDUVA;R MANILHA-AMBOS-AF;20/02/2019;2.000000;20:50:00;22:00:00;01:10:00;1.17
357.000000;-46.526200;-23.548040;AV ARICANDUVA;AVENIDA ARICANDUVA;R MANILHA-AMBOS-AF;20/02/2019;2.000000;20:56:00;21:15:00;00:19:00;0.32
358.000000;-46.531080;-23.544150;AV ARICANDUVA;AVENIDA ARICANDUVA;TUMUCUMAQUE-CENTROBAIRRO-AF;20/02/2019;2.000000;20:56:00;22:00:00;01:04:00;1.07
359.000000;-46.517920;-23.557720;AV ITAQUERA;AVENIDA ITAQUERA;R DOURIVAL LOUREN├çO DA SILVA-AMBOS-IQ;20/02/2019;2.000000;20:56:00;21:15:00;00:19:00;0.32
360.000000;-46.707436;-23.663187;AV VITOR MANZINI;AV VITOR MANZINI;R CRISTALINO ROLIM DE FREITAS - ├ÜNICO;21/02/2019;2.000000;04:27:00;04:28:00;00:01:00;0.02
361.000000;-46.671660;-23.515510;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO;MARGINAL TIETE - CASTELO B/A SENNA - EXP;21/02/2019;2.000000;18:03:00;19:29:00;01:26:00;1.43
362.000000;-46.741600;-23.552500;AV JAGUARE;AV JAGUARE;PC FRANCISCO LUIS GONZAGA - LAPA/JAGUARE;21/02/2019;2.000000;18:10:00;18:26:00;00:16:00;0.27
363.000000;-46.746440;-23.520360;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS;PTE JAGUARE-HIRANT SANAZAR - INTERLAGOS/CASTELO - LOCAL;21/02/2019;2.000000;18:20:00;20:08:00;01:48:00;1.80
364.000000;-46.710538;-23.579480;AV PROF FRANCISCO MORATO;AV PROF FRANCISCO MORATO;PC PAULA MOREIRA - AMBOS;21/02/2019;2.000000;18:30:00;19:26:00;00:56:00;0.93
365.000000;-46.738500;-23.549550;AV TORRES DE OLIVEIRA;AV TORRES DE OLIVEIRA (JAGUARE);AV JAGUARE - AMBOS;21/02/2019;2.000000;18:36:00;20:05:00;01:29:00;1.48
366.000000;-46.702129;-23.525813;R JEROAQUARA;R JEROAQUARA (LAPA);R CORIOLANO - ├ÜNICO;21/02/2019;2.000000;18:37:00;19:06:00;00:29:00;0.48
367.000000;-46.653024;-23.586792;AV VINTE E TRES DE MAIO;AV VINTE E TRES DE MAIO (LIBERDADE);VD GAL EUCLIDES DE FIGUEIREDO - AMBOS;21/02/2019;2.000000;18:42:00;19:03:00;00:21:00;0.35
368.000000;-46.677964;-23.564218;AV REBOUCAS;AV REBOUCAS (CONSOLACAO);R HENRIQUE SCHAUMANN - AMBOS;21/02/2019;2.000000;18:50:00;20:15:00;01:25:00;1.42
369.000000;-46.715699;-23.507365;MARGINAL TIETE;MARGINAL TIETE (CASA VERDE);PTE COMUNIDADE HUNGARA - A SENNA/CASTELO B - TRANSPOSI├ç├âO EXP/LOCAL;21/02/2019;2.000000;18:51:00;19:36:00;00:45:00;0.75
370.000000;-46.740361;-23.527338;AV MOFARREJ;AV MOFARREJ (VILA LEOPOLDINA);VD MIGUEL MOFARREJ - AMBOS;21/02/2019;2.000000;18:52:00;21:58:00;03:06:00;3.10
371.000000;-46.721030;-23.774077;ES ECOTURISTICA DE PARELHEIROS;ES ECOTURISTICA DE PARELHEIROS;ALTURA DO N├ÜMERO 8051 - AMBOS;21/02/2019;2.000000;18:52:00;20:27:00;01:35:00;1.58
372.000000;-46.638910;-23.549790;PC DA BANDEIRA;PC DA BANDEIRA (REPUBLICA);PQ ANHANGABAU - BAIRRO/CENTRO;21/02/2019;2.000000;18:55:00;20:02:00;01:07:00;1.12
373.000000;-46.682273;-23.526397;AV POMPEIA;AV POMPEIA (BARRA FUNDA);R PALESTRA ITALIA - AMBOS;21/02/2019;2.000000;18:57:00;19:19:00;00:22:00;0.37
374.000000;-46.638820;-23.548270;AV VINTE E TRES DE MAIO;AV VINTE E TRES DE MAIO;AV NOVE DE JULHO - SANTANA/AEROPORTO;21/02/2019;2.000000;18:57:00;19:44:00;00:47:00;0.78
375.000000;-46.678043;-23.564395;AV BRASIL;AV BRASIL (JARDIM PAULISTA);AV REBOUCAS - PINHEIROS/IBIRAPUERA;21/02/2019;2.000000;18:59:00;19:43:00;00:44:00;0.73
376.000000;-46.684077;-23.526943;R BR DO BANANAL;R BR DO BANANAL (PERDIZES);R VENANCIO AIRES - UNICO;21/02/2019;2.000000;19:00:00;19:20:00;00:20:00;0.33
377.000000;-46.693854;-23.681564;AV DAS NACOES UNIDAS;AV DAS. NACOES UNIDAS;R JAIME DE OLIVEIRA SOUZA - AMBOS;21/02/2019;2.000000;19:01:00;19:22:00;00:21:00;0.35
378.000000;-46.735508;-23.546587;AV ENG BILLINGS;AV ENG BILLINGS (BUTANTA);PTE JAGUARE-HIRANT SANAZAR - CASTELO/INTERLAGOS - LOCAL;21/02/2019;2.000000;19:09:00;19:35:00;00:26:00;0.43
379.000000;-46.747340;-23.527110;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS (ALTO DE PINHEIROS);PTE ENG ROBERTO ROSSI ZUCCOLO - INTERLAGOS/CASTELO - LOCAL;21/02/2019;2.000000;19:14:00;20:11:00;00:57:00;0.95
380.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO (BARRA FUNDA);PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B/A SENNA - LOCAL;21/02/2019;2.000000;19:16:00;19:42:00;00:26:00;0.43
381.000000;-46.653024;-23.586792;AV VINTE E TRES DE MAIO;AV VINTE E TRES DE MAIO (LIBERDADE);VD GAL EUCLIDES DE FIGUEIREDO - AEROPORTO/SANTANA;21/02/2019;2.000000;19:17:00;19:24:00;00:07:00;0.12
382.000000;-46.707436;-23.663187;AV VITOR MANZINI;AV VITOR MANZINI (SANTO AMARO);R CRISTALINO ROLIM DE FREITAS - CENTRO/BAIRRO;21/02/2019;2.000000;19:18:00;20:07:00;00:49:00;0.82
383.000000;-46.674140;-23.519510;PC PASCOAL MARTINS;PC PASCOAL MARTINS;AV MARQ DE SAO VICENTE - AMBOS;21/02/2019;2.000000;19:19:00;19:34:00;00:15:00;0.25
384.000000;-46.624845;-23.533575;AV DO ESTADO;AV DO ESTADO (BOM RETIRO);ALTURA DO N├ÜMERO 2023 - SANTANA/IPIRANGA;21/02/2019;2.000000;19:22:00;22:37:00;03:15:00;3.25
385.000000;-46.732855;-23.544053;AV QUEIROZ FILHO;AV QUEIROZ FILHO (VILA LEOPOLDINA);PTE JAGUARE-HIRANT SANAZAR - AMBOS;21/02/2019;2.000000;19:22:00;20:11:00;00:49:00;0.82
386.000000;-46.594870;-23.529730;AV CDSSA ELISABETH DE ROBIANO;AV CDSSA ELISABETH DE ROBIANO (BELEM);PTE PRES DUTRA - CASTELO B/A SENNA - LOCAL;21/02/2019;2.000000;19:24:00;21:50:00;02:26:00;2.43
387.000000;-46.606968;-23.567928;R PRES BATISTA PEREIRA;R PRES. BATISTA PEREIRA;VIA ANCHIETA - ├ÜNICO;21/02/2019;2.000000;19:25:00;21:08:00;01:43:00;1.72
388.000000;-46.588238;-23.536475;AV CELSO GARCIA;AV CELSO GARCIA;R PIMENTA BUENO - AMBOS;21/02/2019;2.000000;19:30:00;20:05:00;00:35:00;0.58
389.000000;-46.598964;-23.538101;AV CELSO GARCIA;AV CELSO GARCIA;R SALDANHA MARINHO - CENTRO/BAIRRO;21/02/2019;2.000000;19:30:00;22:28:00;02:58:00;2.97
390.000000;-46.653970;-23.516721;MARGINAL TIETE;MARGINAL TIETE(CASA VERDE);PTE DA CASA VERDE-JORN.WALTER ABRAHAO - A SENNA/CASTELO B - EXP;21/02/2019;2.000000;19:30:00;20:53:00;01:23:00;1.38
391.000000;-46.693056;-23.573307;R MANDURI;R MANDURI;P├ç. GUILHERME KWALL - ├ÜNICO;21/02/2019;2.000000;19:31:00;20:13:00;00:42:00;0.70
392.000000;-46.628561;-23.557195;R SAO PAULO;R S PAULO (LIBERDADE);R TEIXEIRA LEITE - UNICO;21/02/2019;2.000000;19:34:00;19:53:00;00:19:00;0.32
393.000000;-46.625495;-23.534161;R JOAO TEODORO;R JOAO TEODORO (BOM RETIRO);AV DO ESTADO - BAIRRO/CENTRO;21/02/2019;2.000000;19:35:00;22:36:00;03:01:00;3.02
394.000000;-46.741600;-23.552500;AV JAGUARE;AV JAGUARE;PC. FRANCISCO LUIS GONZAGA - LAPA/JAGUARE;21/02/2019;2.000000;19:36:00;20:05:00;00:29:00;0.48
395.000000;-46.629470;-23.540356;AV MERCURIO;AV MERCURIO (SE);R DA CANTAREIRA - AMBOS;21/02/2019;2.000000;19:37:00;21:03:00;01:26:00;1.43
396.000000;-46.729981;-23.645408;AV ELLIS MAAS;AV ELLIS MAAS;AV COMEN. SANT'ANNA - AMBOS;21/02/2019;2.000000;19:47:00;20:09:00;00:22:00;0.37
397.000000;-46.610446;-23.511525;R CEL MARQUES RIBEIRO;R CEL. MARQUES RIBEIRO;ALTURA DO N├ÜMERO 465 - AMBOS;21/02/2019;2.000000;19:47:00;20:01:00;00:14:00;0.23
398.000000;-46.627554;-23.539251;AV DO ESTADO;AV DO ESTADO (BOM RETIRO);R PAULA SOUSA - AMBOS;21/02/2019;2.000000;19:48:00;22:36:00;02:48:00;2.80
399.000000;-46.628215;-23.541352;AV DO ESTADO;AV DO. ESTADO;AV MERCURIO - SANTANA/IPIRANGA;21/02/2019;2.000000;20:09:00;21:02:00;00:53:00;0.88
400.000000;-46.689886;-23.586928;TN DIRCE CAMARGO;TN DIRCE CAMARGO;ALTURA DO N├ÜMERO 0 - BAIRRO/CENTRO;21/02/2019;2.000000;20:15:00;20:17:00;00:02:00;0.03
401.000000;-46.681956;-23.588622;AV BRIG FARIA LIMA;AV BRIG. FARIA LIMA;R LEOPOLDO COUTO MAGALHAES JR - PINHEIROS/ITAIM - N├âO INFORMADA;21/02/2019;2.000000;20:26:00;22:19:00;01:53:00;1.88
402.000000;-46.558262;-23.522975;MARGINAL TIETE;MARGINAL TIETE CBAS EXPRESSA (BARRA FUNDA);PTE ARICANDUVA-DR.MIGUEL ARRAES - CASTELO B/A SENNA - EXPRESSA;21/02/2019;2.000000;20:40:00;22:34:00;01:54:00;1.90
403.000000;-46.627557;-23.549089;AV DO ESTADO;AV DO. ESTADO;VD VINTE E CINCO DE MARCO - SANTANA/IPIRANGA - N├âO INFORMADA;21/02/2019;2.000000;21:13:00;23:50:00;02:37:00;2.62
404.000000;-46.690609;-23.586690;AV DAS NACOES UNIDAS;AV DAS. NACOES UNIDAS;PTE ENG ROBERTO ROSSI ZUCCOLO - INTERLAGOS/CASTELO - LOCAL;21/02/2019;2.000000;22:27:00;22:44:00;00:17:00;0.28
405.000000;-46.546085;-23.538360;VD ENG ALBERTO BADRA;VD ENG. ALBERTO BADRA;AV ARICANDUVA - MARGINAL/ITAQUERA - ESQUERDA;21/02/2019;2.000000;22:45:00;23:06:00;00:21:00;0.35
406.000000;-46.555181;-23.527408;AV AIRTON PRETINI;AV AIRTON PRETINI;R VER CID GALVAO DA SILVA - BAIRRO/CENTRO - N├âO INFORMADA;21/02/2019;2.000000;23:53:00;00:41:00;23/01/1900 00:48:00;0.80
407.000000;-46.748710;-23.519470;R DA DESPEDIDA;R. DA. DESPEDIDA;ALTURA DO N├ÜMERO 188 - UNICO;22/02/2019;2.000000;00:10:00;01:09:00;00:59:00;0.98
408.000000;-46.691250;-23.590400;AV DAS NACOES UNIDAS;AV. DAS NACOES UNIDAS (ALTO DE PINHEIROS);AV PRES JUSCELINO KUBITSCHEK - INTERLAGOS/CASTELO - LOCAL;22/02/2019;2.000000;13:03:00;13:16:00;00:13:00;0.22
409.000000;-46.699910;-23.572180;MARGINAL PINHEIROS;MARGINAL PINHEIROS INTCB (ALTO DE PINHEIROS);PTE EUSEBIO MATOSO - INTERLAGOS/CASTELO - EXP;22/02/2019;2.000000;13:06:00;16:00:00;02:54:00;2.90
410.000000;-46.556499;-23.525579;AV AIRTON PRETINI;AV. AIRTON PRETINI;VD. ENG. ALBERTO BADRA - BAIRRO/CENTRO;22/02/2019;2.000000;15:39:00;19:01:00;03:22:00;3.37
411.000000;-46.577120;-23.551870;AV SALIM FARAH MALUF;AV. SALIM FARAH MALUF;R DEMETRIO RIBEIRO - MARGINAL/V PRUDENTE - EXP;22/02/2019;2.000000;17:44:00;21:53:00;04:09:00;4.15
