SEQ;LONG;LAT;LOCAL_ED;LOCALIZACA;REFERENCIA;DATA;MES;H_INICIO;H_FIM;DURACAO;DUR_H
597.000000;-46.572179;-23.582701;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV PROF LUIS IGNACIO DE ANHAIA MELO;ACESSO SALIM FARAH - AMBOS - AMBAS;10/03/2019;3.000000;21:30:00;12:33:00;23/01/1900 15:03:00;15.05
598.000000;-46.627700;-23.617420;AV PROF ABRAAO DE MORAIS;AV PROF ABRAAO DE MORAIS (CURSINO);PC LEONOR KAUPA - AMBOS - ├ÜNICA;10/03/2019;3.000000;21:38:00;06:10:00;23/01/1900 08:32:00;8.53
599.000000;-46.627870;-23.622350;AV PROF ABRAAO DE MORAIS;AV ABRA├âO DE MORAIS;R ELISA SILVEIRA - AMBOS - AMBAS;10/03/2019;3.000000;21:40:00;06:10:00;23/01/1900 08:30:00;8.50
600.000000;-46.627806;-23.620788;AV PROF ABRAAO DE MORAIS;AV PROF ABRAAO DE MORAIS (CURSINO);R FREI ROLIM / R RIBEIRO LACERDA - AMBOS;10/03/2019;3.000000;21:40:00;00:50:00;23/01/1900 03:10:00;3.17
601.000000;-46.589155;-23.585918;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV PROF LUIZ IGNACIO ANHAIA MELLO (SAO LUCAS);R DIANOPOLIS / AV SALIM FARAH MALUF - AMBOS - ├ÜNICA;10/03/2019;3.000000;21:42:00;12:33:00;23/01/1900 14:51:00;14.85
602.000000;-46.627722;-23.619176;AV PROF ABRAAO DE MORAIS;AV PROF. ABRAAO DE MORAIS;R RIBEIRO LACERDA - AMBOS - ├ÜNICA;10/03/2019;3.000000;21:44:00;00:51:00;23/01/1900 03:07:00;3.12
603.000000;-46.585261;-23.583841;R TROCARI;R TROCARI;ALTURA DO N├ÜMERO 206 - AMBOS - ├ÜNICA;10/03/2019;3.000000;21:44:00;23:16:00;01:32:00;1.53
604.000000;-46.638910;-23.549790;PQ ANHANGABAU;PQ ANHANGABAU (REPUBLICA);PC DA BANDEIRA - SANTANA/AEROPORTO - ├ÜNICA;10/03/2019;3.000000;21:53:00;00:19:00;23/01/1900 02:26:00;2.43
605.000000;-46.627621;-23.555527;VD LESTE-OESTE;VD LESTE-OESTE;AV RADIAL LESTE-OESTE - LAPA/PENHA - ├ÜNICA;10/03/2019;3.000000;21:58:00;01:34:00;23/01/1900 03:36:00;3.60
606.000000;-46.689241;-23.585871;R HUNGRIA;R HUNGRIA (PINHEIROS);AV CIDADE JARDIM - INTERLAGOS/CASTELO - LOCAL;10/03/2019;3.000000;22:23:00;22:23:00;00:00:00;0.00
607.000000;-46.588180;-23.528747;MARGINAL TIETE;MARGINAL TIETE CBAS CENTRAL (BARRA FUNDA);ALTURA DO N├ÜMERO 0: ANTES RODOV PRES DUTRA - CASTELO B/A SENNA - CENTRAL;10/03/2019;3.000000;22:29:00;08:40:00;23/01/1900 10:11:00;10.18
608.000000;-46.531070;-23.544100;R TUMUCUMAQUE;R TUMUCUMAQUE;AV ARICANDUVA - CENTRO/BAIRRO - AMBAS;10/03/2019;3.000000;22:33:00;23:16:00;00:43:00;0.72
609.000000;-46.500470;-23.566149;AV ARICANDUVA;AV ARICANDUVA;ALTURA DO N├ÜMERO 5555: EM FRENTE AO SHOPING ARICANDUVA - ITAQUERA/MARGINAL - LOCAL;10/03/2019;3.000000;22:36:00;23:15:00;00:39:00;0.65
610.000000;-46.517183;-23.555116;AV ARICANDUVA;AV ARICANDUVA;AV ITAQUERA - AMBOS - AMBAS;10/03/2019;3.000000;22:42:00;01:30:00;23/01/1900 02:48:00;2.80
611.000000;-46.457019;-23.537310;R PDE VIEGAS DE MENEZES;R PDE. VIEGAS DE MENEZES;R ITAGIMIRIM - AMBOS;10/03/2019;3.000000;22:42:00;01:13:00;23/01/1900 02:31:00;2.52
612.000000;-46.688877;-23.625922;AV ROQUE PETRONI JUNIOR;AV ROQUE PETRONI JUNIOR;ALTURA DO N├ÜMERO 205 - MARGINAL/DIADEMA;10/03/2019;3.000000;22:43:00;01:10:00;23/01/1900 02:27:00;2.45
613.000000;-46.611933;-23.563049;AV DO ESTADO;AV DO ESTADO (BOM RETIRO);PC ALBERTO LION - AMBOS - AMBAS;10/03/2019;3.000000;22:45:00;01:30:00;23/01/1900 02:45:00;2.75
614.000000;-46.456140;-23.538370;AV ITAQUERA;AV ITAQUERA (CARRAO);R TOMAZZO FERRARA - AMBOS - AMBAS;10/03/2019;3.000000;22:47:00;01:16:00;23/01/1900 02:29:00;2.48
615.000000;-46.691575;-23.625838;AV ROQUE PETRONI JUNIOR;AV ROQUE PETRONI JUNIOR (ITAIM BIBI);R CANCIONEIRO POPULAR - AMBOS;10/03/2019;3.000000;23:18:00;00:20:00;23/01/1900 01:02:00;1.03
616.000000;-46.694791;-23.624278;AV ROQUE PETRONI JUNIOR;AV ROQUE PETRONI JUNIOR;R JACEGUAI- MARGINAL/DIADEMA - AMBAS;10/03/2019;3.000000;23:18:00;00:20:00;23/01/1900 01:02:00;1.03
617.000000;-46.694790;-23.624260;AV ROQUE PETRONI JUNIOR;AV ROQUE PETRONI JUNIOR (ITAIM BIBI);R JACERU - AMBOS - ├ÜNICA;10/03/2019;3.000000;23:22:00;00:54:00;23/01/1900 01:32:00;1.53
618.000000;-46.624394;-23.559125;R OTTO DE ALENCAR;R OTTO DE ALENCAR (CAMBUCI);R TEIXEIRA MENDES - AMBOS - AMBAS;10/03/2019;3.000000;23:23:00;17:52:00;23/01/1900 18:29:00;18.48
619.000000;-46.687451;-23.626249;AV ROQUE PETRONI JUNIOR;AV ROQUE PETRONI JUNIOR;AV STO AMARO - MARGINAL/DIADEMA;10/03/2019;3.000000;23:32:00;00:20:00;23/01/1900 00:48:00;0.80
620.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO (BARRA FUNDA);PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B/A SENNA - LOCAL;10/03/2019;3.000000;23:36:00;06:17:00;23/01/1900 06:41:00;6.68
621.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - A SENNA/CASTELO B - CENTRAL;10/03/2019;3.000000;23:46:00;11:28:00;23/01/1900 11:42:00;11.70
622.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - A SENNA/CASTELO B - EXPRESSA;10/03/2019;3.000000;23:51:00;12:12:00;23/01/1900 12:21:00;12.35
623.000000;-46.696600;-23.623300;AV ROQUE PETRONI JUNIOR;AV ROQUE PETRONI JUNIOR;R JACEGUAI-MARGINALDIADEMA - AMBAS-MB;11/03/2019;3.000000;00:19:00;01:04:00;00:45:00;0.75
624.000000;-46.531080;-23.544150;AV ARICANDUVA;AV ARICANDUVA;R TUMUCUMAQUE-MARGINALITAQUERA-AF;11/03/2019;3.000000;01:08:00;01:30:00;00:22:00;0.37
625.000000;-46.611933;-23.563049;AV DO ESTADO;AV DO ESTADO;PC ALBERTO LION-AMBOS-SE;11/03/2019;3.000000;01:33:00;11:24:00;09:51:00;9.85
626.000000;-46.586420;-23.584420;AV PAES DE BARROS;AV PAES DE BARROS MOOCA;AV PROF LUIZ IGNACIO ANHAIA MELLO-BAIRROCENTRO-VP;11/03/2019;3.000000;01:41:00;08:13:00;06:32:00;6.53
627.000000;-46.746440;-23.520360;AV DAS NACOES UNIDAS;AV DAS NA├ç├òES UNIDAS;PTE JAGUARE-HIRANT SANAZAR - INTERLAGOS/CASTELO - LOCAL;11/03/2019;3.000000;01:44:00;08:03:00;06:19:00;6.32
628.000000;-46.696940;-23.606520;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS ALTO DE PINHEIROS;R FLORIDA-INTERLAGOSCASTELO - LOCAL-PI;11/03/2019;3.000000;01:57:00;08:04:00;06:07:00;6.12
629.000000;-46.726493;-23.514681;MARGINAL TIETE;MARGINAL TIETE;PTE ATTILIO FONTANA - CASTELO B/A SENNA - EXP;11/03/2019;3.000000;02:39:00;10:19:00;07:40:00;7.67
630.000000;-46.735910;-23.516960;MARGINAL TIETE;MARGINAL TIETE;;11/03/2019;3.000000;02:45:00;07:32:00;04:47:00;4.78
631.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO BARRA FUNDA;PTE DA CASA VERDE-JORN WALTER ABRAHAO-CASTELO BA SENNA - LOCAL-LA;11/03/2019;3.000000;02:48:00;10:23:00;07:35:00;7.58
632.000000;-46.666610;-23.514270;MARGINAL TIETE;MARGINAL TIETECASA VERDE;PTE DO LIMAO-ADHEMAR F DA SILVA-A SENNACASTELO B - CENTRAL-CV;11/03/2019;3.000000;02:52:00;07:32:00;04:40:00;4.67
633.000000;-46.734230;-23.545570;MARGINAL PINHEIROS;MARGINAL PINHEIROS CBINT BUTANTA;PTE JAGUARE-HIRANT SANAZAR-CASTELOINTERLAGOS - EXPRESSA-LA;11/03/2019;3.000000;03:02:00;07:59:00;04:57:00;4.95
634.000000;-46.741350;-23.540980;AV ENG BILLINGS;AV ENG BILLINGS BUTANTA;PTE JAGUARE-HIRANT SANAZAR-CASTELOINTERLAGOS - LOCAL-LA;11/03/2019;3.000000;03:23:00;07:59:00;04:36:00;4.60
635.000000;-46.700430;-23.507350;AV OTAVIANO ALVES DE LIMA;AV OTAVIANO ALVES DE LIMA CASA VERDE;PTE FREGUESIA DO O P N RODRIGUES-A SENNACASTELO B - LOCAL-CV;11/03/2019;3.000000;03:49:00;06:30:00;02:41:00;2.68
636.000000;-46.689540;-23.508470;MARGINAL TIETE;MARGINAL TIETE;PTE FREGUESIA DO O-P N RODRIGUES - A SENNA/CASTELO B - EXP;11/03/2019;3.000000;03:49:00;03:54:00;00:05:00;0.08
637.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO BARRA FUNDA;AC A PTE DA FREGUESIA DO O-CASTELO BA SENNA - LOCAL-LA;11/03/2019;3.000000;03:57:00;07:39:00;03:42:00;3.70
638.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO BARRA FUNDA;PTE DAS BANDEIRAS SEN ROMEU TUMA-CASTELO BA SENNA - LOCAL-SE;11/03/2019;3.000000;04:00:00;09:49:00;05:49:00;5.82
639.000000;-46.689540;-23.508470;AV EMB MACEDO SOARES;AV EMB MACEDO SOARES;PTE FREGUESIA DO O-P N RODRIGUES - C BRANCO/A SENNA - LOCAL;11/03/2019;3.000000;04:11:00;06:25:00;02:14:00;2.23
640.000000;-46.624900;-23.511600;AV ZAKI NARCHI;AV ZAKI NARCHI SANTANA;AV CRUZEIRO DO SUL-AMBOS-ST;11/03/2019;3.000000;04:15:00;10:57:00;06:42:00;6.70
641.000000;-46.626460;-23.530360;R TIBIRICA;R TIBIRICA BOM RETIRO;AV DO ESTADO-UNICO-SE;11/03/2019;3.000000;04:45:00;08:44:00;03:59:00;3.98
642.000000;-46.653830;-23.515610;MARGINAL TIETE;MARGINAL TIETE CASA VERDE;PTE DA CASA VERDE-JORN WALTER ABRAHAO-A SENNACASTELO B - EXPRESSA-CV;11/03/2019;3.000000;04:49:00;08:48:00;03:59:00;3.98
643.000000;-46.690670;-23.595750;R FUNCHAL;R FUNCHAL ITAIM BIBI;AV DR CARDOSO DE MELO-BAIRROCENTRO-PI;11/03/2019;3.000000;04:54:00;08:58:00;04:04:00;4.07
644.000000;-46.690609;-23.586690;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS ALTO DE PINHEIROS;PTE ENG ROBERTO ROSSI ZUCCOLO-INTERLAGOSCASTELO - LOCAL;11/03/2019;3.000000;04:56:00;08:09:00;06:19:00;6.32
645.000000;-46.618760;-23.518350;AV MORVAN DIAS DE FIGUEIREDO;AV MORVAN DIAS DE FIGUEIREDO PENHA;PTE PRES DUTRA - A SENNA/CASTELO B - LOCAL;11/03/2019;3.000000;05:11:00;12:03:00;06:52:00;6.87
646.000000;-46.668290;-23.521270;AV MARQ DE SAO VICENTE;AV MARQ DE SAO VICENTE;PC LUIZ CARLOS MESQUITA - AMBOS;11/03/2019;3.000000;05:13:00;12:00:00;06:47:00;6.78
647.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B/A SENNA - EXP;11/03/2019;3.000000;05:27:00;11:05:00;05:38:00;5.63
648.000000;-46.639840;-23.515905;AV OLAVO FONTOURA;AV OLAVO FONTOURA;ALTURA DO NUMERO 1209-AMBOS-ST;11/03/2019;3.000000;05:40:00;10:31:00;04:51:00;4.85
649.000000;-46.614130;-23.525250;R DR MIGUEL PAULO CAPALBO;R DR MIGUEL PAULO CAPALBO;AV BOM JARDIM-AMBOS-MO;11/03/2019;3.000000;06:12:00;09:56:00;03:44:00;3.73
650.000000;-46.619030;-23.555480;R OSCAR HORTA;R OSCAR HORTA;R DOM BOSCO - ├ÜNICO;11/03/2019;3.000000;06:18:00;12:49:00;06:31:00;6.52
651.000000;-46.572179;-23.582701;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV SALIM FARAH MALUF-SAPOPEMBAV PRUDENTE-VP;11/03/2019;3.000000;06:24:00;09:57:00;03:33:00;3.55
652.000000;-46.649450;-23.522380;R SERGIO TOMAS;R SERGIO TOMAS;ALTURA DO NUMERO 660-BAIRROCENTRO-SE;11/03/2019;3.000000;06:37:00;07:35:00;00:58:00;0.97
653.000000;-46.587670;-23.585380;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV PROF LUIZ IGNACIO ANHAIA MELLO SAO LUCAS;R MARIA DAFFRE-AMBOS-VP;11/03/2019;3.000000;06:48:00;11:23:00;04:35:00;4.58
654.000000;-46.663110;-23.522080;R JOAQUIM MANUEL DE MACEDO;R JOAQUIM MANUEL DE MACEDO;AV MARQ DE SAO VICENTE-UNICO-LA;11/03/2019;3.000000;06:50:00;09:09:00;02:19:00;2.32
655.000000;-46.666983;-23.521554;AV MARQ DE SAO VICENTE;AV MARQ DE SAO VICENTE;AV THOMAS EDISON-AMBOS-LA;11/03/2019;3.000000;06:54:00;10:47:00;03:53:00;3.88
656.000000;-46.649250;-23.522490;R SERGIO TOMAS;R SERGIO TOMAS;R VISC DE TAUNAY-AMBOS-SE;11/03/2019;3.000000;07:05:00;10:16:00;03:11:00;3.18
657.000000;-46.599840;-23.582710;AV DO ESTADO;AV DO ESTADO BOM RETIRO;R DOS PATRIOTAS-AMBOS-IP;11/03/2019;3.000000;07:09:00;08:37:00;01:28:00;1.47
658.000000;-46.595120;-23.581790;AV HENRY FORD;AV HENRY FORD MOOCA;R CAP PACHECO E CHAVES-AMBOS-VP;11/03/2019;3.000000;07:20:00;13:44:00;06:24:00;6.40
659.000000;-46.650620;-23.523021;R SERGIO TOMAS;R SERGIO TOMAS;AV RUDGE-AMBOS-SE;11/03/2019;3.000000;07:39:00;09:57:00;02:18:00;2.30
660.000000;-46.648650;-23.523550;R VISC DE TAUNAY;R VISC DE TAUNAY;R JAVAES-AMBOS-SE;11/03/2019;3.000000;07:43:00;08:16:00;00:33:00;0.55
661.000000;-46.701780;-23.577820;AV LINEU DE PAULA MACHADO;AV LINEU DE PAULA MACHADO;ALTURA DO NUMERO 593-JOQUEIUSP-BT;11/03/2019;3.000000;07:47:00;11:19:00;03:32:00;3.53
662.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - AMBOS;11/03/2019;3.000000;07:54:00;09:49:00;01:55:00;1.92
663.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B/A SENNA - CENTRAL;11/03/2019;3.000000;07:54:00;09:49:00;01:55:00;1.92
664.000000;-46.716139;-23.506632;AV RAIMUNDO PEREIRA DE MAGALHAES;AV RAIMUNDO PEREIRA DE MAGALHAES;ALTURA DO NUMERO 1600-AMBOS-PJ;11/03/2019;3.000000;08:10:00;13:11:00;05:01:00;5.02
665.000000;-46.655740;-23.522020;R SOLIMOES;R SOLIMOES;R JAMES HOLLAND-AMBOS-PI;11/03/2019;3.000000;08:14:00;10:52:00;02:38:00;2.63
666.000000;-46.583050;-23.594500;AV DR FRANCISCO MESQUITA;AV DR FRANCISCO MESQUITA VILA PRUDENTE;ALTURA DO NUMERO 1-S PAULOS CAETANO-VP;11/03/2019;3.000000;08:15:00;11:46:00;03:31:00;3.52
667.000000;-46.718635;-23.452931;AV RAIMUNDO PEREIRA DE MAGALHAES;AV RAIMUNDO PEREIRA DE MAGALHAES;ALTURA DO NUMERO 114-AMBOS-PJ;11/03/2019;3.000000;08:22:00;09:40:00;01:18:00;1.30
668.000000;-46.655450;-23.523180;R DOS AMERICANOS;R DOS AMERICANOS;R NORMA PIERUCCINI GIANNOTTI-UNICO-SE;11/03/2019;3.000000;08:26:00;11:58:00;03:32:00;3.53
669.000000;-46.744710;-23.530670;AV MOFARREJ;AV MOFARREJ;ALTURA DO NUMERO 1024-AMBOS-LA;11/03/2019;3.000000;08:30:00;08:54:00;00:24:00;0.40
670.000000;-46.649880;-23.537050;AV S JOAO;AV S JOAO;AL GLETE-BAIRROCENTRO-PI;11/03/2019;3.000000;08:30:00;14:09:00;05:39:00;5.65
671.000000;-46.656150;-23.519670;R GERALDO BUONO;R GERALDO BUONO;R BRA DE PORTO CARREIRO-UNICO-SE;11/03/2019;3.000000;08:30:00;11:58:00;03:28:00;3.47
672.000000;-46.740367;-23.527342;AV DR GASTAO VIDIGAL;AV DR GASTAO VIDIGAL;AV MOFARREJ-AMBOS-LA;11/03/2019;3.000000;08:35:00;09:53:00;01:18:00;1.30
673.000000;-46.654280;-23.520750;R SOLIMOES;R SOLIMOES;R CRUZEIRO-AMBOS-SE;11/03/2019;3.000000;08:38:00;10:52:00;02:14:00;2.23
674.000000;-46.624080;-23.554820;AV DO ESTADO;AV DO ESTADO BOM RETIRO;R WANDENKOLK-IPIRANGASANTANA - LOCAL-SE;11/03/2019;3.000000;08:42:00;11:26:00;02:44:00;2.73
675.000000;-46.655530;-23.522020;R JAMES HOLLAND;R JAMES HOLLAND;R DOS AMERICANOS-AMBOS-SE;11/03/2019;3.000000;08:46:00;11:56:00;03:10:00;3.17
676.000000;-46.650224;-23.515651;AV OLAVO FONTOURA;AV OLAVO FONTOURA;R BRAZELISA ALVES DE CARVALHO-AMBOS-ST;11/03/2019;3.000000;08:47:00;09:51:00;01:04:00;1.07
677.000000;-46.588545;-23.591806;R GUAMIRANGA;R. GUAMIRANGA;ALTURA DO N├ÜMERO 120: EM FRENTE A ESTA├ç├âO TAMANDUATE├ì - ├ÜNICO;11/03/2019;3.000000;08:47:00;12:08:00;03:21:00;3.35
678.000000;-46.641352;-23.515153;AV OLAVO FONTOURA;AV OLAVO FONTOURA;R PROF MILTON RODRIGUES-AMBOS-ST;11/03/2019;3.000000;08:48:00;09:50:00;01:02:00;1.03
679.000000;-46.663110;-23.522080;R JOAQUIM MANUEL DE MACEDO;R JOAQUIM MANUEL DE MACEDO;AV MARQ DE SAO VICENTE-UNICO-LA;11/03/2019;3.000000;08:58:00;09:09:00;00:11:00;0.18
680.000000;-46.624181;-23.559226;R OTTO DE ALENCAR;R OTTO DE ALENCAR;R DR PEDRO SEVERIANO - AMBOS;11/03/2019;3.000000;09:15:00;09:29:00;00:14:00;0.23
681.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO BARRA FUNDA;PTE DA CASA VERDE-JORN WALTER ABRAHAO-CASTELO BA SENNA - LOCAL-LA;11/03/2019;3.000000;10:01:00;10:22:00;00:21:00;0.35
682.000000;-46.738780;-23.523210;AV CARD SANTIAGO LUIZ COPELLO;AV CARD SANTIAGO LUIZ COPELLO VILA LEOPOLDINA;R MAJ PALADINO-AMBOS - UNICA-LA;11/03/2019;3.000000;13:26:00;17:10:00;03:44:00;3.73
683.000000;-46.455930;-23.541000;R AMERICO SALVADOR NOVELLI;R AMERICO SALVADOR NOVELLI;ALTURA DO NUMERO 88-NAO INFORMADO - NAO INFORMADA-IQ;11/03/2019;3.000000;14:24:00;16:43:00;02:19:00;2.32
684.000000;-46.576863;-23.600363;R IBITIRAMA;R. IBITIRAMA;AV DR FRANCISCO MESQUITA - ├ÜNICO;11/03/2019;3.000000;15:46:00;17:41:00;01:55:00;1.92
685.000000;-46.571500;-23.472690;AV EDU CHAVES;AVENIDA EDU CHAVES;AV SANATORIO-AMBOS-JT;12/03/2019;3.000000;17:50:00;18:50:00;01:00:00;1.00
686.000000;-46.411170;-23.542050;R GETULINA LAJEADO;R GETULINA LAJEADO;ALTURA DO NUMERO 130-AMBOS-GU;12/03/2019;3.000000;17:57:00;18:59:00;01:02:00;1.03
687.000000;-46.661280;-23.495600;AV ENG CAETANO ALVARES;AVENIDA ENGENHEIRO CAETANO ALVARES;R ZILDA-AMBOS-CV;12/03/2019;3.000000;18:00:00;18:50:00;00:50:00;0.83
688.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO BARRA FUNDA;PTE DO LIMAO-ADHEMAR F DA SILVA-CASTELO BA SENNA - LOCAL-LA;12/03/2019;3.000000;18:11:00;18:41:00;00:30:00;0.50
689.000000;-46.667010;-23.518870;AV ORDEM E PROGRESSO;AV ORDEM E PROGRESSO;ALTURA DO NUMERO 247-AMBOS-LA;12/03/2019;3.000000;18:33:00;18:44:00;00:11:00;0.18
690.000000;-46.665898;-23.509401;AV ORDEM E PROGRESSO;AV ORDEM E PROGRESSO;PC DEL AMOROSO NETO-LIMAOSUMARE-CV;12/03/2019;3.000000;18:35:00;18:42:00;00:07:00;0.12
691.000000;-46.699032;-23.605094;AV MAGALHAES DE CASTRO;AV MAGALHAES DE CASTRO (BUTANTA);R PEDRO AVANCINE - CASTELO/INTERLAGOS - LOCAL;12/03/2019;3.000000;19:09:00;19:28:00;00:19:00;0.32
692.000000;-46.698155;-23.602230;AV MAGALHAES DE CASTRO;AV MAGALHAES DE CASTRO (BUTANTA);ALTURA DO N├ÜMERO 4800 - CASTELO/INTERLAGOS - LOCAL;12/03/2019;3.000000;19:45:00;18:57:00;23/01/1900 23:12:00;23.20
693.000000;-46.699032;-23.605094;AV MAGALHAES DE CASTRO;AV MAGALHAES DE CASTRO (BUTANTA);R PEDRO AVANCINE - CASTELO/INTERLAGOS - LOCAL;12/03/2019;3.000000;19:45:00;19:18:00;23/01/1900 23:33:00;23.55
694.000000;-46.621311;-23.478524;AV AGUA FRIA;AV AGUA FRIA;R VAZ MUNIZ - AMBOS;12/03/2019;3.000000;19:47:00;19:55:00;00:08:00;0.13
695.000000;-46.687500;-23.626430;AV SANTO AMARO;AV STO AMARO CAMPO BELO;AV ROQUE PETRONI JUNIOR-BAIRROCENTRO - UNICA-SA;14/03/2019;3.000000;18:52:00;19:28:00;00:36:00;0.60
696.000000;-46.720622;-23.653870;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS;AV MARIO LOPES LEAO-INTERLAGOSCASTELO - NAO INFORMADA-SA;14/03/2019;3.000000;18:55:00;19:04:00;00:09:00;0.15
697.000000;-46.722370;-23.638960;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS;PTE SANTO DIAS DA SILVA-INTERLAGOSCASTELO - UNICA-SA;14/03/2019;3.000000;18:55:00;19:14:00;00:19:00;0.32
698.000000;-46.628750;-23.625380;AV PROF ABRAAO DE MORAIS;AV PROF ABRAAO DE MORAIS CURSINO;R FRANCISCO TAPAJOS-AMBOS - UNICA-MG;14/03/2019;3.000000;19:11:00;19:32:00;00:21:00;0.35
699.000000;-46.649960;-23.537040;AV S JOAO;AV S JOAO;ALTURA DO NUMERO 1821-BAIRROCENTRO-SE;17/03/2019;3.000000;14:37:00;14:41:00;00:04:00;0.07
700.000000;-46.653970;-23.516721;MARGINAL TIETE;MARGINAL TIETE CBAS EXPRESSA;PTE DA CASA VERDE-JORN.WALTER ABRAHAO;17/03/2019;3.000000;14:43:00;18:24:00;03:41:00;3.68
701.000000;-46.750590;-23.555670;AV CORIFEU DE AZEVEDO MARQUES;AV CORIFEU DE AZEVEDO MARQUES;ALTURA DO NUMERO 4950-BAIRROCENTRO-LA;17/03/2019;3.000000;14:53:00;15:10:00;00:17:00;0.28
702.000000;-46.741010;-23.638200;R JOAQUIM NUNES TEIXEIRA;R JOAQUIM NUNES TEIXEIRA;AV CARLOS CALDEIRA FILHO-AMBOS-CL;17/03/2019;3.000000;15:42:00;17:00:00;01:18:00;1.30
703.000000;-46.672580;-23.532300;R TURIASSU;R TURIASSU;ALTURA DO NUMERO 966-BAIRROCENTRO-LA;17/03/2019;3.000000;15:47:00;16:55:00;01:08:00;1.13
704.000000;-46.706591;-23.661928;AV VITOR MANZINI;AV VITOR MANZINI;ALTURA DO NUMERO 260-AMBOS-SA;17/03/2019;3.000000;15:49:00;16:45:00;00:56:00;0.93
705.000000;-46.679360;-23.661490;AV INTERLAGOS;AV INTERLAGOS;R ENG ALLYRIO HUGUENEY DE MATTOS  AV YERVANT KISSAJIKIAN-AMBOS-AD;17/03/2019;3.000000;15:53:00;16:07:00;00:14:00;0.23
706.000000;-46.734454;-23.675304;AV GUARAPIRANGA;AV. GUARAPIRANGA;ALTURA DO N├ÜMERO 752: PROX SHOPPING FIESTA - BAIRRO/CENTRO;17/03/2019;3.000000;16:03:00;16:41:00;00:38:00;0.63
707.000000;-46.722899;-23.652303;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS;PTE TRANSAMERICA-INTERLAGOSCASTELO-SA;17/03/2019;3.000000;16:10:00;17:28:00;01:18:00;1.30
708.000000;-46.456116;-23.537960;AV JOSE PINHEIRO BORGES;AV JOSE PINHEIRO BORGES;R ITAGIMIRIM-BAIRROCENTRO-IQ;17/03/2019;3.000000;16:10:00;20:27:00;04:17:00;4.28
709.000000;-46.729981;-23.645408;AV JOAO DIAS;AV JOAO DIAS;AV MARIA COELHO AGUIAR-CENTROBAIRRO-MB;17/03/2019;3.000000;16:25:00;16:34:00;00:09:00;0.15
710.000000;-46.720254;-23.772851;ES ECOTURISTICA DE PARELHEIROS;ES. ECOTURISTICA DE PARELHEIROS;ALTURA DO N├ÜMERO 3096 - AMBOS;17/03/2019;3.000000;17:06:00;19:13:00;02:07:00;2.12
711.000000;-46.691250;-23.590400;AV DAS NACOES UNIDAS;AV. DAS. NACOES UNIDAS;AV PRES. JUSCELINO KUBITSCHEK - INTERLAGOS/CASTELO - LOCAL;19/03/2019;3.000000;17:37:00;18:20:00;00:43:00;0.72
712.000000;-46.726630;-23.514120;AV OTAVIANO ALVES DE LIMA;AV. OTAVIANO ALVES DE LIMA (CASA VERDE);PTE ATTILIO FONTANA - A SENNA/CASTELO B - LOCAL;19/03/2019;3.000000;17:40:00;18:19:00;00:39:00;0.65
713.000000;-46.690609;-23.586690;AV DAS NACOES UNIDAS;AV. DAS. NACOES UNIDAS;PTE ENG ROBERTO ROSSI ZUCCOLO - INTERLAGOS/CASTELO - LOCAL;19/03/2019;3.000000;17:45:00;18:19:00;00:34:00;0.57
714.000000;-46.646042;-23.563582;AV BRIG LUIS ANTONIO;AV. BRIG. LUIS ANTONIO;R DOS INGLESES - CENTRO/BAIRRO;19/03/2019;3.000000;17:50:00;19:04:00;01:14:00;1.23
715.000000;-46.638806;-23.549408;AV VINTE E TRES DE MAIO;AV. VINTE E TRES DE MAIO (LIBERDADE);PC DA BANDEIRA - SANTANA/AEROPORTO;19/03/2019;3.000000;18:07:00;18:56:00;00:49:00;0.82
