u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,from,to,grade,grade_abs,flood_count,flood_any,flood_duration_h,Mean Shortest Path Length,Closeness,Eigenvector,bet,Degree,Subgraph Centrality,Pagerank,junction,ref,bridge,tunnel,access,width,elevation,highway_code
163215349,1709028277,0,"[933373475, 970766035]",True,3.0,Avenida Santos Dumont,primary,50.0,False,217.83100000000002,"LINESTRING (-46.629154 -23.5116395, -46.6292021 -23.511972, -46.6292924 -23.5125239, -46.6293887 -23.5131907, -46.6294284 -23.5132995, -46.6294715 -23.513357, -46.6295285 -23.5134102, -46.6295751 -23.5134528, -46.6296329 -23.5135037)",163215349,1709028277,0.028,0.028,0,False,0.0,34.06598577002525,0.02935142546260582,1.826982788831394e-17,0.0016038963892249485,3,4.27746399113169,9.05566154619482e-05,,,,,,,719.0,4
163215349,1677800650,0,289959612,True,3.0,Rua Santa Eulália,primary,,False,28.853,"LINESTRING (-46.6288915 -23.5115426, -46.629154 -23.5116395)",1677800650,163215349,-0.035,0.035,0,False,0.0,35.04028000918063,0.028535309702922305,5.146143393743966e-18,0.0012820846951470016,4,8.029365121729342,0.0001121457218149912,,,,,,,715.5,4
163215426,12072099337,0,"[647497042, 16151399]",True,1.0,Rua Santa Eulália,primary,40.0,False,304.9,"LINESTRING (-46.6289595 -23.5120458, -46.6289089 -23.5119822, -46.6288727 -23.511921, -46.6288344 -23.5118505, -46.6288108 -23.5118068, -46.6287815 -23.5117651, -46.628752 -23.5117282, -46.6286849 -23.511678, -46.6286358 -23.5116538, -46.6285781 -23.5116389, -46.6285101 -23.51163, -46.6284843 -23.5116296, -46.6284685 -23.5116294, -46.6283979 -23.5116283, -46.626291 -23.5116061, -46.6261958 -23.5116066)",163215426,12072099337,0.02,0.02,0,False,0.0,34.073215515262795,0.02934519759930485,1.3274318014794193e-17,1.7941379658101513e-05,5,11.106632719952014,0.00012037171608853187,,,,,,,721.0,4
163215426,1677800650,0,320124209,True,3.0,Avenida Santos Dumont,primary,50.0,False,56.385000000000005,"LINESTRING (-46.6289595 -23.5120458, -46.6289303 -23.5118063, -46.6288915 -23.5115426)",163215426,1677800650,-0.053,0.053,0,False,0.0,34.089396373651596,0.02933126862028917,1.0872871599212268e-17,0.0013786533842541162,5,10.409025936777905,0.0001313292943837649,,,,,,,716.5,4
163219528,163220301,0,1133010476,True,5.0,Avenida Morvan Dias de Figueiredo (Local),trunk,60.0,False,99.85399999999998,"LINESTRING (-46.6162426 -23.5187747, -46.6169255 -23.5184672, -46.6171316 -23.5184005)",163219528,163220301,-0.02,0.02,1,True,16.0,38.910259352765664,0.025697213505414908,-6.687624541820824e-18,0.0010632628155274897,4,6.083532880554305,0.00013869451938072994,,,,,,,724.0,11
163219528,5290081130,0,1134119578,True,3.0,Avenida Otto Baumgart,secondary,,False,184.091,"LINESTRING (-46.6162426 -23.5187747, -46.6163659 -23.5186848, -46.6164289 -23.5186384, -46.6164762 -23.5185766, -46.6164973 -23.5185157, -46.616506 -23.5183592, -46.6164986 -23.5182962, -46.6164701 -23.5182188, -46.6164212 -23.5180946, -46.6163789 -23.5179931, -46.6163655 -23.5178972, -46.6163722 -23.5178117, -46.6164004 -23.5176943, -46.6164071 -23.5176371, -46.6164044 -23.5175784, -46.6163957 -23.5174551, -46.6163768 -23.5172431)",163219528,5290081130,0.054,0.054,0,False,0.0,39.908997016295615,0.025054131070515604,-7.29378407384378e-18,7.554265119200637e-07,4,5.980333407294907,0.0001444642238632995,,,,,,,730.0,7
163219528,462034020,0,1134808244,True,5.0,Avenida Morvan Dias de Figueiredo (Local),trunk,60.0,False,29.049,"LINESTRING (-46.6159913 -23.5188978, -46.6162426 -23.5187747)",462034020,163219528,0.0,0.0,0,False,0.0,39.909341289878355,0.025053914943784686,-4.840752004728484e-18,0.0007094713991115932,3,3.968675897687652,0.00011708614612122414,,,,,,,725.0,11
163220301,2348891023,0,237815995,True,5.0,Avenida Morvan Dias de Figueiredo (Local),trunk,60.0,False,112.21799999999999,"LINESTRING (-46.6171316 -23.5184005, -46.6174872 -23.5182831, -46.617773 -23.5182059, -46.6178594 -23.5181857, -46.6179561 -23.518166, -46.6181903 -23.5181358)",163220301,2348891023,0.0,0.0,0,False,0.0,37.91186596281845,0.026373939049048927,-1.2035010577818142e-17,0.0028348638903986927,4,6.053328150439078,0.00012319454440929984,,,,,,,723.0,11
163220301,5427717503,0,"[945552872, 1134622553]",True,1.0,Avenida Otto Baumgart,secondary,,False,179.507,"LINESTRING (-46.6165857 -23.5172423, -46.6165768 -23.5173758, -46.6165769 -23.5174243, -46.6165769 -23.5174728, -46.6165685 -23.5175587, -46.616547 -23.5176396, -46.6164786 -23.5177803, -46.6164471 -23.5178619, -46.6164367 -23.5179377, -46.6164507 -23.5180288, -46.616511 -23.518164, -46.6166319 -23.5182993, -46.6167075 -23.5183547, -46.6167887 -23.5183836, -46.6168852 -23.5183968, -46.6169942 -23.5184011, -46.6171316 -23.5184005)",5427717503,163220301,0.056,0.056,0,False,0.0,38.910259352765664,0.025697213505414908,-1.3487014734027196e-17,0.0014176837540366529,4,6.121392302912434,0.00013162967879852506,,,,,,,728.0,7
163224738,462042987,0,939058935,True,3.0,Avenida Brás Leme,primary,50.0,False,85.39399999999999,"LINESTRING (-46.6519289 -23.5082507, -46.6520821 -23.5083762, -46.6522072 -23.5084833, -46.6522555 -23.5085247, -46.6524386 -23.5087061, -46.652515 -23.5087971)",163224738,462042987,-0.105,0.105,0,False,0.0,40.70197383520771,0.024566013584190687,8.982904409706796e-18,0.0003162718996572,5,10.959997199083942,0.00012629591049864193,,,,,,,722.5,4
163224738,462043024,0,939058935,True,3.0,Avenida Brás Leme,primary,50.0,False,17.659,"LINESTRING (-46.6517982 -23.5081465, -46.6519289 -23.5082507)",462043024,163224738,0.113,0.113,0,False,0.0,41.6891209547854,0.023984320591060863,8.548300578735461e-18,8.441891270706713e-05,3,5.154131096105094,8.992794484648436e-05,,,,,,,728.0,4
163224738,2283841563,0,38896204,True,1.0,,primary_link,,False,13.353,"LINESTRING (-46.6518081 -23.5082925, -46.6518297 -23.5082909, -46.6518662 -23.5082812, -46.6518914 -23.5082722, -46.6519289 -23.5082507)",2283841563,163224738,0.0,0.0,0,False,0.0,41.16054624741795,0.024292321975727196,5.608506224952963e-18,0.0002800743792943636,4,6.847145078460137,0.00011486990879832625,,,,,,,727.0,5
163226159,462043012,0,244821386,True,2.0,Avenida Brás Leme,primary,50.0,False,86.719,"LINESTRING (-46.6529955 -23.5109689, -46.6528986 -23.5101941)",163226159,462043012,-0.012,0.012,0,False,0.0,38.390521000688544,0.02604510738786674,2.2503860365425994e-17,0.0027233755276811563,5,11.067248408774356,0.00011579239444335532,,,,,,,729.5,4
163226159,453648901,0,202231304,True,1.0,Rua Marambaia,residential,,False,60.73400000000001,"LINESTRING (-46.6529955 -23.5109689, -46.6529492 -23.5109547, -46.6529303 -23.5109484, -46.6528976 -23.5109375, -46.6528661 -23.5109251, -46.6525334 -23.5107778, -46.652454 -23.5107426)",163226159,453648901,-0.082,0.082,0,False,0.0,38.390865274271285,0.02604487382599286,1.7469564170101313e-17,0.001493855927321926,5,10.082500442854284,0.00012129715031974808,,,,,,,727.5,6
163226159,462041114,0,244821386,True,2.0,Avenida Brás Leme,primary,50.0,False,156.73000000000002,"LINESTRING (-46.6532129 -23.512364, -46.6531533 -23.5119612, -46.6531464 -23.5119153, -46.6530222 -23.5110897, -46.6530151 -23.5110573, -46.6529955 -23.5109689)",462041114,163226159,-0.006,0.006,0,False,0.0,37.42276795960523,0.026718634047015966,1.1983056258790424e-17,0.0036200038451209456,5,10.375214753795747,0.00011858727377443519,,,,,,,729.5,4
163226159,2386985689,0,"[202231305, 1262741067]",True,2.0,,primary_link,40.0,False,43.867000000000004,"LINESTRING (-46.6532815 -23.5108298, -46.6532808 -23.5108742, -46.6532752 -23.5109153, -46.653266 -23.510943, -46.6532547 -23.5109651, -46.6532355 -23.5109821, -46.6532135 -23.510994, -46.6532017 -23.5109969, -46.6531825 -23.5110016, -46.6531249 -23.5110036, -46.6530982 -23.5110017, -46.6530783 -23.5110002, -46.6530283 -23.5109839, -46.6529955 -23.5109689)",2386985689,163226159,0.091,0.091,0,False,0.0,38.19612118430113,0.026177664410334065,1.3935539863161026e-17,0.0008928511848801887,5,10.64316362359133,0.00011586307893149274,,,,,,,732.0,5
163226161,2387001394,0,244821386,True,2.0,Avenida Brás Leme,primary,50.0,False,51.997,"LINESTRING (-46.652619 -23.5094552, -46.6523497 -23.5090581)",163226161,2387001394,-0.096,0.096,0,False,0.0,40.172366307092034,0.024889876650421926,1.09926913617034e-17,0.001968389681226379,5,12.235301792651121,0.00011356521807109348,,,,,,,721.5,4
163226161,462042994,0,859135292,True,1.0,Rua Antônio Nasimento Moura,residential,,False,63.42,"LINESTRING (-46.652619 -23.5094552, -46.6525498 -23.5094936, -46.6521681 -23.5097057, -46.652087 -23.5097507)",163226161,462042994,0.016,0.016,0,False,0.0,40.16066100527886,0.02489713110069722,2.918549129964258e-17,0.001195021789648214,6,18.136804332376098,0.0001321832689469567,,,,,,,724.5,6
163226161,462042993,0,858933276,True,1.0,Rua Antônio Nasimento Moura,residential,,False,28.986,"LINESTRING (-46.6528684 -23.5093302, -46.6527632 -23.5093848, -46.652752 -23.5093901, -46.6527137 -23.5094075, -46.652619 -23.5094552)",462042993,163226161,0.103,0.103,0,False,0.0,39.70461326600872,0.025183099894215372,6.7352899883116176e-18,0.0012538191531593257,6,17.216259413247485,0.00012950487417101613,,,,,,,725.5,6
163226161,462043012,0,244821386,True,2.0,Avenida Brás Leme,primary,50.0,False,87.2,"LINESTRING (-46.6528986 -23.5101941, -46.6528149 -23.5098896, -46.6527408 -23.5097236, -46.652711 -23.5096569, -46.652647 -23.509509, -46.652619 -23.5094552)",462043012,163226161,0.057,0.057,0,False,0.0,39.37812715170989,0.025391894294182274,2.2759900574124932e-17,0.0017551075960276147,5,13.709813382573127,0.00011187930701570766,,,,,,,726.5,4
163234539,453649400,0,38896212,False,2.0,Rua João Rudge,tertiary,,True,108.844,"LINESTRING (-46.6554547 -23.5144773, -46.6554245 -23.5145323, -46.6552703 -23.5148024, -46.6552362 -23.5148623, -46.6551644 -23.5149914, -46.6550005 -23.5152733, -46.6549592 -23.5153443)",453649400,163234539,0.009,0.009,0,False,0.0,36.35976589396374,0.027499771177159377,1.0777681830689949e-17,0.000497259501471382,5,9.998024558433562,0.00012703629774953062,,,,,,,725.5,9
163234539,11772486139,0,1020165660,True,2.0,,trunk_link,,False,93.28000000000002,"LINESTRING (-46.6549592 -23.5153443, -46.6551188 -23.5154974, -46.6552066 -23.5155644, -46.6552864 -23.5156105, -46.6553702 -23.5156456, -46.65544 -23.515661, -46.6555707 -23.5156818, -46.6557484 -23.5156997)",163234539,11772486139,-0.054,0.054,0,False,0.0,35.39453752582052,0.028249704955451517,1.7878418620907487e-17,0.004176564327778053,4,6.19225280426189,0.00011143728882909924,,,,,,,722.5,12
163234539,2540005271,0,1025307705,True,2.0,,tertiary,,False,104.799,"LINESTRING (-46.6543067 -23.5146161, -46.6548976 -23.5152756, -46.6549592 -23.5153443)",2540005271,163234539,0.0,0.0,0,False,0.0,36.09570805600183,0.02770094551373761,5.881418662548251e-18,0.003960323488740934,4,6.238533326707556,0.00011272495603339454,,,,,,,725.0,9
165447673,1421376033,0,418821249,True,3.0,Avenida Paulista,secondary,50.0,False,20.811,"LINESTRING (-46.662899 -23.5555563, -46.6629786 -23.5554862, -46.6630462 -23.5554266)",165447673,1421376033,0.048,0.048,0,False,0.0,28.41106265779206,0.03519351789767908,1.6537571397887026e-10,0.0385231008797823,4,5.978408738307615,0.00011173621938395748,,,,,,,824.5,7
165447673,4350479456,0,"[952867554, 407769038, 972565238]",True,4.0,Rua da Consolação,primary,50.0,False,41.617000000000004,"LINESTRING (-46.662899 -23.5555563, -46.6629529 -23.5556002, -46.6629848 -23.5556262, -46.6630117 -23.555648, -46.6632045 -23.5558046)",165447673,4350479456,-0.12,0.12,0,False,0.0,28.411636447096626,0.03519280714438624,1.6341104095736218e-10,0.008985798359289159,4,6.246802327184201,0.00011178301963445239,,,,,,,821.5,4
165447673,1944434934,0,405489974,True,4.0,Rua da Consolação,primary,50.0,False,260.322,"LINESTRING (-46.6609977 -23.5539932, -46.6610558 -23.5540412, -46.6613005 -23.5542432, -46.6617198 -23.5545874, -46.6619851 -23.5548057, -46.6621937 -23.5549773, -46.6622967 -23.5550608, -46.6623489 -23.5551044, -46.6623955 -23.5551433, -46.6626582 -23.5553588, -46.6627731 -23.5554531, -46.6627914 -23.5554681, -46.662899 -23.5555563)",1944434934,165447673,-0.027,0.027,0,False,0.0,28.000573789304568,0.035709455444124315,7.826095336325181e-10,0.04461825969120934,4,6.532665549631761,0.0001044259370251628,,,,,,,820.5,4
165452024,457051446,0,426255083,True,3.0,Rua das Palmeiras,secondary,,False,74.83600000000001,"LINESTRING (-46.6538428 -23.535333, -46.6537151 -23.5354319, -46.6534172 -23.5356644, -46.6532834 -23.5357688)",165452024,457051446,-0.027,0.027,0,False,0.0,24.459949506541196,0.040878467139586386,9.050475640021413e-09,0.030359458374299483,5,11.372686959627655,0.00011408001884918397,,,,,,,752.0,7
165452024,1964889341,0,"[426255056, 230629144, 935617321]",False,3.0,Avenida Angélica,secondary,40.0,False,189.454,"LINESTRING (-46.654346 -23.5369731, -46.6543085 -23.5368552, -46.6542614 -23.5367027, -46.6540392 -23.5359841, -46.6539508 -23.5356991, -46.6538904 -23.5354882, -46.6538428 -23.535333)",1964889341,165452024,0.042,0.042,0,False,0.0,24.391094789993115,0.04099386479975911,1.4488684658453868e-08,0.005934127059969407,6,17.073484294739725,0.00012459465931243324,,,,,,,757.0,7
165452024,457051450,0,231338668,True,3.0,Praça Marechal Deodoro,secondary,,False,129.25199999999998,"LINESTRING (-46.6548117 -23.5345833, -46.6547257 -23.53465, -46.6539685 -23.5352379, -46.6538428 -23.535333)",457051450,165452024,0.008,0.008,0,False,0.0,23.771402341060362,0.04206252655157765,1.4352338419964789e-08,0.029437271459873064,5,12.61291967376224,0.00010635749100388405,,,,,,,753.5,7
165452024,457052409,0,244739159,True,3.0,Avenida Angélica,secondary,50.0,False,47.082,"LINESTRING (-46.6537213 -23.5349245, -46.6537476 -23.5350128, -46.6538193 -23.5352539, -46.6538428 -23.535333)",457052409,165452024,0.106,0.106,0,False,0.0,24.303190268533395,0.04114213941013703,1.2079532207938798e-08,0.006528584772641171,6,16.701595199348052,0.00012636042776021763,,,,,,,755.5,7
165453954,409011547,0,244821403,True,3.0,Rua das Palmeiras,secondary,,False,123.727,"LINESTRING (-46.650809 -23.5376543, -46.6507136 -23.5377264, -46.6506932 -23.5377415, -46.6500349 -23.5382484, -46.6498786 -23.5383688)",409011547,165453954,0.032,0.032,0,False,0.0,24.561510213449623,0.04070943657167954,1.368684307857332e-07,0.031136099780762632,5,11.09691257314297,0.00011490273153237156,,,,,,,751.0,7
165453954,2395213195,0,410083047,True,3.0,Rua Helvétia,residential,,False,102.293,"LINESTRING (-46.6490318 -23.5378753, -46.649088 -23.5379082, -46.649295 -23.5380293, -46.6497542 -23.5382981, -46.6497669 -23.5383055, -46.649804 -23.5383258, -46.6498786 -23.5383688)",2395213195,165453954,-0.039,0.039,0,False,0.0,24.33142070231811,0.04109440440704826,2.520267667364867e-07,0.002045443185442226,5,10.45510118744566,0.00011984829125173065,,,,,,,747.0,6
165455646,1954972582,0,230628808,True,3.0,Rua Amaral Gurgel,secondary,50.0,False,80.11200000000001,"LINESTRING (-46.6479227 -23.5446816, -46.6479259 -23.5447855, -46.6479418 -23.5452997, -46.6479441 -23.5454018)",165455646,1954972582,-0.05,0.05,0,False,0.0,22.832912554509985,0.04379140154599278,5.8332980432944185e-05,0.021797769049244114,6,18.54662769037791,0.00012194495529765775,,,,,,,755.0,7
165455646,165455651,0,230628808,True,3.0,Rua Amaral Gurgel,secondary,50.0,False,97.098,"LINESTRING (-46.6478967 -23.5438087, -46.6478992 -23.5438953, -46.6479202 -23.5445983, -46.6479227 -23.5446816)",165455651,165455646,0.134,0.134,0,False,0.0,23.704728023869635,0.04218083587089653,5.099947981980745e-05,0.021664625126518202,6,19.147961174744097,0.00011861781988481761,,,,,,,763.5,7
165455651,2441819524,0,424389523,True,2.0,Rua Marquês de Itu,tertiary,40.0,False,101.43799999999999,"LINESTRING (-46.6478967 -23.5438087, -46.6479625 -23.5438069, -46.6479929 -23.543806, -46.6487647 -23.5437842, -46.6487892 -23.5437835, -46.6488913 -23.5437806)",165455651,2441819524,-0.069,0.069,0,False,0.0,24.403603396832683,0.04097285248738555,3.086455650431647e-05,0.0018319722436154812,6,18.064046234733752,0.00012152284379839763,,,,,,,766.5,9
165455651,457026789,0,230628808,True,3.0,Rua Amaral Gurgel,secondary,50.0,False,114.029,"LINESTRING (-46.6478662 -23.5427836, -46.6478688 -23.5428707, -46.6478851 -23.5434172, -46.6478937 -23.5437067, -46.6478967 -23.5438087)",457026789,165455651,-0.026,0.026,0,False,0.0,24.350470507229744,0.041062255525708094,3.296963474633596e-05,0.021594685221956268,6,18.53170408269682,0.00012124677429906442,,,,,,,768.5,7
165455653,457026789,0,230628801,True,3.0,Rua Amaral Gurgel,secondary,50.0,False,114.31700000000001,"LINESTRING (-46.6478228 -23.5417563, -46.6478268 -23.541846, -46.6478405 -23.542156, -46.6478621 -23.5426831, -46.6478662 -23.5427836)",165455653,457026789,0.184,0.184,0,False,0.0,24.840257057608447,0.04025261251605392,1.677175788780306e-05,0.021504159944944513,6,17.317044520292242,0.00012741850730793483,,,,,,,756.5,7
165455653,457046381,0,1307357136,True,2.0,Largo do Arouche,tertiary,,False,21.304000000000002,"LINESTRING (-46.6478228 -23.5417563, -46.6477295 -23.541759, -46.6476139 -23.5417615)",165455653,457046381,0.0,0.0,0,False,0.0,24.787697957310076,0.040337962962962964,1.278857449411024e-05,0.013017824414453172,6,18.044223839662266,0.00012647019528735944,,,,,,,746.0,9
165455653,445798593,0,932946871,True,3.0,Rua Jaguaribe,tertiary,,False,102.774,"LINESTRING (-46.6488297 -23.5417098, -46.6487305 -23.5417143, -46.6480458 -23.5417449, -46.6479262 -23.541751, -46.6478228 -23.5417563)",445798593,165455653,0.097,0.097,0,False,0.0,25.071838420931833,0.03988081070689687,6.948452592234763e-06,0.011198505564912352,5,11.338649256907072,0.0001148419790690515,,,,,,,751.0,9
165456297,1464777422,0,"[133125288, 133125289]",True,2.0,,trunk_link,50.0,False,167.33300000000003,"LINESTRING (-46.6479536 -23.5463311, -46.6478911 -23.5464434, -46.6476783 -23.5471916, -46.6474806 -23.5476403, -46.6473905 -23.5477296)",165456297,1464777422,-0.006,0.006,0,False,0.0,21.177989442276797,0.04721341678181473,3.57459055952745e-06,0.0320008113280738,4,6.02567803673759,0.00011122395490013218,,,,yes,,,769.5,12
165456297,1954972633,0,542137841,True,2.0,Rua Amaral Gurgel,secondary,40.0,False,93.68100000000001,"LINESTRING (-46.6479536 -23.5463311, -46.6479366 -23.5467554, -46.6479311 -23.546965, -46.6479364 -23.5471119, -46.6479427 -23.5471729)",165456297,1954972633,-0.053,0.053,0,False,0.0,21.958801927932065,0.045534599083350315,3.814775757198203e-06,0.002583747527394598,4,6.10005691390926,0.0001090037959481851,,,,,,,767.5,7
165456297,2140878099,0,230628800,True,3.0,Rua Amaral Gurgel,secondary,50.0,False,13.859,"LINESTRING (-46.6479504 -23.5462065, -46.6479536 -23.5463311)",2140878099,165456297,-0.072,0.072,0,False,0.0,21.943883406013313,0.04556555572406508,8.347155277334485e-06,0.03431764148792331,4,6.3575234317183975,0.00010508807366786766,,,,,,,769.5,7
165458362,457563244,0,15069427,True,2.0,Rua Marquês de Paranaguá,residential,50.0,False,133.378,"LINESTRING (-46.6505617 -23.5485003, -46.6505228 -23.5486006, -46.6501555 -23.5495561, -46.6501265 -23.5496315)",165458362,457563244,0.097,0.097,0,False,0.0,22.531099380307552,0.04437800505256295,4.848830649297259e-06,0.00020591667670754403,4,7.686471393366805,0.00010107273661929197,,,,,,,779.5,6
165458362,457563240,0,230628805,True,4.0,Rua da Consolação,primary,50.0,False,118.523,"LINESTRING (-46.6516562 -23.5488599, -46.6512402 -23.5487173, -46.6505617 -23.5485003)",457563240,165458362,0.143,0.143,0,False,0.0,22.719876061510213,0.044009273617165286,3.856945262786188e-06,0.014003656012508855,4,7.656195140594882,0.00010114046427683963,,,,,,,781.5,4
165459105,165467259,0,"[15069448, 1313065308]",False,2.0,Rua Frei Caneca,residential,40.0,True,173.43300000000002,"LINESTRING (-46.6579027 -23.5578742, -46.6579585 -23.5579435, -46.6583263 -23.5583992, -46.6588381 -23.5590371, -46.6588673 -23.5590697, -46.6589188 -23.559125)",165467259,165459105,0.035,0.035,0,False,0.0,25.674087675005737,0.03894530761116376,2.2768818617597917e-09,0.0025748712658795374,4,7.529118836476001,9.223479544942578e-05,,,,,,,825.0,6
165459105,1953466357,0,"[1313065306, 1313065307]",True,4.0,Avenida Paulista,primary,50.0,False,171.737,"LINESTRING (-46.6589188 -23.559125, -46.6590218 -23.5590329, -46.659845 -23.558285, -46.6601165 -23.5580387)",165459105,1953466357,0.314,0.314,0,False,0.0,25.575854946063806,0.03909489024893659,2.8156352418757134e-09,0.024762629251902382,5,12.077596015458996,0.00010819720568194859,,,,,,,849.0,4
165459105,1953466365,0,230628517,True,4.0,Avenida Paulista,primary,50.0,False,137.508,"LINESTRING (-46.6579536 -23.559989, -46.6583452 -23.5596378, -46.6585211 -23.5594806, -46.6589188 -23.559125)",1953466365,165459105,0.138,0.138,0,False,0.0,25.176727105806748,0.03971466338483978,6.036395476320225e-09,0.02717420248678853,5,11.137368810273793,0.0001108739117543484,,,,,,,831.5,4
165459109,444959647,0,589515206,True,2.0,Rua Frei Caneca,residential,40.0,False,109.29299999999999,"LINESTRING (-46.6572886 -23.5570908, -46.6572257 -23.5570105, -46.6572218 -23.5570055, -46.6566661 -23.5562905)",165459109,444959647,-0.119,0.119,0,False,0.0,26.089740647234336,0.038324844070271744,6.215906184735805e-09,0.012288397164985023,5,11.299381809437023,0.00011495733295470323,,,,,,,825.5,6
165459109,165467259,0,589515206,True,2.0,Rua Frei Caneca,residential,40.0,False,107.27100000000002,"LINESTRING (-46.6579027 -23.5578742, -46.6578376 -23.5577908, -46.6578258 -23.5577756, -46.6573532 -23.5571699, -46.6573263 -23.5571354, -46.6572886 -23.5570908)",165467259,165459109,-0.037,0.037,0,False,0.0,26.203465687399586,0.03815851132317583,3.136437475722961e-09,0.0025309935759788467,5,11.414711254071985,0.0001134610960668514,,,,,,,830.0,6
165459114,444959738,0,16257589,True,2.0,Rua Peixoto Gomide,residential,40.0,False,65.569,"LINESTRING (-46.6553519 -23.5548744, -46.6553278 -23.5549453, -46.6554205 -23.5553575, -46.6554413 -23.5554501)",165459114,444959738,0.061,0.061,0,False,0.0,25.327289419325222,0.03947857291732744,4.410685797065325e-08,0.0023687657325440134,5,11.411302259790219,0.00012097570829508072,,,,,,,800.0,6
165459114,444959649,0,589515206,True,2.0,Rua Frei Caneca,residential,40.0,False,55.814,"LINESTRING (-46.6553519 -23.5548744, -46.6552302 -23.5548083, -46.6549542 -23.5546586, -46.6548807 -23.5546187)",165459114,444959649,-0.072,0.072,0,False,0.0,25.40853798485196,0.039352332776297363,5.005621654076935e-08,0.0051117823495350915,5,10.74318469315578,0.0001239481806560683,,,,,,,796.0,6
165459114,1727245143,0,589515206,True,2.0,Rua Frei Caneca,residential,40.0,False,111.25399999999999,"LINESTRING (-46.6561079 -23.5555652, -46.6560578 -23.5554959, -46.6557752 -23.5551219, -46.6557216 -23.5550715, -46.6554795 -23.5549416, -46.6554425 -23.5549216, -46.6553519 -23.5548744)",1727245143,165459114,0.054,0.054,0,False,0.0,25.20989212761074,0.03966241652593102,4.2572482324490805e-08,0.0019674453980864795,5,10.771921479503078,0.00012056352939395099,,,,,,,801.0,6
165459114,5623136100,0,16257589,True,2.0,Rua Peixoto Gomide,residential,40.0,False,108.91499999999999,"LINESTRING (-46.6558161 -23.553997, -46.6557508 -23.5540718, -46.6557243 -23.5541022, -46.6556686 -23.5541944, -46.6556612 -23.5542102, -46.6553874 -23.5547969, -46.6553772 -23.5548191, -46.6553519 -23.5548744)",5623136100,165459114,0.028,0.028,0,False,0.0,24.91083314207023,0.040138570895505196,1.1173041066163628e-07,0.005989902717432839,5,10.13439623273322,0.0001238206299026112,,,,,,,799.5,6
165460240,8731915392,0,72767317,True,3.0,Rua São Carlos do Pinhal,tertiary,,False,48.306,"LINESTRING (-46.6562841 -23.5583469, -46.6562785 -23.5581805, -46.6562776 -23.5581545, -46.6562731 -23.5580768, -46.6562704 -23.5579127)",165460240,8731915392,0.104,0.104,0,False,0.0,25.31064952949277,0.03950452717438122,3.2087437974285546e-09,0.012367087426643364,4,6.7005305226326675,0.00010320315543440898,,,,,,,815.5,9
165460240,344992859,0,"[1307141422, 72767317, 72778053, 72767350]",True,4.0,Viaduto Professor Bernardino Tranchesi,tertiary,,False,464.74299999999994,"LINESTRING (-46.6540303 -23.5616906, -46.6541196 -23.5616126, -46.654163 -23.5615701, -46.6546496 -23.5610985, -46.6547031 -23.5610523, -46.6558653 -23.560048, -46.6559163 -23.5599903, -46.6560345 -23.5598568, -46.6562147 -23.5596178, -46.6562708 -23.55951, -46.6563223 -23.5593571, -46.65633 -23.5592159, -46.6563113 -23.5587674, -46.6563061 -23.5586538, -46.6563022 -23.558569, -46.6562841 -23.5583469)",344992859,165460240,0.047,0.047,0,False,0.0,24.753155841175122,0.0403942531027033,4.1530049518974696e-09,0.010227090022792476,5,10.179458590880438,0.00012111707409608925,,,yes,,,,824.0,9
165460240,1953466365,0,230628518,True,3.0,Alameda Ministro Rocha Azevedo,residential,40.0,False,249.64099999999996,"LINESTRING (-46.6579536 -23.559989, -46.6578279 -23.559866, -46.657549 -23.5595952, -46.6568085 -23.5588765, -46.656519 -23.5585956, -46.6564318 -23.5585109, -46.6562841 -23.5583469)",1953466365,165460240,0.112,0.112,0,False,0.0,25.366307092035804,0.03941784819174637,6.345038838061801e-09,0.0020148484117094635,5,10.999754537239388,0.00011474649495495975,,,,,,,827.0,6
165461351,444959641,0,16257487,False,1.0,Rua Herculano de Freitas,residential,,True,113.366,"LINESTRING (-46.652634 -23.5551964, -46.652528 -23.555166, -46.6525142 -23.5551621, -46.6517108 -23.554932, -46.6515724 -23.5548924)",444959641,165461351,0.044,0.044,0,False,0.0,25.10408537984852,0.039829582596214066,1.2649009103018246e-07,0.02835820763980458,4,5.910283065658332,0.00011474746924051014,,,,,,,773.5,6
165461351,444959652,0,425923723,True,2.0,Rua Doutor Penaforte Mendes,residential,,False,193.845,"LINESTRING (-46.6515724 -23.5548924, -46.6516181 -23.5547955, -46.6519484 -23.5540948, -46.6519725 -23.5540437, -46.6519824 -23.5540197, -46.6520139 -23.5539526, -46.6522969 -23.5533502, -46.6523246 -23.5532913)",165461351,444959652,0.108,0.108,0,False,0.0,24.599954096855633,0.0406458173947118,1.7036019092229233e-07,0.0006061668236065244,4,5.976988715614044,0.00011656889134044354,,,,,,,781.5,6
165461351,444960269,0,425923723,True,2.0,Rua Doutor Penaforte Mendes,residential,,False,122.37200000000001,"LINESTRING (-46.6511331 -23.5559166, -46.6511745 -23.5558199, -46.6515233 -23.5550067, -46.6515724 -23.5548924)",444960269,165461351,-0.065,0.065,0,False,0.0,24.797108101904982,0.04032265528827019,5.688727154494584e-07,0.02865099836538293,4,5.954903986189528,0.00011546275797357938,,,,,,,767.0,6
