osmid,y,x,highway,street_count,elevation,ref,geometry
387903319,-23.5840407,-46.6402273,,3,802.0,,POINT (-46.6402273 -23.5840407)
387903326,-23.5840819,-46.6397227,,3,808.0,,POINT (-46.6397227 -23.5840819)
387903328,-23.5840136,-46.6394683,,2,805.0,,POINT (-46.6394683 -23.5840136)
387903351,-23.5838008,-46.6393259,,2,801.0,,POINT (-46.6393259 -23.5838008)
387903373,-23.5823317,-46.6400046,,3,823.0,,POINT (-46.6400046 -23.5823317)
388395409,-23.5813977,-46.6411928,,3,803.0,,POINT (-46.6411928 -23.5813977)
388395410,-23.580819,-46.6429806,,3,798.0,,POINT (-46.6429806 -23.580819)
388395411,-23.5805608,-46.6415704,,3,800.0,,POINT (-46.6415704 -23.5805608)
388395416,-23.5795172,-46.6420408,traffic_signals,4,821.0,,POINT (-46.6420408 -23.5795172)
388512044,-23.5811332,-46.6429427,,3,800.0,,POINT (-46.6429427 -23.5811332)
389062998,-23.5785748,-46.6457283,,3,789.0,,POINT (-46.6457283 -23.5785748)
389063000,-23.5776437,-46.6428959,traffic_signals,4,817.0,,POINT (-46.6428959 -23.5776437)
389063002,-23.5795581,-46.6471586,,3,778.0,,POINT (-46.6471586 -23.5795581)
389063004,-23.579119,-46.6467848,,3,793.0,,POINT (-46.6467848 -23.579119)
389063010,-23.5808367,-46.6461136,,3,791.0,,POINT (-46.6461136 -23.5808367)
389063011,-23.5800299,-46.6464542,,4,787.0,,POINT (-46.6464542 -23.5800299)
389063013,-23.5793018,-46.6467684,,3,789.0,,POINT (-46.6467684 -23.5793018)
389063015,-23.5803499,-46.6439734,,3,800.0,,POINT (-46.6439734 -23.5803499)
389063017,-23.5793216,-46.6443744,traffic_signals,4,806.0,,POINT (-46.6443744 -23.5793216)
389063019,-23.5782646,-46.6447864,,3,798.0,,POINT (-46.6447864 -23.5782646)
389063023,-23.5807141,-46.6455744,,3,794.0,,POINT (-46.6455744 -23.5807141)
389063025,-23.5800815,-46.6453034,,1,804.0,,POINT (-46.6453034 -23.5800815)
389063027,-23.5796921,-46.6454621,,3,806.0,,POINT (-46.6454621 -23.5796921)
389063080,-23.5769093,-46.6432259,traffic_signals,3,815.0,,POINT (-46.6432259 -23.5769093)
389063082,-23.5765436,-46.6410789,traffic_signals,4,827.0,,POINT (-46.6410789 -23.5765436)
389063083,-23.581618,-46.6417494,,3,810.0,,POINT (-46.6417494 -23.581618)
389063085,-23.5806791,-46.6420997,,3,799.0,,POINT (-46.6420997 -23.5806791)
395597252,-23.5581295,-46.6070112,,3,735.0,,POINT (-46.6070112 -23.5581295)
395597261,-23.5581229,-46.6036331,,3,747.0,,POINT (-46.6036331 -23.5581229)
395597268,-23.5595092,-46.6035931,,3,749.0,,POINT (-46.6035931 -23.5595092)
395597275,-23.5604959,-46.6032033,,3,746.0,,POINT (-46.6032033 -23.5604959)
395763856,-23.555406,-46.6401804,traffic_signals,4,771.0,,POINT (-46.6401804 -23.555406)
395763863,-23.5552668,-46.6420011,traffic_signals,4,760.0,,POINT (-46.6420011 -23.5552668)
395763876,-23.5526918,-46.6432759,traffic_signals,4,765.0,,POINT (-46.6432759 -23.5526918)
395763882,-23.5518927,-46.6433593,,3,778.0,,POINT (-46.6433593 -23.5518927)
395763887,-23.5510967,-46.6434406,traffic_signals,4,779.0,,POINT (-46.6434406 -23.5510967)
395763898,-23.5530709,-46.6469304,,3,762.0,,POINT (-46.6469304 -23.5530709)
395763901,-23.5551595,-46.6480054,,3,760.0,,POINT (-46.6480054 -23.5551595)
395763907,-23.5547293,-46.648853,traffic_signals,4,753.0,,POINT (-46.648853 -23.5547293)
395763917,-23.5494821,-46.6404001,crossing,3,750.0,,POINT (-46.6404001 -23.5494821)
395763930,-23.5502283,-46.6385731,,3,746.0,,POINT (-46.6385731 -23.5502283)
395763938,-23.5510846,-46.6381407,,2,746.0,,POINT (-46.6381407 -23.5510846)
395763941,-23.5513314,-46.6402991,traffic_signals,4,758.0,,POINT (-46.6402991 -23.5513314)
395763951,-23.5550124,-46.6402628,,3,779.0,,POINT (-46.6402628 -23.5550124)
396034408,-23.5422511,-46.6589744,,4,786.0,,POINT (-46.6589744 -23.5422511)
396034417,-23.5594979,-46.6365143,,3,760.0,,POINT (-46.6365143 -23.5594979)
396034420,-23.5601098,-46.6349145,,3,750.0,,POINT (-46.6349145 -23.5601098)
396034426,-23.5583538,-46.626397,traffic_signals,3,729.0,,POINT (-46.626397 -23.5583538)
396034427,-23.5568419,-46.6266079,traffic_signals,4,727.0,A-253,POINT (-46.6266079 -23.5568419)
396034430,-23.5562066,-46.6266987,,3,732.0,,POINT (-46.6266987 -23.5562066)
396034439,-23.553683,-46.6238465,,3,729.0,,POINT (-46.6238465 -23.553683)
396034442,-23.5541111,-46.6239362,traffic_signals,3,728.0,,POINT (-46.6239362 -23.5541111)
396034445,-23.5548386,-46.6240972,,3,732.0,,POINT (-46.6240972 -23.5548386)
396034448,-23.5541997,-46.6225114,,3,729.0,,POINT (-46.6225114 -23.5541997)
396034450,-23.552208,-46.6223953,,3,735.0,,POINT (-46.6223953 -23.552208)
396034457,-23.5138122,-46.6213589,traffic_signals,4,730.0,,POINT (-46.6213589 -23.5138122)
396034492,-23.5132733,-46.624942,traffic_signals,4,723.0,,POINT (-46.624942 -23.5132733)
396151763,-23.5526509,-46.6557672,,3,816.0,,POINT (-46.6557672 -23.5526509)
396151766,-23.5534754,-46.6552859,,3,798.0,,POINT (-46.6552859 -23.5534754)
396151769,-23.5507349,-46.6532157,,3,798.0,,POINT (-46.6532157 -23.5507349)
396151775,-23.5429888,-46.6595639,traffic_signals,5,792.0,,POINT (-46.6595639 -23.5429888)
396151778,-23.5435275,-46.6604857,,3,809.0,,POINT (-46.6604857 -23.5435275)
396151785,-23.5447113,-46.6610836,,3,789.0,,POINT (-46.6610836 -23.5447113)
396151789,-23.5405298,-46.6615359,,3,803.0,,POINT (-46.6615359 -23.5405298)
396151795,-23.5398942,-46.6597542,,3,788.0,,POINT (-46.6597542 -23.5398942)
396151801,-23.535613,-46.6584145,traffic_signals,4,756.0,,POINT (-46.6584145 -23.535613)
396151803,-23.5386762,-46.6593457,,4,767.0,,POINT (-46.6593457 -23.5386762)
396152092,-23.5100121,-46.6509908,,3,729.0,,POINT (-46.6509908 -23.5100121)
396152101,-23.5231529,-46.6528719,traffic_signals,4,729.0,,POINT (-46.6528719 -23.5231529)
396152104,-23.524823,-46.6528147,,4,727.0,,POINT (-46.6528147 -23.524823)
396152107,-23.5257456,-46.6527923,traffic_signals,4,730.0,,POINT (-46.6527923 -23.5257456)
396152109,-23.526607,-46.6527694,,4,730.0,,POINT (-46.6527694 -23.526607)
396152115,-23.5269977,-46.6485817,,3,734.0,,POINT (-46.6485817 -23.5269977)
396152160,-23.5389825,-46.6739487,,3,761.0,,POINT (-46.6739487 -23.5389825)
396152163,-23.5394753,-46.6732015,,4,776.0,,POINT (-46.6732015 -23.5394753)
396152166,-23.5401976,-46.6721079,,4,805.0,,POINT (-46.6721079 -23.5401976)
396152169,-23.5411006,-46.6707638,traffic_signals,4,810.0,,POINT (-46.6707638 -23.5411006)
396152173,-23.5422444,-46.6690858,,3,793.0,,POINT (-46.6690858 -23.5422444)
396152176,-23.5423061,-46.6717669,traffic_signals,4,800.0,,POINT (-46.6717669 -23.5423061)
396152184,-23.537444,-46.6679554,,4,790.0,,POINT (-46.6679554 -23.537444)
396152187,-23.5362106,-46.66702,traffic_signals,4,779.0,,POINT (-46.66702 -23.5362106)
396152192,-23.5347914,-46.6659371,traffic_signals,4,761.0,,POINT (-46.6659371 -23.5347914)
396152196,-23.5353334,-46.6683172,,4,765.0,,POINT (-46.6683172 -23.5353334)
396152200,-23.5371032,-46.6657148,,3,761.0,,POINT (-46.6657148 -23.5371032)
396152203,-23.5376798,-46.6648163,,3,758.0,,POINT (-46.6648163 -23.5376798)
396152209,-23.5359169,-46.6639398,,4,756.0,,POINT (-46.6639398 -23.5359169)
396152212,-23.5349898,-46.6634931,,3,750.0,,POINT (-46.6634931 -23.5349898)
396152216,-23.5339525,-46.667409,,3,759.0,,POINT (-46.667409 -23.5339525)
396152219,-23.5369947,-46.6635656,traffic_signals,4,746.0,,POINT (-46.6635656 -23.5369947)
396152225,-23.5354064,-46.6625976,,3,742.0,,POINT (-46.6625976 -23.5354064)
396152228,-23.5357416,-46.6618118,,4,757.0,,POINT (-46.6618118 -23.5357416)
396152231,-23.5361795,-46.6607852,,3,768.0,,POINT (-46.6607852 -23.5361795)
408400430,-23.5668918,-46.6032805,,3,730.0,,POINT (-46.6032805 -23.5668918)
408400432,-23.5663519,-46.6053734,,3,737.0,,POINT (-46.6053734 -23.5663519)
408401545,-23.5657823,-46.6006876,traffic_signals,4,757.0,,POINT (-46.6006876 -23.5657823)
408402700,-23.5643326,-46.6013687,traffic_signals,4,758.0,,POINT (-46.6013687 -23.5643326)
408411553,-23.5552091,-46.6031957,traffic_signals,3,747.0,,POINT (-46.6031957 -23.5552091)
408433946,-23.5588597,-46.6036995,,4,752.0,,POINT (-46.6036995 -23.5588597)
408433986,-23.5582277,-46.6013844,,4,751.0,,POINT (-46.6013844 -23.5582277)
408494650,-23.5208662,-46.6458315,traffic_signals,4,731.0,,POINT (-46.6458315 -23.5208662)
408494956,-23.52138,-46.6466335,traffic_signals,4,731.0,,POINT (-46.6466335 -23.52138)
408495087,-23.5229409,-46.6473112,traffic_signals,4,728.0,,POINT (-46.6473112 -23.5229409)
409011544,-23.5415804,-46.6545247,traffic_signals,4,768.0,,POINT (-46.6545247 -23.5415804)
409011547,-23.5376543,-46.650809,traffic_signals,4,753.0,,POINT (-46.650809 -23.5376543)
409011555,-23.5378344,-46.6613545,,3,772.0,,POINT (-46.6613545 -23.5378344)
409292758,-23.5133963,-46.6210563,,3,726.0,,POINT (-46.6210563 -23.5133963)
409292774,-23.5114518,-46.6214209,traffic_signals,4,727.0,,POINT (-46.6214209 -23.5114518)
409500676,-23.5711603,-46.6045641,,3,735.0,,POINT (-46.6045641 -23.5711603)
409500677,-23.5714376,-46.6078326,,3,730.0,,POINT (-46.6078326 -23.5714376)
409500678,-23.5712553,-46.6056079,,4,731.0,,POINT (-46.6056079 -23.5712553)
409500679,-23.5713552,-46.6068074,,4,728.0,,POINT (-46.6068074 -23.5713552)
409500680,-23.5695472,-46.606952,,3,725.0,,POINT (-46.606952 -23.5695472)
409500681,-23.5702687,-46.6057041,,3,727.0,,POINT (-46.6057041 -23.5702687)
409500682,-23.5723197,-46.6043193,,3,744.0,,POINT (-46.6043193 -23.5723197)
409500684,-23.5725672,-46.6077483,,3,730.0,,POINT (-46.6077483 -23.5725672)
409500685,-23.5724038,-46.6055142,,4,736.0,,POINT (-46.6055142 -23.5724038)
409500687,-23.5724953,-46.606716,,4,732.0,,POINT (-46.606716 -23.5724953)
409500690,-23.5737019,-46.6076619,,3,732.0,,POINT (-46.6076619 -23.5737019)
409500692,-23.573531,-46.6054076,,4,739.0,,POINT (-46.6054076 -23.573531)
409500693,-23.5736275,-46.6066105,,4,735.0,,POINT (-46.6066105 -23.5736275)
409500697,-23.5746661,-46.6053003,traffic_signals,4,729.0,,POINT (-46.6053003 -23.5746661)
409500698,-23.5745155,-46.6035483,,4,744.0,,POINT (-46.6035483 -23.5745155)
409500700,-23.574768,-46.6064951,mini_roundabout,4,733.0,,POINT (-46.6064951 -23.574768)
409500701,-23.5748661,-46.6075074,,3,737.0,,POINT (-46.6075074 -23.5748661)
409500703,-23.5760919,-46.6086791,,3,736.0,,POINT (-46.6086791 -23.5760919)
409500704,-23.5758043,-46.6052048,,3,745.0,,POINT (-46.6052048 -23.5758043)
409500706,-23.575894,-46.6063864,,4,740.0,,POINT (-46.6063864 -23.575894)
409500707,-23.5759968,-46.6074067,,4,737.0,,POINT (-46.6074067 -23.5759968)
409500712,-23.5768884,-46.6050787,traffic_signals,4,738.0,,POINT (-46.6050787 -23.5768884)
409500714,-23.5769883,-46.6062938,traffic_signals,4,742.0,,POINT (-46.6062938 -23.5769883)
409500715,-23.5770705,-46.6072975,,4,740.0,,POINT (-46.6072975 -23.5770705)
409500717,-23.5765701,-46.6106005,traffic_signals,4,739.0,,POINT (-46.6106005 -23.5765701)
409500723,-23.57851,-46.6071705,traffic_signals,4,740.0,,POINT (-46.6071705 -23.57851)
409500725,-23.5786301,-46.6085848,traffic_signals,4,741.0,,POINT (-46.6085848 -23.5786301)
409500735,-23.5800339,-46.6080522,traffic_signals,4,746.0,,POINT (-46.6080522 -23.5800339)
409501006,-23.5771815,-46.6087165,traffic_signals,4,737.0,,POINT (-46.6087165 -23.5771815)
410258122,-23.5117411,-46.6214121,,3,731.0,,POINT (-46.6214121 -23.5117411)
411433296,-23.579114,-46.6119087,,3,741.0,,POINT (-46.6119087 -23.579114)
413363225,-23.5774342,-46.6103896,traffic_signals,4,731.0,,POINT (-46.6103896 -23.5774342)
413363244,-23.5828689,-46.6110672,,3,762.0,,POINT (-46.6110672 -23.5828689)
413363252,-23.5837863,-46.611065,traffic_signals,4,772.0,,POINT (-46.611065 -23.5837863)
413363272,-23.587076,-46.6143886,,4,762.0,,POINT (-46.6143886 -23.587076)
413363285,-23.5842473,-46.6144056,,4,738.0,,POINT (-46.6144056 -23.5842473)
413363287,-23.5859568,-46.6140145,,3,751.0,,POINT (-46.6140145 -23.5859568)
413363296,-23.5852606,-46.6151695,,4,744.0,,POINT (-46.6151695 -23.5852606)
413363297,-23.5848164,-46.6123434,,3,763.0,,POINT (-46.6123434 -23.5848164)
413363298,-23.5849871,-46.6153915,,4,744.0,,POINT (-46.6153915 -23.5849871)
413363300,-23.5856202,-46.6157267,,3,744.0,,POINT (-46.6157267 -23.5856202)
413363304,-23.5850372,-46.6141939,,4,745.0,,POINT (-46.6141939 -23.5850372)
413363305,-23.5847926,-46.6121433,,4,764.0,,POINT (-46.6121433 -23.5847926)
413363307,-23.5846557,-46.6110077,,3,782.0,,POINT (-46.6110077 -23.5846557)
413363309,-23.583427,-46.6154437,,3,733.0,,POINT (-46.6154437 -23.583427)
413363313,-23.5840294,-46.615722,,3,735.0,,POINT (-46.615722 -23.5840294)
413363315,-23.5845509,-46.6149885,,3,735.0,,POINT (-46.6149885 -23.5845509)
413363317,-23.5852705,-46.6167291,,4,737.0,,POINT (-46.6167291 -23.5852705)
413363319,-23.5860617,-46.6146655,,3,749.0,,POINT (-46.6146655 -23.5860617)
413363322,-23.5844882,-46.6160195,,4,736.0,,POINT (-46.6160195 -23.5844882)
413363351,-23.5826577,-46.6146033,,3,732.0,,POINT (-46.6146033 -23.5826577)
413363361,-23.5849305,-46.6132973,,4,756.0,,POINT (-46.6132973 -23.5849305)
413363362,-23.5858822,-46.6131824,,4,757.0,,POINT (-46.6131824 -23.5858822)
413363369,-23.5840658,-46.6133972,,4,744.0,,POINT (-46.6133972 -23.5840658)
413363383,-23.5857624,-46.6131997,,3,758.0,,POINT (-46.6131997 -23.5857624)
413363384,-23.5829666,-46.6123277,traffic_signals,4,757.0,,POINT (-46.6123277 -23.5829666)
413363386,-23.5819476,-46.6141617,traffic_signals,4,735.0,,POINT (-46.6141617 -23.5819476)
413363388,-23.5825905,-46.6130552,,3,739.0,,POINT (-46.6130552 -23.5825905)
413363392,-23.5824337,-46.6133295,,4,742.0,,POINT (-46.6133295 -23.5824337)
413363394,-23.5831503,-46.6138333,,3,741.0,,POINT (-46.6138333 -23.5831503)
413363396,-23.5819323,-46.6129766,,3,736.0,,POINT (-46.6129766 -23.5819323)
413363398,-23.581405,-46.6138187,,3,730.0,,POINT (-46.6138187 -23.581405)
413363401,-23.5831185,-46.6149263,,3,733.0,,POINT (-46.6149263 -23.5831185)
413363408,-23.5841323,-46.6139535,,3,744.0,,POINT (-46.6139535 -23.5841323)
413363412,-23.5818032,-46.614384,traffic_signals,4,730.0,,POINT (-46.614384 -23.5818032)
413363414,-23.580953,-46.6155607,traffic_signals,4,748.0,,POINT (-46.6155607 -23.580953)
413363419,-23.5839959,-46.6128164,,3,751.0,,POINT (-46.6128164 -23.5839959)
413363421,-23.5790517,-46.6112405,,3,729.0,,POINT (-46.6112405 -23.5790517)
413363423,-23.5801656,-46.6107883,,3,738.0,,POINT (-46.6107883 -23.5801656)
413363425,-23.5799144,-46.612646,,3,738.0,,POINT (-46.612646 -23.5799144)
413363427,-23.5804207,-46.6130585,,3,736.0,,POINT (-46.6130585 -23.5804207)
413363430,-23.5825497,-46.6119706,,4,755.0,,POINT (-46.6119706 -23.5825497)
413363431,-23.581355,-46.6108891,,3,743.0,,POINT (-46.6108891 -23.581355)
413363432,-23.5817253,-46.6112715,,3,739.0,,POINT (-46.6112715 -23.5817253)
413363435,-23.5828911,-46.6116894,,3,759.0,,POINT (-46.6116894 -23.5828911)
413363440,-23.5774178,-46.6111326,,3,732.0,,POINT (-46.6111326 -23.5774178)
413363443,-23.5784325,-46.6114128,traffic_signals,4,728.0,,POINT (-46.6114128 -23.5784325)
413363452,-23.5803086,-46.611234,,3,739.0,,POINT (-46.611234 -23.5803086)
413363456,-23.5805217,-46.6118964,,3,735.0,,POINT (-46.6118964 -23.5805217)
413363474,-23.5858956,-46.6133208,,3,757.0,,POINT (-46.6133208 -23.5858956)
413363476,-23.5864678,-46.6151769,,4,750.0,,POINT (-46.6151769 -23.5864678)
413363479,-23.5858143,-46.6120179,,3,771.0,,POINT (-46.6120179 -23.5858143)
413363487,-23.5809024,-46.6134448,,3,732.0,,POINT (-46.6134448 -23.5809024)
413363489,-23.5821491,-46.6116313,,3,747.0,,POINT (-46.6116313 -23.5821491)
413363493,-23.5870315,-46.6183105,,3,743.0,,POINT (-46.6183105 -23.5870315)
413363500,-23.5865393,-46.6189325,,3,744.0,,POINT (-46.6189325 -23.5865393)
413363559,-23.5854039,-46.6181965,traffic_signals,4,743.0,,POINT (-46.6181965 -23.5854039)
413363590,-23.5868462,-46.6141784,,4,760.0,,POINT (-46.6141784 -23.5868462)
413363592,-23.586887,-46.6146329,,3,757.0,,POINT (-46.6146329 -23.586887)
413363599,-23.5876113,-46.6175464,,3,740.0,,POINT (-46.6175464 -23.5876113)
413363601,-23.5865654,-46.6165741,traffic_signals,4,744.0,,POINT (-46.6165741 -23.5865654)
413363603,-23.5858691,-46.6159529,,4,741.0,,POINT (-46.6159529 -23.5858691)
413363605,-23.5839246,-46.612226,traffic_signals,4,758.0,,POINT (-46.612226 -23.5839246)
413363610,-23.5859684,-46.6173469,,4,738.0,,POINT (-46.6173469 -23.5859684)
413363612,-23.5871644,-46.6158076,traffic_signals,4,749.0,,POINT (-46.6158076 -23.5871644)
413371928,-23.5740896,-46.6036686,,3,736.0,,POINT (-46.6036686 -23.5740896)
415141353,-23.5852181,-46.6184835,traffic_signals,4,740.0,,POINT (-46.6184835 -23.5852181)
415513296,-23.5782854,-46.6111513,traffic_signals,3,728.0,,POINT (-46.6111513 -23.5782854)
415513301,-23.5785735,-46.611371,traffic_signals,4,728.0,,POINT (-46.611371 -23.5785735)
415513302,-23.5776234,-46.6102908,traffic_signals,4,730.0,,POINT (-46.6102908 -23.5776234)
415513303,-23.5771911,-46.6091065,traffic_signals,4,736.0,,POINT (-46.6091065 -23.5771911)
415513348,-23.5834488,-46.6169317,,3,739.0,,POINT (-46.6169317 -23.5834488)
415994087,-23.5475938,-46.6768,,3,784.0,,POINT (-46.6768 -23.5475938)
415994090,-23.5434501,-46.6764219,,3,766.0,,POINT (-46.6764219 -23.5434501)
415994091,-23.5420365,-46.6762442,traffic_signals,3,762.0,,POINT (-46.6762442 -23.5420365)
415994092,-23.5413059,-46.6759922,traffic_signals,4,761.0,,POINT (-46.6759922 -23.5413059)
415994096,-23.5385706,-46.6745338,traffic_signals,5,750.0,,POINT (-46.6745338 -23.5385706)
415994179,-23.5510796,-46.6854046,traffic_signals,4,781.0,,POINT (-46.6854046 -23.5510796)
415994180,-23.5515225,-46.6848396,,4,785.0,,POINT (-46.6848396 -23.5515225)
415994181,-23.552503,-46.683677,mini_roundabout,4,789.0,,POINT (-46.683677 -23.552503)
415994186,-23.5550241,-46.6814876,,4,770.0,,POINT (-46.6814876 -23.5550241)
418517410,-23.5608807,-46.6131704,,3,734.0,,POINT (-46.6131704 -23.5608807)
418517417,-23.567857,-46.6114812,,4,733.0,,POINT (-46.6114812 -23.567857)
418517418,-23.5682414,-46.6114148,,3,733.0,,POINT (-46.6114148 -23.5682414)
418517423,-23.5624046,-46.6124576,,3,734.0,,POINT (-46.6124576 -23.5624046)
418517426,-23.5613103,-46.6216869,traffic_signals,4,737.0,,POINT (-46.6216869 -23.5613103)
418517427,-23.5565205,-46.6222026,,3,732.0,,POINT (-46.6222026 -23.5565205)
418517428,-23.5563656,-46.6225425,traffic_signals,3,732.0,,POINT (-46.6225425 -23.5563656)
418517430,-23.5678347,-46.6116091,,4,736.0,,POINT (-46.6116091 -23.5678347)
418517431,-23.5681534,-46.6115231,traffic_signals,5,733.0,,POINT (-46.6115231 -23.5681534)
418517442,-23.5644417,-46.6107898,traffic_signals,4,729.0,,POINT (-46.6107898 -23.5644417)
418519017,-23.577221,-46.6097208,,3,733.0,,POINT (-46.6097208 -23.577221)
418519023,-23.5765397,-46.6105381,traffic_signals,4,739.0,,POINT (-46.6105381 -23.5765397)
418519028,-23.5661025,-46.6114727,,3,734.0,,POINT (-46.6114727 -23.5661025)
418519032,-23.5771114,-46.6103826,crossing,3,735.0,,POINT (-46.6103826 -23.5771114)
418519033,-23.5764762,-46.6104395,traffic_signals,3,737.0,,POINT (-46.6104395 -23.5764762)
434003360,-23.542439,-46.6169667,traffic_signals,3,733.0,,POINT (-46.6169667 -23.542439)
434003382,-23.541789,-46.6174355,,3,737.0,,POINT (-46.6174355 -23.541789)
434003385,-23.5406604,-46.6182497,traffic_signals,3,743.0,,POINT (-46.6182497 -23.5406604)
434003387,-23.5395037,-46.6190841,,3,742.0,,POINT (-46.6190841 -23.5395037)
435923762,-23.5319751,-46.6638375,,4,751.0,,POINT (-46.6638375 -23.5319751)
435923763,-23.5330162,-46.6692488,traffic_signals,4,752.0,,POINT (-46.6692488 -23.5330162)
435923765,-23.5315229,-46.6670868,traffic_signals,4,742.0,,POINT (-46.6670868 -23.5315229)
435923766,-23.5332503,-46.6681826,,3,756.0,,POINT (-46.6681826 -23.5332503)
435923767,-23.5328923,-46.6645099,traffic_signals,4,753.0,,POINT (-46.6645099 -23.5328923)
435923770,-23.5323178,-46.6621197,,4,741.0,,POINT (-46.6621197 -23.5323178)
435923772,-23.5326185,-46.6614357,,3,739.0,,POINT (-46.6614357 -23.5326185)
435923774,-23.5319909,-46.6599258,,4,741.0,,POINT (-46.6599258 -23.5319909)
435923775,-23.5330225,-46.6604378,,4,753.0,,POINT (-46.6604378 -23.5330225)
437564184,-23.5401685,-46.6174919,traffic_signals,4,744.0,,POINT (-46.6174919 -23.5401685)
437564448,-23.5378247,-46.6162116,traffic_signals,4,743.0,M-329,POINT (-46.6162116 -23.5378247)
437564450,-23.5335842,-46.6178904,,3,739.0,,POINT (-46.6178904 -23.5335842)
437564550,-23.5378851,-46.6176548,traffic_signals,4,739.0,M-328,POINT (-46.6176548 -23.5378851)
437564551,-23.5379436,-46.6190444,traffic_signals,4,732.0,,POINT (-46.6190444 -23.5379436)
437564553,-23.5379981,-46.6204789,,4,732.0,,POINT (-46.6204789 -23.5379981)
437564554,-23.5380702,-46.6221973,,3,732.0,,POINT (-46.6221973 -23.5380702)
437564779,-23.5340438,-46.6176208,,3,739.0,,POINT (-46.6176208 -23.5340438)
437564782,-23.533289,-46.6169504,,3,736.0,,POINT (-46.6169504 -23.533289)
437564783,-23.5329658,-46.6166693,,3,736.0,,POINT (-46.6166693 -23.5329658)
437564784,-23.5327497,-46.6165047,,3,739.0,,POINT (-46.6165047 -23.5327497)
437564793,-23.5305995,-46.6164138,,4,735.0,,POINT (-46.6164138 -23.5305995)
437564794,-23.5300233,-46.6168172,,4,733.0,,POINT (-46.6168172 -23.5300233)
437564795,-23.5293495,-46.6172555,traffic_signals,4,731.0,,POINT (-46.6172555 -23.5293495)
437564796,-23.5285394,-46.6178359,,3,731.0,,POINT (-46.6178359 -23.5285394)
437564800,-23.5264085,-46.6201188,traffic_signals,4,722.0,,POINT (-46.6201188 -23.5264085)
440421660,-23.5434808,-46.6727157,traffic_signals,4,788.0,,POINT (-46.6727157 -23.5434808)
443455449,-23.5718788,-46.6140072,,3,761.0,,POINT (-46.6140072 -23.5718788)
443455450,-23.5742228,-46.6131513,,4,755.0,,POINT (-46.6131513 -23.5742228)
443455451,-23.5735997,-46.6146536,priority,4,772.0,,POINT (-46.6146536 -23.5735997)
443455467,-23.5706994,-46.6119513,,3,731.0,,POINT (-46.6119513 -23.5706994)
443455475,-23.5694843,-46.6125011,,4,734.0,,POINT (-46.6125011 -23.5694843)
443455476,-23.5714519,-46.6131053,,4,749.0,,POINT (-46.6131053 -23.5714519)
443455477,-23.5725328,-46.614657,priority,3,773.0,,POINT (-46.614657 -23.5725328)
443455485,-23.572561,-46.6159075,,3,767.0,,POINT (-46.6159075 -23.572561)
443455487,-23.5745295,-46.6141069,mini_roundabout,4,767.0,,POINT (-46.6141069 -23.5745295)
443455488,-23.5734666,-46.6134343,,3,763.0,,POINT (-46.6134343 -23.5734666)
443455490,-23.57315,-46.6125438,,4,754.0,,POINT (-46.6125438 -23.57315)
443455492,-23.5726206,-46.6110858,,3,745.0,,POINT (-46.6110858 -23.5726206)
443455497,-23.5719816,-46.6111482,,3,744.0,,POINT (-46.6111482 -23.5719816)
443455499,-23.5725496,-46.6128443,,3,749.0,,POINT (-46.6128443 -23.5725496)
443455501,-23.5739027,-46.6121469,,3,748.0,,POINT (-46.6121469 -23.5739027)
443455503,-23.5766348,-46.6123253,,3,747.0,,POINT (-46.6123253 -23.5766348)
443455505,-23.5772067,-46.6121471,mini_roundabout,4,740.0,,POINT (-46.6121471 -23.5772067)
443455531,-23.5780842,-46.6119999,,3,739.0,,POINT (-46.6119999 -23.5780842)
443455533,-23.575472,-46.612716,,4,756.0,,POINT (-46.612716 -23.575472)
443455535,-23.576208,-46.613106,,3,758.0,,POINT (-46.613106 -23.576208)
443455537,-23.5777657,-46.6135094,,4,756.0,,POINT (-46.6135094 -23.5777657)
443455541,-23.5797397,-46.6141165,,3,744.0,,POINT (-46.6141165 -23.5797397)
443455543,-23.5782401,-46.6145678,,4,760.0,,POINT (-46.6145678 -23.5782401)
443455551,-23.5785658,-46.6126063,,3,743.0,,POINT (-46.6126063 -23.5785658)
443455552,-23.57661,-46.6106837,traffic_signals,4,739.0,,POINT (-46.6106837 -23.57661)
444959641,-23.5551964,-46.652634,,3,776.0,,POINT (-46.652634 -23.5551964)
444959643,-23.5556688,-46.6542748,,3,794.0,,POINT (-46.6542748 -23.5556688)
444959647,-23.5562905,-46.6566661,,3,819.0,,POINT (-46.6566661 -23.5562905)
444959649,-23.5546187,-46.6548807,,3,794.0,,POINT (-46.6548807 -23.5546187)
444959652,-23.5532913,-46.6523246,,3,792.0,,POINT (-46.6523246 -23.5532913)
444959655,-23.5527313,-46.651295,,3,782.0,,POINT (-46.651295 -23.5527313)
444959672,-23.5460118,-46.6561034,traffic_signals,4,790.0,,POINT (-46.6561034 -23.5460118)
444959738,-23.5554501,-46.6554413,,3,802.0,,POINT (-46.6554413 -23.5554501)
444959760,-23.5547588,-46.6599608,traffic_signals,4,825.0,,POINT (-46.6599608 -23.5547588)
444959781,-23.5592196,-46.6543584,traffic_signals,3,795.0,,POINT (-46.6543584 -23.5592196)
444959814,-23.5555545,-46.6574967,traffic_signals,4,807.0,,POINT (-46.6574967 -23.5555545)
444959828,-23.5540788,-46.6591743,traffic_signals,4,820.0,,POINT (-46.6591743 -23.5540788)
