osmid,y,x,highway,street_count,elevation,ref,geometry
477359174,-23.5680926,-46.6203968,,3,777.0,,POINT (-46.6203968 -23.5680926)
477359869,-23.5668682,-46.6300897,,3,747.0,,POINT (-46.6300897 -23.5668682)
477359870,-23.5695146,-46.6323891,traffic_signals,4,773.0,,POINT (-46.6323891 -23.5695146)
477359871,-23.5717835,-46.6306759,,3,769.0,,POINT (-46.6306759 -23.5717835)
489874270,-23.5786614,-46.6424305,traffic_signals,4,816.0,,POINT (-46.6424305 -23.5786614)
494238576,-23.5094441,-46.6564796,,3,777.0,,POINT (-46.6564796 -23.5094441)
598617885,-23.5537988,-46.6356704,,3,768.0,,POINT (-46.6356704 -23.5537988)
598667181,-23.5540282,-46.6405185,traffic_signals,3,769.0,,POINT (-46.6405185 -23.5540282)
598668807,-23.5531597,-46.6348984,,3,779.0,,POINT (-46.6348984 -23.5531597)
598670833,-23.5546765,-46.6428795,,3,762.0,,POINT (-46.6428795 -23.5546765)
599043055,-23.5437327,-46.6369058,,1,753.0,,POINT (-46.6369058 -23.5437327)
599043066,-23.5440992,-46.633451,,1,753.0,,POINT (-46.633451 -23.5440992)
599043071,-23.5433317,-46.6377826,,3,752.0,,POINT (-46.6377826 -23.5433317)
599043086,-23.5426999,-46.6304446,,4,732.0,,POINT (-46.6304446 -23.5426999)
599043087,-23.542627,-46.6309096,,3,742.0,,POINT (-46.6309096 -23.542627)
617798750,-23.547233,-46.6370328,,3,765.0,,POINT (-46.6370328 -23.547233)
617887905,-23.5482794,-46.6426447,,4,769.0,,POINT (-46.6426447 -23.5482794)
618352974,-23.5482494,-46.6547994,,3,797.0,,POINT (-46.6547994 -23.5482494)
618352978,-23.5470678,-46.6536358,,4,794.0,,POINT (-46.6536358 -23.5470678)
619187087,-23.560943,-46.6478772,,3,815.0,,POINT (-46.6478772 -23.560943)
627949654,-23.5391225,-46.6373843,traffic_signals,4,753.0,,POINT (-46.6373843 -23.5391225)
627949655,-23.5397854,-46.6368191,traffic_signals,4,759.0,,POINT (-46.6368191 -23.5397854)
627949664,-23.5387677,-46.6360409,traffic_signals,4,753.0,,POINT (-46.6360409 -23.5387677)
627949665,-23.5387383,-46.6361693,traffic_signals,4,752.0,,POINT (-46.6361693 -23.5387383)
627949673,-23.5393724,-46.6337149,traffic_signals,4,748.0,,POINT (-46.6337149 -23.5393724)
627949674,-23.5392538,-46.6337054,traffic_signals,4,750.0,,POINT (-46.6337054 -23.5392538)
627949679,-23.5385899,-46.6339596,,3,762.0,,POINT (-46.6339596 -23.5385899)
627981911,-23.5429216,-46.6364031,traffic_signals,4,743.0,,POINT (-46.6364031 -23.5429216)
627981921,-23.5419782,-46.6360078,,3,745.0,,POINT (-46.6360078 -23.5419782)
631365505,-23.514469,-46.6236082,,1,731.0,,POINT (-46.6236082 -23.514469)
631365519,-23.5133791,-46.6251866,traffic_signals,3,724.0,,POINT (-46.6251866 -23.5133791)
631977641,-23.5548514,-46.6293295,,4,728.0,,POINT (-46.6293295 -23.5548514)
631977642,-23.555125,-46.6287025,,3,724.0,,POINT (-46.6287025 -23.555125)
660826332,-23.5687084,-46.6246777,priority,4,764.0,,POINT (-46.6246777 -23.5687084)
661211978,-23.553132,-46.6332863,,3,758.0,,POINT (-46.6332863 -23.553132)
661211979,-23.5493739,-46.6291378,traffic_signals,4,734.0,,POINT (-46.6291378 -23.5493739)
661211990,-23.5490647,-46.6293357,traffic_signals,4,733.0,,POINT (-46.6293357 -23.5490647)
661211993,-23.5478212,-46.6259975,,3,728.0,,POINT (-46.6259975 -23.5478212)
661212028,-23.5448692,-46.6266973,traffic_signals,3,733.0,,POINT (-46.6266973 -23.5448692)
661212039,-23.5428084,-46.6270579,traffic_signals,4,731.0,,POINT (-46.6270579 -23.5428084)
661212047,-23.5427226,-46.6269013,traffic_signals,4,732.0,,POINT (-46.6269013 -23.5427226)
661212053,-23.5412943,-46.6276464,,3,732.0,,POINT (-46.6276464 -23.5412943)
661212055,-23.5397914,-46.6269719,,4,727.0,,POINT (-46.6269719 -23.5397914)
661212096,-23.5412827,-46.621976,,3,723.0,,POINT (-46.621976 -23.5412827)
661560808,-23.5752486,-46.6032967,,3,734.0,,POINT (-46.6032967 -23.5752486)
665142225,-23.5394623,-46.6320717,traffic_signals,4,739.0,,POINT (-46.6320717 -23.5394623)
679159955,-23.5677681,-46.6254428,,3,747.0,,POINT (-46.6254428 -23.5677681)
679160576,-23.5671062,-46.6249255,,3,747.0,,POINT (-46.6249255 -23.5671062)
679160621,-23.5669918,-46.6248292,,3,748.0,,POINT (-46.6248292 -23.5669918)
679162548,-23.5636944,-46.6209114,,3,743.0,,POINT (-46.6209114 -23.5636944)
679183693,-23.5619687,-46.6509198,,3,800.0,,POINT (-46.6509198 -23.5619687)
679339501,-23.5755556,-46.6105228,,3,742.0,,POINT (-46.6105228 -23.5755556)
679339505,-23.5753194,-46.6085813,,3,730.0,,POINT (-46.6085813 -23.5753194)
679369320,-23.5813943,-46.6149601,,4,739.0,,POINT (-46.6149601 -23.5813943)
679496612,-23.5721868,-46.6350927,,3,777.0,,POINT (-46.6350927 -23.5721868)
679496613,-23.5724559,-46.6355135,,3,777.0,,POINT (-46.6355135 -23.5724559)
706321120,-23.586756,-46.6352099,traffic_signals,4,815.0,,POINT (-46.6352099 -23.586756)
706911987,-23.5817198,-46.6262475,,3,797.0,,POINT (-46.6262475 -23.5817198)
706911988,-23.581587,-46.6290367,traffic_signals,4,761.0,,POINT (-46.6290367 -23.581587)
706911989,-23.5816253,-46.6291631,traffic_signals,4,761.0,,POINT (-46.6291631 -23.5816253)
706911991,-23.5863525,-46.6301135,,3,787.0,,POINT (-46.6301135 -23.5863525)
706916718,-23.5840578,-46.6293192,,1,775.0,,POINT (-46.6293192 -23.5840578)
715554814,-23.5787408,-46.6289612,traffic_signals,4,750.0,,POINT (-46.6289612 -23.5787408)
715554815,-23.5774887,-46.6289888,traffic_signals,4,752.0,,POINT (-46.6289888 -23.5774887)
715554822,-23.5667243,-46.6332714,traffic_signals,3,766.0,,POINT (-46.6332714 -23.5667243)
736941801,-23.5400926,-46.6486024,,3,747.0,,POINT (-46.6486024 -23.5400926)
736941802,-23.5403817,-46.649112,,3,751.0,,POINT (-46.649112 -23.5403817)
736941803,-23.5358817,-46.6531346,,3,750.0,,POINT (-46.6531346 -23.5358817)
748729280,-23.5691061,-46.6326893,,3,772.0,,POINT (-46.6326893 -23.5691061)
759724338,-23.5789006,-46.63989,,3,819.0,,POINT (-46.63989 -23.5789006)
759724349,-23.5783117,-46.6387463,,3,804.0,,POINT (-46.6387463 -23.5783117)
759724360,-23.5785431,-46.6392198,,3,811.0,,POINT (-46.6392198 -23.5785431)
764736844,-23.5866715,-46.6348805,traffic_signals,4,813.0,,POINT (-46.6348805 -23.5866715)
764736847,-23.5866518,-46.6346701,,3,814.0,,POINT (-46.6346701 -23.5866518)
773007057,-23.5556245,-46.6783335,,3,779.0,,POINT (-46.6783335 -23.5556245)
778021642,-23.5660703,-46.6447198,traffic_signals,3,829.0,,POINT (-46.6447198 -23.5660703)
778047235,-23.5799103,-46.6382401,turning_circle,1,809.0,,POINT (-46.6382401 -23.5799103)
778066243,-23.5620811,-46.6215811,traffic_signals,3,739.0,,POINT (-46.6215811 -23.5620811)
778098426,-23.5704434,-46.6407161,,3,811.0,,POINT (-46.6407161 -23.5704434)
778098430,-23.574232,-46.6405047,traffic_signals,4,816.0,,POINT (-46.6405047 -23.574232)
778098432,-23.5741781,-46.6407251,,3,817.0,,POINT (-46.6407251 -23.5741781)
778764174,-23.576641,-46.6305811,,3,758.0,,POINT (-46.6305811 -23.576641)
778764176,-23.5757954,-46.6308848,,3,764.0,,POINT (-46.6308848 -23.5757954)
792621942,-23.566619,-46.6255722,,4,734.0,,POINT (-46.6255722 -23.566619)
792621943,-23.5682033,-46.6257227,,3,748.0,,POINT (-46.6257227 -23.5682033)
792622224,-23.5844,-46.6333877,mini_roundabout,4,811.0,,POINT (-46.6333877 -23.5844)
792649556,-23.5729233,-46.6351549,,3,767.0,,POINT (-46.6351549 -23.5729233)
856727250,-23.5691486,-46.6492357,traffic_signals,4,835.0,,POINT (-46.6492357 -23.5691486)
856727276,-23.5679449,-46.648746,,3,836.0,,POINT (-46.648746 -23.5679449)
861890654,-23.5606992,-46.6462158,,3,800.0,,POINT (-46.6462158 -23.5606992)
861890679,-23.5585225,-46.6484527,,3,775.0,,POINT (-46.6484527 -23.5585225)
861890732,-23.5597837,-46.6447657,,3,783.0,,POINT (-46.6447657 -23.5597837)
861890752,-23.5598358,-46.6452543,,3,788.0,,POINT (-46.6452543 -23.5598358)
861890779,-23.5572579,-46.6489041,,1,768.0,,POINT (-46.6489041 -23.5572579)
861890853,-23.5599281,-46.6462857,,3,795.0,,POINT (-46.6462857 -23.5599281)
861890884,-23.5603066,-46.648832,,3,783.0,,POINT (-46.648832 -23.5603066)
861890886,-23.5604506,-46.645605,,3,791.0,,POINT (-46.645605 -23.5604506)
861890955,-23.5579619,-46.6480005,,3,781.0,,POINT (-46.6480005 -23.5579619)
861890959,-23.5595564,-46.6470713,,3,811.0,,POINT (-46.6470713 -23.5595564)
861891067,-23.5603275,-46.6517218,,3,830.0,,POINT (-46.6517218 -23.5603275)
861891116,-23.5570261,-46.6479992,,1,780.0,,POINT (-46.6479992 -23.5570261)
861891127,-23.5621515,-46.6534934,traffic_signals,3,837.0,,POINT (-46.6534934 -23.5621515)
861891188,-23.5608045,-46.6484602,turning_circle,1,800.0,,POINT (-46.6484602 -23.5608045)
861891190,-23.5611883,-46.6451447,,3,789.0,,POINT (-46.6451447 -23.5611883)
863898797,-23.5633297,-46.64582,traffic_signals,4,810.0,,POINT (-46.64582 -23.5633297)
863899019,-23.5656408,-46.6465068,,3,821.0,,POINT (-46.6465068 -23.5656408)
863975998,-23.5647835,-46.6451525,,3,822.0,,POINT (-46.6451525 -23.5647835)
863976010,-23.5648597,-46.6452235,,3,824.0,,POINT (-46.6452235 -23.5648597)
865280536,-23.5564824,-46.6399756,traffic_signals,3,770.0,,POINT (-46.6399756 -23.5564824)
871838400,-23.5412166,-46.6774629,,1,768.0,,POINT (-46.6774629 -23.5412166)
872506775,-23.5410629,-46.6572567,traffic_signals,3,771.0,,POINT (-46.6572567 -23.5410629)
872508811,-23.5261873,-46.6485577,,4,731.0,,POINT (-46.6485577 -23.5261873)
887130255,-23.5497192,-46.682923,traffic_signals,3,806.0,,POINT (-46.682923 -23.5497192)
889388738,-23.5422632,-46.6207817,,3,731.0,,POINT (-46.6207817 -23.5422632)
889484481,-23.5450449,-46.6824698,traffic_signals,3,835.0,,POINT (-46.6824698 -23.5450449)
890510535,-23.543697,-46.6204392,,3,734.0,,POINT (-46.6204392 -23.543697)
890710791,-23.5491273,-46.6076123,,3,739.0,,POINT (-46.6076123 -23.5491273)
890710822,-23.5502382,-46.6068538,,3,738.0,,POINT (-46.6068538 -23.5502382)
890710900,-23.5496506,-46.6072568,,3,742.0,,POINT (-46.6072568 -23.5496506)
890711027,-23.5487251,-46.6069154,,3,734.0,,POINT (-46.6069154 -23.5487251)
890711092,-23.5494281,-46.6136571,,1,740.0,,POINT (-46.6136571 -23.5494281)
891033574,-23.5485558,-46.6297099,,3,736.0,,POINT (-46.6297099 -23.5485558)
891033585,-23.5488442,-46.6304195,,3,734.0,,POINT (-46.6304195 -23.5488442)
891306284,-23.5410219,-46.6465561,traffic_signals,4,758.0,,POINT (-46.6465561 -23.5410219)
903653800,-23.5452806,-46.6754586,,3,793.0,,POINT (-46.6754586 -23.5452806)
903653802,-23.5452598,-46.676079,,1,790.0,,POINT (-46.676079 -23.5452598)
903659518,-23.5409918,-46.6737081,,3,787.0,,POINT (-46.6737081 -23.5409918)
903659523,-23.5398625,-46.6726027,,3,791.0,,POINT (-46.6726027 -23.5398625)
903659527,-23.548917,-46.6748771,,3,795.0,,POINT (-46.6748771 -23.548917)
917777693,-23.5471596,-46.6799856,,3,817.0,,POINT (-46.6799856 -23.5471596)
917777702,-23.5457086,-46.6811145,,3,833.0,,POINT (-46.6811145 -23.5457086)
923613902,-23.5554688,-46.6674746,motorway_junction,3,822.0,,POINT (-46.6674746 -23.5554688)
924763171,-23.5531424,-46.6617211,,3,824.0,,POINT (-46.6617211 -23.5531424)
924840627,-23.5546969,-46.6644031,,3,817.0,,POINT (-46.6644031 -23.5546969)
924851227,-23.5503463,-46.6600005,traffic_signals,3,800.0,,POINT (-46.6600005 -23.5503463)
924871041,-23.5479741,-46.6709716,,3,761.0,,POINT (-46.6709716 -23.5479741)
924906921,-23.5518988,-46.6473877,,3,744.0,,POINT (-46.6473877 -23.5518988)
924932890,-23.5680019,-46.6383898,,3,795.0,,POINT (-46.6383898 -23.5680019)
924932934,-23.5698129,-46.6374988,,3,807.0,,POINT (-46.6374988 -23.5698129)
925058776,-23.5623309,-46.6718527,,3,762.0,,POINT (-46.6718527 -23.5623309)
925058860,-23.5391605,-46.6648028,,3,749.0,,POINT (-46.6648028 -23.5391605)
929531888,-23.5182673,-46.6644958,,1,728.0,,POINT (-46.6644958 -23.5182673)
929535989,-23.5244458,-46.6592185,,3,726.0,,POINT (-46.6592185 -23.5244458)
929536010,-23.527859,-46.6527403,,3,729.0,,POINT (-46.6527403 -23.527859)
929571075,-23.5191723,-46.6510555,,3,732.0,,POINT (-46.6510555 -23.5191723)
929571132,-23.5224367,-46.6378317,,3,726.0,,POINT (-46.6378317 -23.5224367)
929571136,-23.5226046,-46.6372054,,3,727.0,,POINT (-46.6372054 -23.5226046)
929571146,-23.5296535,-46.6414179,,3,732.0,,POINT (-46.6414179 -23.5296535)
929571234,-23.5303056,-46.652286,,3,748.0,,POINT (-46.652286 -23.5303056)
929571235,-23.5296951,-46.6513281,,3,748.0,,POINT (-46.6513281 -23.5296951)
929571260,-23.5342704,-46.6414688,,3,751.0,,POINT (-46.6414688 -23.5342704)
929571421,-23.5276014,-46.6376526,mini_roundabout,3,729.0,,POINT (-46.6376526 -23.5276014)
929571454,-23.5287027,-46.643392,,1,741.0,,POINT (-46.643392 -23.5287027)
929571467,-23.526891,-46.6481625,,3,731.0,,POINT (-46.6481625 -23.526891)
929571470,-23.5251092,-46.6492058,,3,732.0,,POINT (-46.6492058 -23.5251092)
929591874,-23.5105834,-46.626185,,3,732.0,,POINT (-46.626185 -23.5105834)
929591885,-23.5111702,-46.6284412,,3,725.0,,POINT (-46.6284412 -23.5111702)
929591887,-23.5106701,-46.6251071,,3,730.0,,POINT (-46.6251071 -23.5106701)
929591893,-23.5107074,-46.626184,,3,731.0,,POINT (-46.626184 -23.5107074)
929591907,-23.5103482,-46.6287305,motorway_junction,3,721.0,,POINT (-46.6287305 -23.5103482)
929592349,-23.5123671,-46.6249155,,3,731.0,,POINT (-46.6249155 -23.5123671)
929634049,-23.524431,-46.6175823,,3,727.0,,POINT (-46.6175823 -23.524431)
929634844,-23.5269113,-46.6195696,,3,721.0,,POINT (-46.6195696 -23.5269113)
929655277,-23.5224194,-46.6164789,,3,724.0,,POINT (-46.6164789 -23.5224194)
929655279,-23.5207446,-46.6159532,,3,722.0,,POINT (-46.6159532 -23.5207446)
929701837,-23.5398139,-46.6195704,,3,738.0,,POINT (-46.6195704 -23.5398139)
929701841,-23.5388362,-46.6197286,,3,740.0,,POINT (-46.6197286 -23.5388362)
929701842,-23.5388113,-46.6190585,,3,743.0,,POINT (-46.6190585 -23.5388113)
929701843,-23.538354,-46.6197185,,3,735.0,,POINT (-46.6197185 -23.538354)
929701844,-23.5383836,-46.6204823,,3,733.0,,POINT (-46.6204823 -23.5383836)
929701846,-23.5379669,-46.6197103,,3,728.0,,POINT (-46.6197103 -23.5379669)
929726048,-23.5507536,-46.6232595,,3,728.0,,POINT (-46.6232595 -23.5507536)
929726106,-23.5518055,-46.6223317,,1,736.0,,POINT (-46.6223317 -23.5518055)
929726170,-23.5372656,-46.6213197,,1,722.0,,POINT (-46.6213197 -23.5372656)
929751310,-23.5365177,-46.6271828,,3,721.0,,POINT (-46.6271828 -23.5365177)
929751328,-23.5362101,-46.6270421,,3,724.0,,POINT (-46.6270421 -23.5362101)
932049758,-23.512355,-46.6239921,,3,723.0,,POINT (-46.6239921 -23.512355)
1067511668,-23.534183,-46.6370516,traffic_signals,3,752.0,,POINT (-46.6370516 -23.534183)
1067511780,-23.5342897,-46.63639,,3,751.0,,POINT (-46.63639 -23.5342897)
1067511784,-23.5343039,-46.636765,traffic_signals,4,748.0,,POINT (-46.636765 -23.5343039)
1068027726,-23.534868,-46.6399406,,3,755.0,,POINT (-46.6399406 -23.534868)
1068077341,-23.533922,-46.6267519,crossing,4,725.0,,POINT (-46.6267519 -23.533922)
1068077355,-23.5318089,-46.6291871,,3,731.0,,POINT (-46.6291871 -23.5318089)
1068077401,-23.5318286,-46.6365222,,3,744.0,,POINT (-46.6365222 -23.5318286)
1068077418,-23.5319446,-46.634813,traffic_signals,4,742.0,,POINT (-46.634813 -23.5319446)
1097971350,-23.5783503,-46.6450428,,3,795.0,,POINT (-46.6450428 -23.5783503)
1113784382,-23.5529992,-46.6347008,traffic_signals,4,778.0,,POINT (-46.6347008 -23.5529992)
1113784886,-23.5529628,-46.6347994,traffic_signals,3,778.0,,POINT (-46.6347994 -23.5529628)
1203308493,-23.5241599,-46.6309112,traffic_signals,4,730.0,,POINT (-46.6309112 -23.5241599)
1214249065,-23.569601,-46.6307222,,3,755.0,,POINT (-46.6307222 -23.569601)
1243571522,-23.5549833,-46.6353183,turning_circle,1,771.0,,POINT (-46.6353183 -23.5549833)
1350627151,-23.5294633,-46.6652025,,3,739.0,,POINT (-46.6652025 -23.5294633)
1393378086,-23.5720503,-46.6535503,,3,789.0,,POINT (-46.6535503 -23.5720503)
1393378087,-23.5721149,-46.6536213,traffic_signals,3,787.0,,POINT (-46.6536213 -23.5721149)
1393378098,-23.5748009,-46.6528301,,1,768.0,,POINT (-46.6528301 -23.5748009)
1393378100,-23.5749311,-46.6520949,,3,772.0,,POINT (-46.6520949 -23.5749311)
1393378103,-23.5750246,-46.6509746,,3,778.0,,POINT (-46.6509746 -23.5750246)
1417111767,-23.5681746,-46.6047144,,3,734.0,,POINT (-46.6047144 -23.5681746)
1417111775,-23.5687865,-46.6062193,,4,732.0,,POINT (-46.6062193 -23.5687865)
1417111797,-23.5752729,-46.6019379,,3,732.0,,POINT (-46.6019379 -23.5752729)
1417111799,-23.5690859,-46.6069431,,3,731.0,,POINT (-46.6069431 -23.5690859)
1417111800,-23.5682295,-46.6076456,,4,731.0,,POINT (-46.6076456 -23.5682295)
1417111801,-23.5672393,-46.6051746,,3,733.0,,POINT (-46.6051746 -23.5672393)
1417111807,-23.5750787,-46.6013549,,3,736.0,,POINT (-46.6013549 -23.5750787)
1417111809,-23.5678302,-46.6066935,,4,734.0,,POINT (-46.6066935 -23.5678302)
1417145798,-23.5648405,-46.6118975,traffic_signals,4,729.0,,POINT (-46.6118975 -23.5648405)
1417145801,-23.5570655,-46.6022008,,3,747.0,,POINT (-46.6022008 -23.5570655)
1417145802,-23.5648039,-46.6117746,traffic_signals,4,729.0,,POINT (-46.6117746 -23.5648039)
1417145804,-23.5579177,-46.6035964,,4,747.0,,POINT (-46.6035964 -23.5579177)
1417145813,-23.5577158,-46.6022994,,3,746.0,,POINT (-46.6022994 -23.5577158)
1417145815,-23.5647674,-46.6116412,traffic_signals,4,729.0,,POINT (-46.6116412 -23.5647674)
1417145817,-23.556625,-46.6077443,traffic_signals,3,736.0,,POINT (-46.6077443 -23.556625)
1417145825,-23.5569893,-46.6086685,turning_circle,1,731.0,,POINT (-46.6086685 -23.5569893)
1417145827,-23.5667093,-46.6094995,,3,733.0,,POINT (-46.6094995 -23.5667093)
1417145836,-23.5627173,-46.6117112,,3,729.0,,POINT (-46.6117112 -23.5627173)
1417145837,-23.5676313,-46.6089808,,3,732.0,,POINT (-46.6089808 -23.5676313)
1417180422,-23.564673,-46.6022082,,3,746.0,,POINT (-46.6022082 -23.564673)
1417180429,-23.5643473,-46.5962805,motorway_junction,3,788.0,,POINT (-46.5962805 -23.5643473)
1417240911,-23.5654115,-46.5951317,,3,796.0,,POINT (-46.5951317 -23.5654115)
1418186216,-23.5518745,-46.6024978,,3,742.0,,POINT (-46.6024978 -23.5518745)
1418186221,-23.5552989,-46.6022947,,3,748.0,,POINT (-46.6022947 -23.5552989)
1418186223,-23.5536394,-46.6026129,,3,750.0,,POINT (-46.6026129 -23.5536394)
1418186265,-23.5661048,-46.6054822,,3,735.0,,POINT (-46.6054822 -23.5661048)
1418186271,-23.5545704,-46.6097732,,3,740.0,,POINT (-46.6097732 -23.5545704)
1418186274,-23.5528818,-46.6026047,,3,737.0,,POINT (-46.6026047 -23.5528818)
1418186277,-23.5534887,-46.6039972,,1,738.0,,POINT (-46.6039972 -23.5534887)
1418186279,-23.5527843,-46.6022377,,3,739.0,,POINT (-46.6022377 -23.5527843)
1418186285,-23.5542824,-46.6021772,,3,740.0,,POINT (-46.6021772 -23.5542824)
1418186286,-23.5536033,-46.6080063,,1,737.0,,POINT (-46.6080063 -23.5536033)
1418201583,-23.5506362,-46.6018646,,3,741.0,,POINT (-46.6018646 -23.5506362)
1418201598,-23.5509266,-46.6016307,,3,738.0,,POINT (-46.6016307 -23.5509266)
1418201600,-23.5544856,-46.5999086,traffic_signals,4,756.0,,POINT (-46.5999086 -23.5544856)
1420051534,-23.5572284,-46.6155441,,1,741.0,,POINT (-46.6155441 -23.5572284)
1420051535,-23.5548326,-46.6157575,,3,733.0,,POINT (-46.6157575 -23.5548326)
1420051537,-23.5547809,-46.6163427,turning_circle,1,732.0,,POINT (-46.6163427 -23.5547809)
1420051538,-23.5565588,-46.6154415,,3,729.0,,POINT (-46.6154415 -23.5565588)
1420055087,-23.5543284,-46.6125199,,3,742.0,,POINT (-46.6125199 -23.5543284)
1420055098,-23.5520894,-46.6123488,,3,742.0,,POINT (-46.6123488 -23.5520894)
1420074010,-23.5575884,-46.6220784,,3,739.0,,POINT (-46.6220784 -23.5575884)
1420074013,-23.553534,-46.6222318,,3,738.0,,POINT (-46.6222318 -23.553534)
1420074016,-23.5531788,-46.6137549,,3,737.0,,POINT (-46.6137549 -23.5531788)
1420074023,-23.5591142,-46.6243183,traffic_signals,4,736.0,,POINT (-46.6243183 -23.5591142)
1420074024,-23.5583814,-46.6225175,,3,736.0,,POINT (-46.6225175 -23.5583814)
1420074026,-23.5563917,-46.6227648,,3,732.0,,POINT (-46.6227648 -23.5563917)
1420074031,-23.5588316,-46.615338,,3,731.0,,POINT (-46.615338 -23.5588316)
1420074032,-23.5527189,-46.6111005,,3,730.0,,POINT (-46.6111005 -23.5527189)
1420074033,-23.5576472,-46.6226084,,3,737.0,,POINT (-46.6226084 -23.5576472)
1420099938,-23.5568743,-46.6268463,traffic_signals,5,728.0,A-253,POINT (-46.6268463 -23.5568743)
1420099939,-23.5575758,-46.626829,traffic_signals,3,727.0,A-252;A-254,POINT (-46.626829 -23.5575758)
1420099941,-23.5539469,-46.6259035,,3,728.0,,POINT (-46.6259035 -23.5539469)
1420099953,-23.5546665,-46.6270015,,3,732.0,,POINT (-46.6270015 -23.5546665)
1420099956,-23.5549401,-46.6286082,,3,724.0,,POINT (-46.6286082 -23.5549401)
1420099960,-23.558412,-46.6268175,,3,727.0,,POINT (-46.6268175 -23.558412)
1420138394,-23.5494682,-46.625502,,3,732.0,,POINT (-46.625502 -23.5494682)
1420146734,-23.5445076,-46.6305789,traffic_signals,5,724.0,,POINT (-46.6305789 -23.5445076)
1420146737,-23.5497422,-46.6282383,,3,727.0,,POINT (-46.6282383 -23.5497422)
1420146741,-23.550906,-46.6286459,,3,740.0,,POINT (-46.6286459 -23.550906)
1420150289,-23.5341494,-46.6258246,,3,724.0,,POINT (-46.6258246 -23.5341494)
1420150299,-23.5528747,-46.6266053,,3,732.0,,POINT (-46.6266053 -23.5528747)
1421376033,-23.5554266,-46.6630462,,3,825.0,,POINT (-46.6630462 -23.5554266)
1421376041,-23.5556572,-46.6627851,traffic_signals,3,826.0,,POINT (-46.6627851 -23.5556572)
1421393958,-23.5555609,-46.6630267,,3,821.0,,POINT (-46.6630267 -23.5555609)
1423143099,-23.5543364,-46.6644717,,3,816.0,,POINT (-46.6644717 -23.5543364)
1428123375,-23.5528642,-46.6736408,traffic_signals,3,822.0,,POINT (-46.6736408 -23.5528642)
1436835505,-23.5735157,-46.6341955,priority,4,764.0,,POINT (-46.6341955 -23.5735157)
1439843020,-23.563123,-46.6122373,,3,739.0,,POINT (-46.6122373 -23.563123)
1439843032,-23.5763346,-46.6087836,,3,737.0,,POINT (-46.6087836 -23.5763346)
1439849923,-23.5736403,-46.6078904,,3,733.0,,POINT (-46.6078904 -23.5736403)
1439849926,-23.56515,-46.6140615,,3,737.0,,POINT (-46.6140615 -23.56515)
1439849928,-23.5721869,-46.6080005,,3,734.0,,POINT (-46.6080005 -23.5721869)
1439849929,-23.5710431,-46.6093039,,1,731.0,,POINT (-46.6093039 -23.5710431)
1439849930,-23.5728448,-46.609996,,3,732.0,,POINT (-46.609996 -23.5728448)
1439849936,-23.5647326,-46.6124317,,3,729.0,,POINT (-46.6124317 -23.5647326)
1439849937,-23.571911,-46.6108629,,3,741.0,,POINT (-46.6108629 -23.571911)
1439849939,-23.5672824,-46.6133865,,3,737.0,,POINT (-46.6133865 -23.5672824)
1439849944,-23.5641704,-46.611931,,3,733.0,,POINT (-46.611931 -23.5641704)
1439849945,-23.5741873,-46.6080675,,3,728.0,,POINT (-46.6080675 -23.5741873)
1439849946,-23.5637947,-46.612043,,3,734.0,,POINT (-46.612043 -23.5637947)
1439849947,-23.5665128,-46.6141578,,3,734.0,,POINT (-46.6141578 -23.5665128)
1439849948,-23.5726601,-46.609436,,3,733.0,,POINT (-46.609436 -23.5726601)
1439849949,-23.574448,-46.6088227,,1,722.0,,POINT (-46.6088227 -23.574448)
1439849950,-23.5693914,-46.6094321,,1,734.0,,POINT (-46.6094321 -23.5693914)
1439849952,-23.5704536,-46.6094346,,3,728.0,,POINT (-46.6094346 -23.5704536)
1439849953,-23.5711149,-46.6080958,,3,739.0,,POINT (-46.6080958 -23.5711149)
1439849956,-23.5745391,-46.6106156,traffic_signals,3,735.0,,POINT (-46.6106156 -23.5745391)
1439849959,-23.5613982,-46.6144994,,3,737.0,,POINT (-46.6144994 -23.5613982)
1439849964,-23.5648209,-46.6133652,,3,735.0,,POINT (-46.6133652 -23.5648209)
1448473288,-23.5750405,-46.6113997,,3,746.0,,POINT (-46.6113997 -23.5750405)
1448473289,-23.5752616,-46.610825,,3,742.0,,POINT (-46.610825 -23.5752616)
1448473292,-23.578344,-46.6164185,,3,749.0,,POINT (-46.6164185 -23.578344)
1448487420,-23.5707196,-46.6112713,,3,734.0,,POINT (-46.6112713 -23.5707196)
1448487422,-23.5776357,-46.6178924,,3,775.0,,POINT (-46.6178924 -23.5776357)
1448487425,-23.56775,-46.6136297,,3,742.0,,POINT (-46.6136297 -23.56775)
1448487431,-23.5714744,-46.6123229,turning_circle,1,746.0,,POINT (-46.6123229 -23.5714744)
1448487432,-23.5675751,-46.6136249,traffic_signals,3,740.0,,POINT (-46.6136249 -23.5675751)
1448487436,-23.5675138,-46.6139096,,3,739.0,,POINT (-46.6139096 -23.5675138)
1448487438,-23.5684541,-46.6129839,,3,734.0,,POINT (-46.6129839 -23.5684541)
1448778060,-23.5680143,-46.6209142,,3,775.0,,POINT (-46.6209142 -23.5680143)
1448778062,-23.5704282,-46.617302,,3,749.0,,POINT (-46.617302 -23.5704282)
1448778078,-23.569512,-46.6171769,,3,746.0,,POINT (-46.6171769 -23.569512)
1448778080,-23.5684985,-46.6219145,,3,772.0,,POINT (-46.6219145 -23.5684985)
