id,length,dir,municipio,distrito,bairro,nomesigla,tipo,nometit,nomeprep,name,start_left,end_left,start_righ,end_right,parity,left_zip,right_zip,cep_e,cep_d,extensao_m,nome_caps,onibus_msp,dist_cen_m,dist_cen_d,cdlog_cem,flood,Node,ms,mean_comm,vuln,betw,all_degree,in_degree,out_degree,e_mean,vuln_efi
217427,166.82,0,SAO PAULO,REPUBLICA,CENTRO,,AV,BRG,,LUIS ANTONIO,397,553,398,554,0,1317,1318,1317000.0,1318000.0,166,AV BRG LUIS ANTONIO,1,645.35,1217.49,REP00586,0,1059,1.75,10.708333354443312,0.00234788023977,105.95238095238096,5,3,2,0.0034378437843784,0.0018033759447858
217428,328.56,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,JANDAIA,1,315,2,316,0,1316,1316,1316100.0,1316100.0,328,R JANDAIA,0,508.5,1221.93,REP00587,0,1060,1.0,7.66666667163372,0.0021735725729223,108.66666666666666,5,3,2,0.002062706270627,0.0019419515306762
217429,391.14,0,SAO PAULO,REPUBLICA,CENTRO,,EX,,,LESTE OESTE,0,0,0,0,0,0,0,,,391,EX LESTE OESTE,0,689.85,1372.32,REP00607,0,1061,0.6666666666666666,4.0,0.00168101993139,73.5,8,6,2,0.0016501650165016,0.0018883176917069
217430,111.09,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,111,AC SEM NOME,0,587.1,1293.1,REP00599,0,1062,1.75,14.725000018253922,0.0010171412916872,14.5,4,1,3,0.0037816281628162,0.0007475717532763
217431,81.8,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,VINTE E TRES DE MAIO,0,0,690,734,0,0,1316,,1316060.0,81,AV VINTE E TRES DE MAIO,1,577.06,1312.92,REP00604,18,1063,1.8333333333333333,6.375000011175871,0.0005757792109713,1.5,4,2,2,0.00254400440044,0.0003463430779378
217432,88.25,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,ASSEMBLEIA,129,203,130,202,0,1320,1320,1320050.0,1320050.0,88,R ASSEMBLEIA,0,519.59,1241.31,REP00593,0,1064,1.4,8.541666682809591,0.0008715461917157,25.83333333333333,4,2,2,0.0023377337733773,0.0004094749390989
217433,75.74,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,75,AC SEM NOME,0,519.59,1241.31,REP00594,0,1065,1.5,4.16666667163372,0.0005582870309405,4.0,4,3,1,0.0015126512651265,0.0003302340975687
217434,207.78,0,SAO PAULO,REPUBLICA,CENTRO,,AV,BRG,,LUIS ANTONIO,185,395,186,396,0,1317,1318,1317000.0,1318000.0,207,AV BRG LUIS ANTONIO,1,459.38,1070.73,REP00551,0,1066,1.0,3.5,0.0009467177705512,23.952380952380956,5,4,1,0.0012376237623762,0.0003623369941615
217435,202.36,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,FRANCISCA MIQUELINA,1,209,2,208,0,1316,1316,1316000.0,1316000.0,202,R FRANCISCA MIQUELINA,0,520.56,1005.83,REP00532,0,1067,0.6666666666666666,5.5,0.0012818580348691,40.3809523809524,5,3,2,0.0016501650165016,0.0003587316509357
217436,214.76,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,MARIA PAULA,0,0,2,224,0,1319,1319,1319001.0,1319000.0,214,R MARIA PAULA,1,447.33,914.37,REP00493,1,1068,1.7142857142857142,13.293055583839305,0.0036803819881929,90.0,7,5,2,0.003025302530253,0.002851289525349
